"breakdownTime";"employees";"siteTraffic";"errorCode";"topic";"hoursToImprove"
"2019-04-02";12;476601;"404-S1";"mathematics";22,8
"2022-05-30";29;603163;"403-S1";"mathematics";14,3
"2021-09-03";28;121689;"400-S1";"medicine";32,4
"2018-08-14";10;125101;"403-S1";"mathematics";15
"2020-01-02";9;399503;"400-S1";"mathematics";15,1
"2020-01-01";6;846997;"403-S2";"mathematics";17,3
"2021-09-21";26;564715;"404-S1";"economics";30,4
"2020-12-01";19;326019;"403-S1";"mathematics";14,5
"2020-07-25";19;341783;"404-S1";"mathematics";22,5
"2019-01-16";23;63816;"403-S1";"mathematics";14,4
"2018-08-24";20;398517;"403-S1";"mathematics";14,5
"2021-02-23";13;76159;"403-S2";"mathematics";15,5
"2022-06-01";26;330804;"404-S2";"medicine";40,8
"2020-07-11";12;983173;"404-S1";"economics";30,8
"2020-09-24";27;455235;"400-S1";"mathematics";14,4
"2021-06-01";11;154496;"403-S1";"mathematics";14,9
"2022-04-14";8;347686;"404-S1";"medicine";41,3
"2022-12-25";22;195248;"404-S1";"economics";30,5
"2018-01-28";13;481131;"403-S1";"mathematics";14,8
"2022-04-20";7;61310;"404-S1";"economics";31,4
"2018-10-11";12;270681;"404-S1";"mathematics";22,8
"2021-02-02";29;518170;"404-S1";"mathematics";22,3
"2021-05-10";9;697793;"403-S1";"economics";23,1
"2019-05-20";29;572919;"404-S1";"mathematics";22,3
"2022-12-12";15;803634;"400-S1";"mathematics";14,7
"2019-01-09";29;910643;"400-S1";"economics";22,3
"2022-04-01";18;876254;"400-S1";"economics";22,6
"2019-10-01";9;701764;"400-S1";"economics";23,1
"2021-09-04";20;406450;"403-S1";"medicine";32,5
"2022-10-21";16;155151;"404-S1";"mathematics";22,6
"2020-07-19";17;539693;"404-S1";"mathematics";22,6
"2019-07-09";16;572580;"403-S1";"mathematics";14,6
"2021-10-09";18;551360;"404-S1";"economics";30,6
"2019-11-26";7;428987;"403-S2";"economics";24,9
"2021-03-05";30;331109;"400-S1";"mathematics";14,3
"2018-01-30";28;153138;"403-S1";"mathematics";14,4
"2021-10-10";14;286360;"404-S1";"mathematics";22,7
"2022-04-14";10;617377;"404-S1";"medicine";41
"2021-09-01";16;891597;"403-S2";"mathematics";15,3
"2021-11-08";14;333505;"403-S1";"economics";22,7
"2021-12-13";29;225488;"400-S1";"medicine";32,3
"2022-12-14";11;823179;"400-S2";"economics";23,8
"2018-05-24";14;316031;"403-S2";"mathematics";15,4
"2020-09-29";23;675479;"403-S2";"medicine";32,9
"2020-07-15";20;776671;"404-S1";"mathematics";22,5
"2020-02-25";30;74647;"404-S2";"mathematics";22,7
"2021-07-27";30;24138;"400-S1";"mathematics";14,3
"2020-10-02";21;463743;"403-S1";"economics";22,5
"2021-02-18";16;308214;"403-S1";"economics";22,6
"2022-10-21";14;221393;"400-S1";"economics";22,7
"2018-10-27";29;56640;"404-S1";"medicine";40,3
"2020-08-10";18;53312;"403-S1";"mathematics";14,6
"2019-04-05";10;153699;"404-S1";"economics";31
"2019-01-10";26;303464;"403-S2";"economics";22,8
"2021-03-30";30;306958;"400-S1";"mathematics";14,3
"2020-06-18";25;388945;"403-S1";"mathematics";14,4
"2021-04-11";6;45565;"404-S2";"economics";33,3
"2022-01-04";18;481900;"404-S1";"mathematics";22,6
"2018-12-26";5;574047;"404-S2";"mathematics";26
"2020-06-09";28;204272;"404-S1";"mathematics";22,4
"2022-08-13";10;474245;"400-S1";"mathematics";15
"2018-04-07";22;363593;"404-S1";"medicine";40,5
"2019-04-30";8;89936;"404-S1";"economics";31,3
"2019-07-18";13;488101;"400-S1";"economics";22,8
"2021-02-14";15;874805;"403-S2";"medicine";33,3
"2018-05-08";22;694218;"400-S1";"medicine";32,5
"2022-10-10";26;186552;"400-S1";"economics";22,4
"2022-04-23";26;199290;"404-S1";"economics";30,4
"2019-03-27";6;808749;"403-S2";"economics";25,3
"2021-05-24";27;967318;"404-S2";"medicine";40,7
"2022-05-28";29;457324;"400-S1";"mathematics";14,3
"2020-08-07";21;183791;"400-S2";"economics";23
"2019-06-21";30;371829;"404-S2";"medicine";40,7
"2019-04-27";14;352676;"400-S2";"medicine";33,4
"2019-10-11";14;57469;"403-S1";"economics";22,7
"2021-01-29";19;988493;"400-S1";"mathematics";14,5
"2021-11-27";29;612336;"400-S1";"economics";22,3
"2022-12-02";13;298004;"403-S1";"mathematics";14,8
"2018-04-23";23;477624;"403-S2";"mathematics";14,9
"2021-01-25";22;28953;"403-S1";"economics";22,5
"2019-01-13";25;533250;"404-S1";"medicine";40,4
"2021-10-16";18;57951;"404-S1";"mathematics";22,6
"2021-08-04";24;243929;"404-S1";"mathematics";22,4
"2020-12-03";19;858413;"403-S2";"mathematics";15,1
"2021-02-28";16;554345;"400-S1";"economics";22,6
"2022-05-05";5;622235;"400-S1";"mathematics";16
"2022-01-28";29;861340;"403-S2";"medicine";32,7
"2018-02-21";11;25963;"404-S1";"mathematics";22,9
"2020-01-27";18;331525;"400-S1";"medicine";32,6
"2021-10-18";9;899840;"403-S1";"medicine";33,1
"2019-03-19";15;937781;"403-S2";"economics";23,3
"2018-09-16";26;488014;"400-S1";"economics";22,4
"2021-04-01";5;92204;"404-S1";"mathematics";24
"2019-11-22";15;397318;"404-S1";"medicine";40,7
"2021-11-26";28;738686;"403-S1";"mathematics";14,4
"2019-06-24";15;203997;"403-S1";"mathematics";14,7
"2020-01-15";20;956078;"404-S2";"mathematics";23
"2019-08-03";19;546464;"403-S1";"medicine";32,5
"2020-04-06";15;366346;"404-S1";"medicine";40,7
"2022-12-29";28;815164;"404-S1";"medicine";40,4
"2020-12-26";11;205362;"403-S2";"mathematics";15,8
"2019-01-02";5;717199;"404-S1";"medicine";42
"2021-06-21";14;122255;"400-S2";"mathematics";15,4
"2019-03-21";18;568730;"403-S1";"medicine";32,6
"2019-05-06";11;185429;"400-S2";"medicine";33,8
"2018-07-07";7;33121;"400-S1";"mathematics";15,4
"2019-10-10";8;982167;"404-S1";"mathematics";23,3
"2018-07-10";14;363761;"403-S1";"medicine";32,7
"2021-01-13";29;149310;"404-S1";"economics";30,3
"2020-06-22";21;699651;"404-S1";"economics";30,5
"2022-07-30";28;221411;"403-S2";"mathematics";14,7
"2018-10-29";28;783577;"400-S1";"mathematics";14,4
"2021-05-15";28;395638;"404-S1";"medicine";40,4
"2018-03-05";7;291895;"404-S1";"mathematics";23,4
"2021-07-27";22;768120;"403-S2";"mathematics";14,9
"2021-03-21";23;742236;"403-S1";"mathematics";14,4
"2020-12-06";12;378083;"400-S1";"mathematics";14,8
"2018-11-25";6;988204;"400-S1";"mathematics";15,7
"2020-01-17";15;547293;"404-S1";"mathematics";22,7
"2021-09-05";9;499979;"400-S2";"mathematics";16,2
"2020-01-08";20;202218;"400-S1";"mathematics";14,5
"2022-02-09";16;956174;"403-S1";"economics";22,6
"2020-04-26";5;541268;"403-S1";"mathematics";16
"2022-04-21";28;645680;"403-S1";"medicine";32,4
"2019-05-25";6;352621;"404-S1";"economics";31,7
"2019-04-12";19;464498;"403-S2";"economics";23,1
"2021-12-13";23;884835;"403-S1";"mathematics";14,4
"2019-03-27";8;729459;"403-S1";"mathematics";15,3
"2018-10-02";27;389723;"403-S1";"mathematics";14,4
"2022-11-27";30;63386;"403-S1";"mathematics";14,3
"2018-02-16";23;854945;"403-S2";"economics";22,9
"2018-09-22";6;579846;"403-S1";"mathematics";15,7
"2018-02-25";26;421791;"403-S1";"economics";22,4
"2019-06-01";10;31028;"404-S2";"economics";32
"2021-08-31";14;823853;"400-S1";"mathematics";14,7
"2022-01-14";28;534744;"400-S1";"medicine";32,4
"2022-08-22";11;542550;"404-S1";"mathematics";22,9
"2021-09-03";30;434011;"400-S2";"economics";22,7
"2022-09-18";15;367126;"403-S2";"mathematics";15,3
"2021-07-20";21;579163;"404-S1";"mathematics";22,5
"2018-10-03";28;865606;"404-S1";"economics";30,4
"2019-01-07";8;248475;"404-S1";"mathematics";23,3
"2021-10-31";17;257217;"403-S1";"mathematics";14,6
"2019-12-20";26;367423;"400-S2";"economics";22,8
"2019-09-04";24;972951;"404-S1";"mathematics";22,4
"2021-04-24";6;416822;"404-S1";"medicine";41,7
"2022-11-21";30;28656;"403-S2";"mathematics";14,7
"2022-12-02";18;266106;"404-S1";"mathematics";22,6
"2019-03-12";8;674915;"404-S2";"medicine";42,5
"2019-11-14";12;433272;"404-S2";"mathematics";23,7
"2021-08-29";20;257839;"403-S2";"mathematics";15
"2019-11-01";10;895915;"403-S1";"economics";23
"2018-11-12";10;268993;"404-S1";"mathematics";23
"2020-05-18";22;57761;"404-S1";"mathematics";22,5
"2022-05-21";28;361465;"403-S1";"economics";22,4
"2022-09-15";29;471296;"404-S2";"mathematics";22,7
"2019-10-31";7;533189;"404-S1";"mathematics";23,4
"2019-11-05";5;590764;"404-S1";"economics";32
"2020-07-12";17;497178;"403-S1";"mathematics";14,6
"2020-02-28";6;189038;"400-S2";"mathematics";17,3
"2020-01-07";19;130353;"404-S1";"mathematics";22,5
"2022-07-10";5;304333;"403-S2";"mathematics";18
"2020-03-12";28;423609;"403-S1";"economics";22,4
"2022-03-14";22;405582;"400-S1";"mathematics";14,5
"2018-12-16";11;865452;"400-S1";"mathematics";14,9
"2021-09-22";6;257485;"404-S1";"mathematics";23,7
"2020-07-29";21;608908;"404-S1";"economics";30,5
"2019-04-07";20;645205;"404-S1";"economics";30,5
"2021-07-13";29;154259;"404-S1";"economics";30,3
"2020-04-05";8;410273;"400-S1";"mathematics";15,3
"2018-07-18";25;977086;"404-S1";"mathematics";22,4
"2018-10-05";19;526417;"404-S2";"economics";31,1
"2018-12-08";14;950338;"404-S2";"mathematics";23,4
"2018-08-10";8;954074;"404-S1";"mathematics";23,3
"2021-09-13";8;562108;"403-S1";"mathematics";15,3
"2021-11-15";30;284240;"400-S1";"mathematics";14,3
"2021-12-01";16;249305;"404-S2";"mathematics";23,3
"2021-05-29";17;413853;"400-S1";"economics";22,6
"2018-12-01";25;652108;"403-S1";"mathematics";14,4
"2022-10-29";25;467066;"404-S1";"economics";30,4
"2018-10-27";29;199336;"404-S1";"economics";30,3
"2021-08-01";6;382534;"403-S1";"mathematics";15,7
"2019-01-11";7;444361;"403-S1";"mathematics";15,4
"2021-11-11";27;199389;"403-S1";"mathematics";14,4
"2019-01-10";20;713834;"403-S1";"medicine";32,5
"2018-07-09";8;704933;"404-S1";"economics";31,3
"2019-11-22";29;655566;"403-S1";"mathematics";14,3
"2019-08-22";23;227523;"404-S1";"mathematics";22,4
"2021-09-12";27;197606;"400-S1";"mathematics";14,4
"2022-06-07";16;378409;"403-S1";"economics";22,6
"2021-05-17";20;248910;"403-S1";"medicine";32,5
"2018-12-27";16;510771;"403-S1";"economics";22,6
"2021-01-17";20;663958;"404-S1";"mathematics";22,5
"2019-10-23";28;128498;"400-S1";"mathematics";14,4
"2021-07-29";21;632597;"400-S2";"mathematics";15
"2021-02-24";5;264967;"403-S1";"mathematics";16
"2021-10-04";9;739492;"400-S1";"economics";23,1
"2021-05-14";13;418311;"404-S1";"mathematics";22,8
"2020-01-19";27;289950;"404-S1";"economics";30,4
"2019-06-05";18;837989;"403-S1";"economics";22,6
"2021-08-20";14;253635;"404-S1";"mathematics";22,7
"2020-06-05";18;264369;"404-S1";"economics";30,6
"2021-02-28";8;752646;"404-S2";"mathematics";24,5
"2019-10-24";20;203939;"403-S1";"economics";22,5
"2020-03-15";15;871073;"404-S2";"mathematics";23,3
"2019-02-06";18;813970;"404-S1";"mathematics";22,6
"2022-06-10";7;860071;"403-S2";"mathematics";16,9
"2021-01-25";17;869289;"404-S1";"mathematics";22,6
"2020-05-19";10;177752;"400-S2";"mathematics";16
"2019-06-29";23;902253;"403-S1";"mathematics";14,4
"2020-11-08";23;512304;"404-S2";"medicine";40,9
"2021-05-04";15;217138;"403-S1";"medicine";32,7
"2022-05-02";20;938374;"404-S2";"mathematics";23
"2018-06-29";16;866273;"400-S1";"medicine";32,6
"2022-10-15";18;574094;"403-S2";"economics";23,1
"2018-07-12";7;178629;"403-S1";"economics";23,4
"2019-10-19";8;784056;"403-S1";"mathematics";15,3
"2019-10-07";25;210470;"403-S2";"economics";22,8
"2019-05-11";24;826039;"400-S1";"medicine";32,4
"2021-02-07";20;61860;"404-S2";"medicine";41
"2019-03-17";23;946759;"404-S1";"economics";30,4
"2022-07-25";17;916069;"404-S1";"mathematics";22,6
"2020-11-03";25;736962;"400-S2";"mathematics";14,8
"2021-04-15";15;269590;"404-S1";"medicine";40,7
"2022-09-15";22;577195;"400-S1";"medicine";32,5
"2021-02-26";10;345962;"403-S2";"mathematics";16
"2020-01-29";25;276834;"404-S1";"medicine";40,4
"2022-10-13";28;250563;"400-S2";"mathematics";14,7
"2019-12-16";8;156883;"400-S1";"mathematics";15,3
"2022-06-14";25;726316;"404-S1";"medicine";40,4
"2021-07-12";17;242673;"403-S2";"mathematics";15,2
"2019-06-09";23;728952;"400-S1";"mathematics";14,4
"2021-03-29";23;776476;"403-S1";"economics";22,4
"2022-06-24";30;967164;"403-S2";"mathematics";14,7
"2021-07-25";16;986666;"403-S1";"medicine";32,6
"2022-04-19";22;235964;"400-S2";"medicine";32,9
"2019-03-06";21;289327;"404-S1";"medicine";40,5
"2019-02-10";27;934965;"403-S1";"medicine";32,4
"2018-11-16";16;975750;"404-S1";"mathematics";22,6
"2018-03-05";9;657199;"400-S1";"medicine";33,1
"2020-03-02";6;836289;"404-S1";"economics";31,7
"2022-10-04";14;359845;"404-S2";"economics";31,4
"2021-03-25";13;192972;"404-S1";"mathematics";22,8
"2022-03-07";8;674232;"404-S1";"mathematics";23,3
"2018-03-17";26;570579;"400-S1";"mathematics";14,4
"2018-04-26";19;228261;"404-S1";"mathematics";22,5
"2021-01-20";30;804349;"404-S1";"medicine";40,3
"2019-11-03";28;428303;"400-S2";"medicine";32,7
"2020-08-09";7;37452;"404-S1";"mathematics";23,4
"2020-07-20";6;724941;"403-S2";"mathematics";17,3
"2020-04-11";15;693077;"403-S2";"economics";23,3
"2022-08-15";21;538483;"403-S2";"medicine";33
"2018-07-13";13;407106;"400-S1";"economics";22,8
"2022-03-08";19;328728;"403-S1";"mathematics";14,5
"2022-03-22";21;596297;"404-S1";"economics";30,5
"2020-12-31";30;100793;"400-S1";"economics";22,3
"2018-12-26";20;984258;"404-S2";"mathematics";23
"2020-04-24";9;770328;"403-S1";"mathematics";15,1
"2018-06-24";26;511021;"404-S1";"economics";30,4
"2020-12-29";14;861827;"400-S2";"mathematics";15,4
"2020-09-06";25;441709;"404-S2";"mathematics";22,8
"2020-05-22";21;453120;"404-S1";"mathematics";22,5
"2019-05-19";30;623329;"403-S1";"economics";22,3
"2020-05-02";27;506674;"404-S1";"economics";30,4
"2022-08-22";11;176374;"403-S1";"mathematics";14,9
"2022-05-25";14;715433;"404-S1";"mathematics";22,7
"2019-07-29";16;974485;"400-S2";"mathematics";15,3
"2022-11-18";18;581186;"404-S1";"mathematics";22,6
"2021-08-19";11;934061;"403-S1";"mathematics";14,9
"2018-08-06";24;495403;"403-S1";"economics";22,4
"2021-07-12";25;441429;"403-S1";"economics";22,4
"2022-11-11";21;632624;"404-S1";"economics";30,5
"2021-07-01";9;274666;"403-S1";"economics";23,1
"2019-11-17";24;588071;"404-S1";"mathematics";22,4
"2022-10-30";11;578073;"403-S1";"mathematics";14,9
"2018-08-08";19;308400;"403-S1";"economics";22,5
"2021-02-12";30;537110;"404-S1";"economics";30,3
"2020-05-26";11;964054;"404-S1";"medicine";40,9
"2022-07-13";21;31155;"404-S1";"medicine";40,5
"2022-09-14";28;453945;"404-S1";"mathematics";22,4
"2021-11-18";20;828856;"404-S2";"economics";31
"2022-03-06";12;419894;"404-S1";"mathematics";22,8
"2018-04-06";20;571726;"404-S1";"mathematics";22,5
"2019-03-12";15;633005;"404-S1";"economics";30,7
"2020-03-11";10;165603;"404-S1";"economics";31
"2022-11-06";15;820692;"403-S1";"mathematics";14,7
"2021-11-27";19;40320;"403-S1";"mathematics";14,5
"2020-03-07";13;224141;"400-S1";"medicine";32,8
"2022-01-31";17;182431;"400-S2";"mathematics";15,2
"2020-07-25";5;449853;"403-S2";"mathematics";18
"2018-12-15";19;29320;"400-S1";"mathematics";14,5
"2022-10-20";19;426490;"404-S1";"economics";30,5
"2020-02-01";16;471076;"404-S1";"economics";30,6
"2018-09-24";21;258635;"400-S2";"mathematics";15
"2021-07-18";18;238873;"400-S1";"mathematics";14,6
"2020-08-01";29;946357;"404-S1";"medicine";40,3
"2019-03-02";19;563779;"404-S1";"economics";30,5
"2020-12-29";14;257787;"404-S2";"medicine";41,4
"2021-04-24";18;459084;"403-S1";"mathematics";14,6
"2019-01-07";17;438763;"403-S2";"mathematics";15,2
"2020-04-29";8;447090;"404-S2";"medicine";42,5
"2022-05-05";7;287325;"400-S1";"mathematics";15,4
"2022-12-08";19;639517;"403-S1";"medicine";32,5
"2022-12-25";17;162869;"404-S1";"mathematics";22,6
"2019-08-07";8;213237;"404-S1";"economics";31,3
"2019-08-29";26;420068;"404-S1";"economics";30,4
"2022-08-28";5;510301;"400-S2";"mathematics";18
"2022-10-12";28;507924;"404-S1";"mathematics";22,4
"2022-10-11";25;611276;"403-S1";"economics";22,4
"2019-01-28";8;587729;"404-S1";"mathematics";23,3
"2018-10-01";9;785242;"403-S2";"economics";24,2
"2019-08-12";14;58417;"403-S2";"medicine";33,4
"2018-01-19";7;621891;"403-S1";"mathematics";15,4
"2019-09-24";24;710914;"400-S1";"medicine";32,4
"2022-06-09";22;921197;"404-S1";"medicine";40,5
"2019-08-05";7;635064;"403-S1";"mathematics";15,4
"2021-02-18";14;530267;"404-S1";"economics";30,7
"2020-09-22";30;679985;"403-S1";"mathematics";14,3
"2018-05-12";30;800613;"404-S1";"economics";30,3
"2022-11-19";5;912239;"403-S1";"mathematics";16
"2019-05-12";28;624133;"403-S1";"mathematics";14,4
"2018-12-18";16;628142;"400-S1";"economics";22,6
"2020-09-29";11;35174;"403-S1";"mathematics";14,9
"2018-06-30";19;154529;"404-S1";"medicine";40,5
"2020-09-11";16;935909;"404-S2";"mathematics";23,3
"2020-11-12";12;171906;"400-S1";"mathematics";14,8
"2020-06-18";10;389793;"404-S1";"mathematics";23
"2020-07-06";5;876602;"400-S1";"mathematics";16
"2019-03-10";29;405247;"404-S2";"economics";30,7
"2019-06-28";24;660493;"403-S1";"mathematics";14,4
"2022-02-08";27;170838;"403-S1";"economics";22,4
"2020-08-18";27;379722;"400-S1";"economics";22,4
"2021-05-03";28;917032;"404-S1";"mathematics";22,4
"2018-12-28";16;212386;"403-S1";"medicine";32,6
"2021-03-23";29;691903;"403-S2";"mathematics";14,7
"2022-08-17";22;482269;"403-S2";"mathematics";14,9
"2022-10-10";7;362752;"403-S1";"mathematics";15,4
"2018-02-27";23;405656;"403-S1";"mathematics";14,4
"2020-12-13";28;77356;"404-S1";"mathematics";22,4
"2022-07-16";15;133068;"404-S1";"economics";30,7
"2019-11-13";12;697721;"400-S1";"economics";22,8
"2018-07-16";6;259048;"404-S1";"mathematics";23,7
"2022-09-04";21;87459;"403-S1";"medicine";32,5
"2020-08-07";19;64435;"403-S1";"mathematics";14,5
"2020-06-11";11;362857;"403-S1";"medicine";32,9
"2019-04-15";7;141595;"404-S1";"economics";31,4
"2019-06-18";7;59838;"400-S1";"mathematics";15,4
"2019-12-14";22;27410;"404-S1";"mathematics";22,5
"2022-09-15";23;999052;"403-S2";"medicine";32,9
"2018-02-17";10;143898;"404-S1";"economics";31
"2021-06-02";18;729842;"403-S2";"economics";23,1
"2018-10-05";11;795746;"403-S2";"economics";23,8
"2022-12-01";6;883054;"404-S1";"mathematics";23,7
"2021-11-24";25;925315;"404-S2";"medicine";40,8
"2018-02-13";20;52682;"403-S1";"medicine";32,5
"2018-10-31";23;306855;"403-S1";"mathematics";14,4
"2018-08-29";29;815193;"400-S1";"medicine";32,3
"2020-11-10";25;531521;"403-S1";"economics";22,4
"2019-07-27";8;322164;"404-S1";"economics";31,3
"2019-04-13";6;235931;"404-S1";"mathematics";23,7
"2022-07-18";15;907236;"404-S1";"economics";30,7
"2018-07-17";6;910562;"400-S1";"medicine";33,7
"2022-01-13";15;49820;"404-S1";"medicine";40,7
"2021-07-19";24;539772;"404-S1";"medicine";40,4
"2021-04-19";29;165375;"403-S1";"economics";22,3
"2020-03-26";16;318922;"404-S1";"medicine";40,6
"2018-04-07";7;202806;"404-S1";"mathematics";23,4
"2020-10-03";8;72795;"403-S1";"economics";23,3
"2019-02-28";16;418292;"404-S1";"mathematics";22,6
"2021-06-06";17;331319;"400-S1";"mathematics";14,6
"2018-03-06";22;314997;"400-S2";"mathematics";14,9
"2018-11-20";26;929654;"403-S2";"medicine";32,8
"2020-02-11";27;514798;"404-S1";"medicine";40,4
"2018-12-17";11;836105;"404-S2";"mathematics";23,8
"2020-01-21";19;490225;"404-S2";"mathematics";23,1
"2020-12-03";19;89601;"400-S1";"mathematics";14,5
"2020-08-18";10;572906;"404-S1";"mathematics";23
"2019-12-26";26;392302;"403-S1";"economics";22,4
"2018-12-29";10;927785;"403-S2";"economics";24
"2019-05-04";14;190759;"403-S2";"mathematics";15,4
"2019-02-14";23;58635;"403-S1";"economics";22,4
"2018-02-04";12;872041;"404-S1";"mathematics";22,8
"2018-09-22";28;286086;"404-S1";"economics";30,4
"2018-06-04";11;61064;"400-S1";"medicine";32,9
"2022-11-19";5;243224;"404-S1";"mathematics";24
"2020-06-17";23;288913;"403-S2";"economics";22,9
"2019-07-10";24;584218;"403-S1";"economics";22,4
"2019-02-21";23;76330;"400-S1";"mathematics";14,4
"2022-08-02";11;277495;"403-S1";"mathematics";14,9
"2021-11-30";9;841352;"404-S2";"medicine";42,2
"2019-11-09";8;758208;"400-S1";"economics";23,3
"2021-08-18";6;756033;"400-S1";"economics";23,7
"2022-10-12";21;638749;"404-S1";"mathematics";22,5
"2022-01-11";30;470312;"404-S1";"mathematics";22,3
"2019-06-28";21;493698;"404-S1";"economics";30,5
"2022-03-04";9;352705;"403-S1";"economics";23,1
"2021-10-23";21;276195;"403-S1";"mathematics";14,5
"2021-04-01";29;883902;"403-S1";"mathematics";14,3
"2022-07-19";20;389268;"404-S1";"economics";30,5
"2022-10-24";19;387150;"403-S1";"mathematics";14,5
"2021-02-25";17;55788;"403-S1";"medicine";32,6
"2021-10-20";6;791889;"404-S1";"economics";31,7
"2020-06-30";19;71995;"400-S2";"medicine";33,1
"2022-05-24";5;426440;"404-S1";"medicine";42
"2022-12-17";25;676208;"404-S1";"medicine";40,4
"2018-09-29";25;271489;"404-S1";"mathematics";22,4
"2020-08-16";9;915286;"404-S2";"mathematics";24,2
"2020-02-16";10;340337;"403-S1";"economics";23
"2020-08-19";14;416030;"403-S2";"mathematics";15,4
"2019-08-30";14;75263;"404-S1";"medicine";40,7
"2022-02-18";16;50341;"404-S1";"mathematics";22,6
"2020-09-27";28;699981;"404-S1";"economics";30,4
"2020-12-09";20;388089;"403-S1";"medicine";32,5
"2018-10-02";7;273230;"404-S2";"mathematics";24,9
"2022-07-05";26;82860;"400-S1";"mathematics";14,4
"2020-10-28";21;779380;"403-S1";"economics";22,5
"2020-12-13";27;198568;"404-S1";"economics";30,4
"2021-02-04";23;688857;"403-S1";"economics";22,4
"2022-08-30";25;31813;"403-S1";"medicine";32,4
"2022-04-12";22;560464;"400-S1";"mathematics";14,5
"2019-02-18";14;802770;"404-S1";"mathematics";22,7
"2022-09-19";18;823800;"403-S1";"mathematics";14,6
"2021-06-18";21;709480;"403-S2";"economics";23
"2019-05-08";20;120271;"400-S1";"medicine";32,5
"2021-12-07";18;274086;"404-S2";"mathematics";23,1
"2022-09-24";10;552668;"403-S2";"mathematics";16
"2019-08-27";16;117638;"404-S2";"economics";31,3
"2022-12-25";9;742473;"404-S2";"economics";32,2
"2021-01-13";18;453237;"404-S2";"mathematics";23,1
"2022-02-13";5;43523;"404-S1";"mathematics";24
"2021-10-19";11;932620;"403-S1";"medicine";32,9
"2021-04-24";16;105653;"400-S2";"mathematics";15,3
"2018-11-22";11;226373;"404-S2";"medicine";41,8
"2020-09-28";11;614832;"404-S2";"mathematics";23,8
"2018-05-11";18;874693;"400-S2";"mathematics";15,1
"2020-06-19";15;379736;"404-S2";"medicine";41,3
"2021-02-24";20;929401;"403-S2";"mathematics";15
"2021-01-14";13;273753;"404-S1";"mathematics";22,8
"2019-05-02";18;408257;"404-S1";"mathematics";22,6
"2019-11-03";16;262556;"400-S1";"mathematics";14,6
"2018-01-18";28;986211;"404-S1";"economics";30,4
"2022-05-31";14;170464;"403-S1";"medicine";32,7
"2022-12-26";10;389525;"403-S2";"economics";24
"2018-01-31";5;989557;"403-S2";"mathematics";18
"2021-11-22";27;67359;"404-S2";"mathematics";22,7
"2020-01-12";10;398322;"403-S2";"mathematics";16
"2019-01-02";22;509964;"400-S2";"medicine";32,9
"2020-02-23";7;410519;"403-S1";"mathematics";15,4
"2019-04-28";20;455221;"404-S1";"mathematics";22,5
"2018-06-30";26;831828;"403-S1";"economics";22,4
"2019-08-18";25;395885;"404-S2";"economics";30,8
"2022-03-25";8;441346;"403-S1";"mathematics";15,3
"2019-04-07";6;534976;"404-S1";"medicine";41,7
"2020-03-03";24;716079;"400-S1";"mathematics";14,4
"2022-05-07";16;510909;"400-S1";"medicine";32,6
"2020-02-23";9;338467;"404-S2";"mathematics";24,2
"2020-10-05";15;602449;"404-S1";"medicine";40,7
"2018-06-03";16;598910;"403-S1";"economics";22,6
"2019-02-22";9;421903;"404-S1";"economics";31,1
"2019-02-17";26;23589;"404-S1";"economics";30,4
"2022-06-07";12;923495;"404-S2";"mathematics";23,7
"2018-04-03";19;480810;"404-S1";"mathematics";22,5
"2021-05-03";7;913571;"403-S2";"medicine";34,9
"2022-04-29";24;21828;"404-S1";"economics";30,4
"2020-03-10";21;689591;"403-S1";"mathematics";14,5
"2022-01-23";13;519377;"400-S1";"mathematics";14,8
"2019-01-31";13;397847;"404-S2";"mathematics";23,5
"2022-03-06";11;946536;"403-S2";"mathematics";15,8
"2022-10-09";16;466194;"404-S1";"mathematics";22,6
"2018-05-21";27;789221;"404-S2";"economics";30,7
"2019-09-24";19;812356;"403-S2";"medicine";33,1
"2020-06-03";22;235554;"403-S1";"medicine";32,5
"2021-10-28";12;900375;"403-S1";"mathematics";14,8
"2020-08-05";24;152937;"404-S1";"mathematics";22,4
"2019-02-03";7;539978;"404-S1";"economics";31,4
"2021-07-15";9;772316;"404-S1";"economics";31,1
"2018-01-22";10;607759;"404-S2";"mathematics";24
"2021-03-03";15;47356;"404-S1";"economics";30,7
"2018-06-22";18;161889;"404-S2";"mathematics";23,1
"2020-11-05";19;910787;"404-S2";"economics";31,1
"2019-10-28";26;285823;"403-S1";"mathematics";14,4
"2022-05-01";17;163765;"400-S1";"mathematics";14,6
"2020-12-25";22;418067;"400-S1";"economics";22,5
"2020-06-12";9;493832;"404-S2";"mathematics";24,2
"2022-11-30";18;644616;"404-S1";"medicine";40,6
"2022-11-04";28;526020;"403-S1";"economics";22,4
"2018-08-22";15;716875;"400-S1";"mathematics";14,7
"2020-05-13";15;975853;"403-S1";"medicine";32,7
"2022-09-05";14;763167;"404-S1";"economics";30,7
"2018-03-11";27;851602;"403-S1";"economics";22,4
"2020-05-04";30;803014;"400-S2";"mathematics";14,7
"2020-08-09";25;484619;"400-S1";"economics";22,4
"2019-12-20";9;867718;"400-S1";"mathematics";15,1
"2018-05-04";14;414462;"403-S2";"mathematics";15,4
"2021-04-24";18;834086;"400-S2";"medicine";33,1
"2018-02-10";21;924090;"403-S2";"mathematics";15
"2021-03-19";27;544668;"403-S2";"mathematics";14,7
"2022-02-20";20;641534;"403-S1";"economics";22,5
