"SaleDate"%"ItemDetails"%"BrandTier"%"SellerRating"%"DaysListed"%"ShippingMethod"%"DiscountApplied"%"FinalPrice"
"2023//06//28"%"Dress_VeryGood"%"Low"%4,26%15%"Economy"%"No"%"80.67 USD"
"2023//11//08"%"Jacket_VeryGood"%"Mid"%4,18%6%"Economy"%"Yes"%"92.19 USD"
"2023//11//03"%"Shoes_Fair"%"Low"%4,4%47%"Standard"%"No"%"64.83 USD"
"2023//06//15"%"Accessories_Fair"%"Low"%3,88%7%"Standard"%"No"%"30.6 USD"
"2023//07//07"%"Jacket_New"%"Mid"%5%12%"Standard"%"Yes"%"162.86 USD"
"2023//07//24"%"Jacket_Good"%"Low"%4,25%16%"Economy"%"No"%"100.97 USD"
"2023//08//25"%"Shoes_VeryGood"%"Mid"%4,69%8%"Economy"%"No"%"100.58 USD"
"2023//09//11"%"Shoes_Good"%"Premium"%3,83%11%"Economy"%"No"%"130.31 USD"
"2023//08//21"%"Shoes_Good"%"Mid"%4,49%5%"Economy"%"Yes"%"95.47 USD"
"2023//11//06"%"Shoes_Good"%"Low"%4,31%5%"Standard"%"No"%"82.28 USD"
"2023//11//25"%"Dress_Good"%"Low"%4,14%7%"Standard"%"No"%"101.78 USD"
"2023//02//26"%"Shoes_Good"%"Low"%4,42%30%"Standard"%"No"%"57.62 USD"
"2023//12//06"%"Accessories_Good"%"Low"%4,57%8%"Economy"%"No"%"28.59 USD"
"2023//02//02"%"Dress_Fair"%"Low"%4,26%7%"Express"%"Yes"%"43.8 USD"
"2023//04//15"%"Accessories_VeryGood"%"Low"%4,87%16%"Economy"%"No"%"49.63 USD"
"2023//07//25"%"Dress_Good"%"Low"%4,76%17%"Economy"%"Yes"%"68.63 USD"
"2023//05//13"%"Dress_New"%"Mid"%4,47%9%"Standard"%"Yes"%"74.56 USD"
"2023//12//27"%"Jacket_Good"%"Mid"%4,76%10%"Standard"%"No"%"108.12 USD"
"2023//12//09"%"Shoes_New"%"Low"%4,63%12%"Standard"%"No"%"130.73 USD"
"2023//02//03"%"Shoes_Good"%"Mid"%4,17%9%"Standard"%"No"%"140.4 USD"
"2023//01//30"%"Dress_Good"%"Premium"%4,73%66%"Economy"%"No"%"109.15 USD"
"2023//12//14"%"Jacket_Fair"%"Low"%5%8%"Economy"%"No"%"84.64 USD"
"2023//05//25"%"Shoes_VeryGood"%"Premium"%4,39%10%"Economy"%"No"%"174.27 USD"
"2023//06//21"%"Jacket_Good"%"Low"%4,52%16%"Economy"%"No"%"84.2 USD"
"2023//10//11"%"Dress_Good"%"Mid"%4,24%11%"Economy"%"Yes"%"64.75 USD"
"2023//06//26"%"Dress_Fair"%"Mid"%4,37%10%"Standard"%"No"%"34.85 USD"
"2023//01//15"%"Dress_New"%"Low"%4,57%8%"Standard"%"No"%"96.04 USD"
"2023//11//05"%"Jacket_Good"%"Mid"%4,32%11%"Economy"%"No"%"131.26 USD"
"2023//06//30"%"Jacket_Good"%"Low"%4,84%9%"Standard"%"No"%"106.08 USD"
"2023//07//03"%"Accessories_Fair"%"Premium"%4,28%5%"Economy"%"No"%"25.15 USD"
"2023//07//17"%"Jacket_VeryGood"%"Mid"%4,17%4%"Economy"%"Yes"%"122.52 USD"
"2023//02//01"%"Jacket_Good"%"Mid"%4,93%14%"Standard"%"No"%"118.49 USD"
"2023//02//27"%"Shoes_VeryGood"%"Mid"%4,47%15%"Express"%"Yes"%"147.2 USD"
"2023//10//16"%"Accessories_Good"%"Low"%4,54%15%"Economy"%"No"%"29.1 USD"
"2023//07//26"%"Dress_Fair"%"Premium"%4,79%5%"Economy"%"Yes"%"65.05 USD"
"2023//05//30"%"Dress_Good"%"Low"%4,63%5%"Standard"%"No"%"57.8 USD"
"2023//09//06"%"Jacket_VeryGood"%"Mid"%4,3%12%"Express"%"Yes"%"98.57 USD"
"2023//11//18"%"Shoes_Good"%"Low"%4,32%7%"Economy"%"Yes"%"63.75 USD"
"2023//11//07"%"Jacket_Good"%"Low"%4,83%11%"Standard"%"No"%"96.57 USD"
"2023//02//28"%"Jacket_Fair"%"Low"%4,68%19%"Standard"%"Yes"%"39.6 USD"
"2023//09//07"%"Dress_Good"%"Mid"%4,51%8%"Economy"%"No"%"96.38 USD"
"2023//05//17"%"Dress_Fair"%"Low"%4,4%6%"Economy"%"No"%"70.68 USD"
"2023//08//30"%"Dress_Good"%"Mid"%4,29%20%"Standard"%"No"%"93.42 USD"
"2023//09//16"%"Accessories_New"%"Low"%4,86%3%"Economy"%"No"%"47.09 USD"
"2023//01//11"%"Jacket_Good"%"Low"%4,62%16%"Economy"%"No"%"102.78 USD"
"2023//06//26"%"Accessories_Good"%"Mid"%4,63%10%"Economy"%"Yes"%"23.24 USD"
"2023//12//23"%"Jacket_Good"%"Mid"%3,98%20%"Standard"%"No"%"117.23 USD"
"2023//10//12"%"Dress_Fair"%"Premium"%4,08%11%"Standard"%"No"%"118.76 USD"
"2023//06//17"%"Shoes_Good"%"Mid"%4,47%13%"Standard"%"No"%"141.74 USD"
"2023//05//23"%"Jacket_VeryGood"%"Low"%4,41%10%"Standard"%"No"%"82.88 USD"
"2023//05//07"%"Shoes_New"%"Low"%4,45%13%"Economy"%"Yes"%"86.07 USD"
"2023//02//23"%"Dress_VeryGood"%"Mid"%4,53%4%"Economy"%"No"%"103.43 USD"
"2023//02//03"%"Dress_VeryGood"%"Mid"%4,83%14%"Standard"%"No"%"114.4 USD"
"2023//01//29"%"Dress_Fair"%"Mid"%4,54%7%"Economy"%"Yes"%"42.59 USD"
"2023//11//07"%"Jacket_Good"%"Low"%4,91%16%"Standard"%"No"%"88.78 USD"
"2023//12//17"%"Dress_Good"%"Premium"%4,39%15%"Standard"%"No"%"107.03 USD"
"2023//03//14"%"Jacket_VeryGood"%"Low"%4,34%26%"Standard"%"No"%"109.95 USD"
"2023//08//28"%"Accessories_VeryGood"%"Low"%4%6%"Standard"%"No"%"53.16 USD"
"2023//07//14"%"Dress_VeryGood"%"Mid"%4,45%14%"Standard"%"No"%"120.61 USD"
"2023//12//30"%"Jacket_VeryGood"%"Low"%3,99%26%"Economy"%"No"%"105.22 USD"
"2023//03//24"%"Shoes_VeryGood"%"Mid"%5%6%"Economy"%"No"%"108.08 USD"
"2023//01//19"%"Jacket_VeryGood"%"Premium"%3,39%9%"Economy"%"Yes"%"204.97 USD"
"2023//03//10"%"Shoes_VeryGood"%"Premium"%3,45%10%"Economy"%"No"%"138.81 USD"
"2023//03//28"%"Shoes_Good"%"Premium"%4,22%18%"Economy"%"No"%"130.4 USD"
"2023//02//10"%"Shoes_Good"%"Premium"%4,34%14%"Economy"%"No"%"162.75 USD"
"2023//08//01"%"Dress_Fair"%"Mid"%3,64%14%"Standard"%"Yes"%"53.74 USD"
"2023//03//30"%"Jacket_Good"%"Premium"%4,38%24%"Express"%"No"%"146.32 USD"
"2023//01//05"%"Shoes_Fair"%"Mid"%3,88%14%"Express"%"No"%"73.15 USD"
"2023//05//14"%"Shoes_Good"%"Mid"%4,28%20%"Economy"%"No"%"73.72 USD"
"2023//07//04"%"Jacket_VeryGood"%"Low"%4,47%16%"Economy"%"No"%"87.15 USD"
"2023//05//08"%"Accessories_VeryGood"%"Mid"%5%9%"Standard"%"No"%"82.39 USD"
"2023//04//13"%"Jacket_VeryGood"%"Low"%4,24%13%"Economy"%"Yes"%"82.71 USD"
"2023//03//02"%"Dress_VeryGood"%"Low"%3,83%2%"Standard"%"Yes"%"72.2 USD"
"2023//05//05"%"Dress_New"%"Mid"%4,61%13%"Economy"%"Yes"%"96.75 USD"
"2023//03//24"%"Jacket_VeryGood"%"Low"%4,6%4%"Express"%"Yes"%"114.63 USD"
"2023//10//19"%"Accessories_Good"%"Low"%4,56%5%"Standard"%"No"%"50.58 USD"
"2023//11//01"%"Jacket_Good"%"Low"%4,4%12%"Standard"%"No"%"85.15 USD"
"2023//10//16"%"Accessories_VeryGood"%"Low"%4,53%5%"Express"%"No"%"59.47 USD"
"2023//08//09"%"Dress_VeryGood"%"Low"%4,09%8%"Standard"%"No"%"77.6 USD"
"2023//09//30"%"Dress_New"%"Low"%4,14%8%"Standard"%"No"%"86.2 USD"
"2023//05//31"%"Jacket_Good"%"Low"%4,29%12%"Economy"%"No"%"65.27 USD"
"2023//08//18"%"Accessories_Good"%"Mid"%4,47%12%"Standard"%"No"%"45.85 USD"
"2023//03//04"%"Accessories_VeryGood"%"Mid"%4,39%3%"Standard"%"No"%"14.41 USD"
"2023//01//02"%"Jacket_Good"%"Low"%4,11%11%"Standard"%"No"%"97.97 USD"
"2023//12//13"%"Dress_Good"%"Mid"%4,84%13%"Economy"%"No"%"115.75 USD"
"2023//11//24"%"Dress_VeryGood"%"Low"%4,75%6%"Standard"%"No"%"84.14 USD"
"2023//03//06"%"Jacket_Fair"%"Mid"%5%13%"Standard"%"No"%"111.73 USD"
"2023//11//13"%"Dress_Good"%"Mid"%4,69%5%"Standard"%"No"%"92.36 USD"
"2023//03//15"%"Jacket_Good"%"Premium"%4,86%10%"Economy"%"No"%"159.04 USD"
"2023//01//04"%"Jacket_Good"%"Mid"%5%5%"Standard"%"No"%"115.11 USD"
"2023//03//01"%"Jacket_VeryGood"%"Mid"%3,66%3%"Economy"%"Yes"%"160.13 USD"
"2023//01//30"%"Dress_Good"%"Low"%4,21%14%"Standard"%"No"%"91.33 USD"
"2023//06//16"%"Shoes_VeryGood"%"Mid"%3,94%17%"Standard"%"Yes"%"131.27 USD"
"2023//12//10"%"Dress_Good"%"Premium"%4,76%8%"Standard"%"Yes"%"100.31 USD"
"2023//06//10"%"Dress_Fair"%"Mid"%3,72%11%"Standard"%"No"%"64.03 USD"
"2023//10//07"%"Jacket_Good"%"Premium"%3,86%14%"Standard"%"Yes"%"144.19 USD"
"2023//09//03"%"Shoes_VeryGood"%"Low"%4,33%11%"Economy"%"No"%"113.17 USD"
"2023//04//17"%"Jacket_VeryGood"%"Mid"%4,43%9%"Standard"%"No"%"133.72 USD"
"2023//08//10"%"Dress_VeryGood"%"Low"%4,7%31%"Economy"%"Yes"%"60.87 USD"
"2023//06//22"%"Accessories_Fair"%"Mid"%4,28%8%"Economy"%"No"%"17.98 USD"
"2023//03//04"%"Jacket_Fair"%"Mid"%4,88%11%"Economy"%"Yes"%"59.43 USD"
"2023//02//25"%"Dress_VeryGood"%"Low"%3,38%19%"Express"%"No"%"80.53 USD"
"2023//11//21"%"Jacket_Good"%"Mid"%4,79%7%"Economy"%"No"%"84.22 USD"
"2023//07//04"%"Shoes_VeryGood"%"Mid"%4,16%14%"Economy"%"No"%"103.04 USD"
"2023//07//17"%"Jacket_New"%"Mid"%4%7%"Standard"%"No"%"175.82 USD"
"2023//11//12"%"Dress_VeryGood"%"Low"%3,77%10%"Standard"%"No"%"65.17 USD"
"2023//05//05"%"Jacket_Fair"%"Mid"%5%4%"Standard"%"No"%"115.94 USD"
"2023//05//21"%"Accessories_VeryGood"%"Low"%4,17%8%"Economy"%"No"%"28.06 USD"
"2023//01//13"%"Accessories_Fair"%"Low"%4,51%9%"Economy"%"No"%"12.16 USD"
"2023//01//09"%"Dress_Good"%"Premium"%4,66%27%"Standard"%"No"%"99.66 USD"
"2023//02//20"%"Shoes_VeryGood"%"Low"%4,39%10%"Economy"%"Yes"%"89.54 USD"
"2023//05//05"%"Shoes_Good"%"Low"%4,4%17%"Economy"%"Yes"%"94.45 USD"
"2023//01//03"%"Accessories_Good"%"Mid"%4,76%7%"Express"%"Yes"%"60.69 USD"
"2023//03//18"%"Shoes_Fair"%"Low"%4,32%16%"Economy"%"No"%"52.5 USD"
"2023//06//08"%"Jacket_VeryGood"%"Low"%4,83%22%"Standard"%"No"%"113.41 USD"
"2023//12//08"%"Jacket_Good"%"Mid"%4,18%9%"Economy"%"No"%"88.12 USD"
"2023//12//29"%"Dress_VeryGood"%"Mid"%4,06%7%"Express"%"No"%"110.48 USD"
"2023//07//04"%"Jacket_Good"%"Low"%3,5%17%"Standard"%"No"%"114.6 USD"
"2023//10//03"%"Jacket_VeryGood"%"Mid"%4,45%8%"Economy"%"Yes"%"123.36 USD"
"2023//05//09"%"Accessories_VeryGood"%"Mid"%5%10%"Standard"%"No"%"38.85 USD"
"2023//12//07"%"Dress_Good"%"Mid"%4,73%10%"Economy"%"No"%"71.39 USD"
"2023//02//01"%"Accessories_VeryGood"%"Mid"%4,25%15%"Standard"%"No"%"29.81 USD"
"2023//07//19"%"Accessories_Good"%"Mid"%5%5%"Economy"%"Yes"%"24.32 USD"
"2023//04//02"%"Dress_VeryGood"%"Mid"%3,81%21%"Express"%"No"%"102.94 USD"
"2023//10//07"%"Shoes_Good"%"Premium"%4,49%15%"Economy"%"Yes"%"133.61 USD"
"2023//02//08"%"Jacket_Fair"%"Mid"%4,36%7%"Express"%"No"%"76.36 USD"
"2023//11//14"%"Dress_Good"%"Premium"%4,87%5%"Standard"%"No"%"132.37 USD"
"2023//08//23"%"Shoes_Good"%"Mid"%3,91%13%"Standard"%"No"%"114.98 USD"
"2023//09//08"%"Jacket_VeryGood"%"Mid"%4,15%2%"Economy"%"Yes"%"151.62 USD"
"2023//06//30"%"Jacket_Fair"%"Mid"%3,77%11%"Express"%"Yes"%"84.83 USD"
"2023//05//04"%"Dress_Good"%"Low"%4,75%9%"Standard"%"No"%"92.98 USD"
"2023//03//20"%"Dress_Fair"%"Mid"%4,12%10%"Standard"%"Yes"%"78.44 USD"
"2023//05//08"%"Shoes_New"%"Mid"%4,34%4%"Economy"%"No"%"125.86 USD"
"2023//10//31"%"Accessories_VeryGood"%"Mid"%4,08%13%"Standard"%"No"%"30.76 USD"
"2023//11//18"%"Jacket_VeryGood"%"Low"%4,18%14%"Express"%"No"%"139.86 USD"
"2023//05//26"%"Jacket_VeryGood"%"Low"%4,05%7%"Economy"%"No"%"113.52 USD"
"2023//10//11"%"Dress_Good"%"Low"%4,61%7%"Standard"%"No"%"79.96 USD"
"2023//07//07"%"Shoes_Good"%"Low"%3,74%14%"Standard"%"No"%"81.32 USD"
"2023//01//30"%"Dress_Good"%"Low"%3,79%14%"Standard"%"No"%"53.6 USD"
"2023//08//19"%"Shoes_New"%"Low"%4,33%4%"Economy"%"Yes"%"81.19 USD"
"2023//04//20"%"Shoes_VeryGood"%"Low"%4,75%11%"Standard"%"No"%"96.84 USD"
"2023//07//09"%"Shoes_Good"%"Mid"%4,7%11%"Express"%"No"%"115.78 USD"
"2023//10//29"%"Dress_New"%"Mid"%4,18%22%"Standard"%"Yes"%"101.29 USD"
"2023//07//22"%"Shoes_Fair"%"Low"%4,16%8%"Standard"%"No"%"63.11 USD"
"2023//12//12"%"Dress_Fair"%"Mid"%4,07%5%"Economy"%"Yes"%"66.97 USD"
"2023//08//12"%"Dress_New"%"Premium"%4,52%12%"Standard"%"No"%"178.91 USD"
"2023//03//17"%"Jacket_VeryGood"%"Low"%5%12%"Standard"%"Yes"%"115.65 USD"
"2023//04//22"%"Dress_Good"%"Low"%4,69%2%"Standard"%"No"%"51.17 USD"
"2023//04//24"%"Accessories_VeryGood"%"Low"%4,53%9%"Economy"%"No"%"21.55 USD"
"2023//01//02"%"Dress_Good"%"Low"%4,53%19%"Economy"%"No"%"75.7 USD"
"2023//03//09"%"Shoes_Good"%"Mid"%4,79%18%"Standard"%"No"%"115.75 USD"
"2023//02//01"%"Dress_VeryGood"%"Low"%4,67%13%"Economy"%"No"%"112.45 USD"
"2023//10//14"%"Accessories_Good"%"Low"%4,74%8%"Economy"%"No"%"49.33 USD"
"2023//05//01"%"Jacket_Good"%"Mid"%5%3%"Economy"%"No"%"133.31 USD"
"2023//04//21"%"Shoes_Good"%"Low"%4,65%11%"Standard"%"No"%"69.19 USD"
"2023//09//22"%"Shoes_VeryGood"%"Low"%4,84%4%"Economy"%"Yes"%"104.3 USD"
"2023//03//22"%"Jacket_VeryGood"%"Premium"%4,66%5%"Standard"%"Yes"%"229.75 USD"
"2023//06//17"%"Accessories_VeryGood"%"Mid"%4,82%4%"Standard"%"No"%"52.45 USD"
"2023//08//04"%"Accessories_VeryGood"%"Premium"%4,68%6%"Standard"%"No"%"67.46 USD"
"2023//06//19"%"Jacket_Good"%"Premium"%4,85%22%"Economy"%"Yes"%"147.24 USD"
"2023//02//23"%"Dress_VeryGood"%"Low"%4,2%4%"Standard"%"No"%"81.71 USD"
"2023//06//27"%"Dress_Good"%"Low"%4,33%11%"Economy"%"No"%"93.03 USD"
"2023//07//28"%"Jacket_VeryGood"%"Low"%4,34%22%"Standard"%"No"%"108.04 USD"
"2023//06//12"%"Jacket_Fair"%"Mid"%4,38%45%"Economy"%"No"%"75.9 USD"
"2023//10//11"%"Dress_VeryGood"%"Mid"%4,29%4%"Standard"%"No"%"119.27 USD"
"2023//11//13"%"Accessories_VeryGood"%"Mid"%4,22%16%"Standard"%"No"%"38.19 USD"
"2023//03//01"%"Jacket_Good"%"Low"%4,2%6%"Economy"%"Yes"%"69.82 USD"
"2023//06//10"%"Dress_Good"%"Premium"%4,5%3%"Economy"%"Yes"%"100.61 USD"
"2023//11//28"%"Shoes_Good"%"Low"%4,1%16%"Standard"%"Yes"%"62.35 USD"
"2023//01//16"%"Shoes_New"%"Low"%4,71%12%"Express"%"No"%"121.02 USD"
"2023//05//01"%"Jacket_VeryGood"%"Mid"%4,78%8%"Standard"%"No"%"128.39 USD"
"2023//09//05"%"Dress_Fair"%"Mid"%4,11%6%"Standard"%"No"%"83.51 USD"
"2023//11//04"%"Jacket_VeryGood"%"Low"%5%6%"Express"%"Yes"%"111.98 USD"
"2023//09//02"%"Jacket_VeryGood"%"Mid"%4,05%12%"Standard"%"No"%"122.04 USD"
"2023//12//04"%"Dress_VeryGood"%"Low"%4,92%12%"Express"%"No"%"85.2 USD"
"2023//07//27"%"Shoes_New"%"Mid"%4,78%10%"Economy"%"No"%"135.69 USD"
"2023//09//25"%"Shoes_Good"%"Mid"%4,06%3%"Economy"%"No"%"134.99 USD"
"2023//07//09"%"Jacket_Good"%"Mid"%4,67%12%"Economy"%"No"%"137.64 USD"
"2023//05//15"%"Accessories_VeryGood"%"Low"%4,36%6%"Economy"%"Yes"%"33.68 USD"
"2023//11//15"%"Dress_Good"%"Premium"%4,26%7%"Economy"%"No"%"114.75 USD"
"2023//03//20"%"Shoes_VeryGood"%"Premium"%4,78%7%"Express"%"No"%"207.08 USD"
"2023//04//23"%"Dress_Good"%"Premium"%4,42%6%"Standard"%"No"%"128.86 USD"
"2023//05//19"%"Dress_VeryGood"%"Mid"%4,91%13%"Economy"%"No"%"114.33 USD"
"2023//11//19"%"Shoes_Good"%"Mid"%4,5%7%"Standard"%"No"%"102 USD"
"2023//09//05"%"Shoes_Good"%"Low"%4,36%22%"Standard"%"Yes"%"42.5 USD"
"2023//08//30"%"Accessories_Good"%"Low"%4,71%11%"Economy"%"No"%"26.8 USD"
"2023//03//16"%"Shoes_Good"%"Low"%4,8%5%"Standard"%"No"%"66.24 USD"
"2023//01//28"%"Jacket_Fair"%"Mid"%4,73%11%"Standard"%"No"%"81.41 USD"
"2023//06//28"%"Shoes_Fair"%"Low"%4,34%7%"Standard"%"Yes"%"37.96 USD"
"2023//01//05"%"Jacket_New"%"Mid"%4,3%17%"Standard"%"No"%"162.01 USD"
"2023//10//15"%"Dress_VeryGood"%"Mid"%4,66%6%"Standard"%"No"%"95.02 USD"
"2023//05//25"%"Jacket_VeryGood"%"Mid"%4,67%5%"Standard"%"Yes"%"99.03 USD"
"2023//04//10"%"Shoes_Good"%"Premium"%4,65%31%"Economy"%"Yes"%"130.03 USD"
"2023//09//23"%"Jacket_VeryGood"%"Mid"%3,84%5%"Express"%"Yes"%"138.51 USD"
"2023//08//02"%"Dress_VeryGood"%"Low"%3,66%6%"Economy"%"No"%"119.92 USD"
"2023//09//27"%"Dress_Good"%"Mid"%3,91%9%"Economy"%"No"%"106.74 USD"
"2023//11//20"%"Jacket_Good"%"Low"%4,23%6%"Express"%"No"%"86.47 USD"
"2023//12//07"%"Dress_Fair"%"Premium"%4,44%7%"Economy"%"No"%"71.37 USD"
"2023//06//21"%"Dress_New"%"Premium"%3,85%7%"Standard"%"Yes"%"162.24 USD"
"2023//10//01"%"Dress_Good"%"Mid"%3,89%12%"Economy"%"No"%"65.75 USD"
"2023//06//14"%"Jacket_VeryGood"%"Mid"%4,14%26%"Economy"%"No"%"105.22 USD"
"2023//10//04"%"Dress_VeryGood"%"Mid"%4,58%6%"Express"%"No"%"107.79 USD"
"2023//10//16"%"Shoes_Good"%"Low"%4,45%9%"Economy"%"No"%"49.82 USD"
"2023//08//03"%"Shoes_Good"%"Low"%3,64%8%"Standard"%"Yes"%"60.81 USD"
"2023//12//02"%"Shoes_VeryGood"%"Premium"%4,15%11%"Economy"%"No"%"188.39 USD"
"2023//05//04"%"Jacket_Good"%"Mid"%4,3%6%"Economy"%"No"%"131.25 USD"
"2023//01//25"%"Shoes_VeryGood"%"Low"%4,99%20%"Economy"%"Yes"%"62.23 USD"
"2023//11//06"%"Accessories_VeryGood"%"Mid"%4,91%22%"Standard"%"Yes"%"5 USD"
"2023//05//01"%"Shoes_VeryGood"%"Mid"%4,38%8%"Economy"%"Yes"%"101.12 USD"
"2023//10//03"%"Dress_VeryGood"%"Premium"%4,31%9%"Express"%"No"%"117.56 USD"
"2023//10//11"%"Jacket_Fair"%"Premium"%3,93%11%"Standard"%"Yes"%"123.92 USD"
"2023//06//13"%"Shoes_VeryGood"%"Low"%4,06%10%"Economy"%"Yes"%"66.11 USD"
"2023//11//11"%"Shoes_VeryGood"%"Mid"%3,89%20%"Standard"%"No"%"119.86 USD"
"2023//09//19"%"Dress_Good"%"Mid"%4,36%26%"Standard"%"Yes"%"70.09 USD"
"2023//12//20"%"Dress_VeryGood"%"Mid"%4,21%38%"Economy"%"No"%"86.79 USD"
"2023//07//29"%"Dress_Good"%"Low"%4,3%9%"Economy"%"Yes"%"23.85 USD"
"2023//11//25"%"Dress_Good"%"Mid"%4,36%4%"Economy"%"No"%"66.09 USD"
"2023//07//09"%"Dress_New"%"Premium"%4,29%8%"Express"%"No"%"165.13 USD"
"2023//11//26"%"Accessories_New"%"Mid"%4,17%8%"Standard"%"No"%"84.32 USD"
"2023//03//03"%"Jacket_Fair"%"Mid"%4,45%14%"Express"%"No"%"58.53 USD"
"2023//09//15"%"Shoes_Good"%"Mid"%5%3%"Economy"%"Yes"%"93.57 USD"
"2023//03//19"%"Shoes_Fair"%"Low"%4,44%6%"Standard"%"No"%"72.37 USD"
"2023//06//18"%"Dress_VeryGood"%"Low"%4,26%5%"Economy"%"No"%"82.17 USD"
"2023//02//12"%"Dress_Good"%"Mid"%4,09%10%"Standard"%"No"%"103.04 USD"
"2023//02//12"%"Dress_Good"%"Premium"%5%12%"Economy"%"No"%"149.3 USD"
"2023//05//23"%"Jacket_Good"%"Mid"%4,57%17%"Standard"%"Yes"%"103.91 USD"
"2023//10//13"%"Shoes_VeryGood"%"Mid"%3,91%10%"Economy"%"Yes"%"126.21 USD"
"2023//09//13"%"Shoes_VeryGood"%"Mid"%3,69%12%"Economy"%"Yes"%"84.18 USD"
"2023//01//01"%"Shoes_Fair"%"Mid"%4,69%3%"Standard"%"Yes"%"78.6 USD"
"2023//03//27"%"Jacket_Good"%"Premium"%4,6%17%"Standard"%"No"%"176.07 USD"
"2023//06//02"%"Dress_Good"%"Low"%4,63%9%"Standard"%"No"%"95.47 USD"
"2023//01//11"%"Jacket_Fair"%"Low"%4,46%9%"Standard"%"No"%"70.59 USD"
"2023//12//27"%"Jacket_Good"%"Low"%4,58%7%"Economy"%"No"%"101.61 USD"
"2023//10//16"%"Dress_Fair"%"Low"%4,15%14%"Express"%"Yes"%"5 USD"
"2023//11//17"%"Dress_VeryGood"%"Mid"%5%7%"Express"%"No"%"108.72 USD"
"2023//07//08"%"Dress_Fair"%"Mid"%4,16%13%"Economy"%"No"%"66.8 USD"
"2023//10//24"%"Shoes_New"%"Low"%4,28%6%"Economy"%"No"%"64.75 USD"
"2023//08//20"%"Shoes_VeryGood"%"Mid"%4,52%9%"Standard"%"No"%"141.01 USD"
"2023//07//17"%"Jacket_Good"%"Premium"%4,73%10%"Standard"%"No"%"174.9 USD"
"2023//03//25"%"Accessories_Good"%"Low"%4,63%25%"Standard"%"No"%"31.84 USD"
"2023//01//22"%"Shoes_Good"%"Mid"%4,06%4%"Standard"%"Yes"%"109.06 USD"
"2023//12//29"%"Shoes_Good"%"Mid"%4,77%23%"Standard"%"No"%"101.99 USD"
"2023//04//12"%"Dress_Good"%"Premium"%4,58%10%"Economy"%"No"%"123.32 USD"
"2023//09//01"%"Jacket_VeryGood"%"Mid"%4,15%7%"Standard"%"No"%"150.09 USD"
"2023//06//08"%"Dress_Good"%"Premium"%4,58%6%"Standard"%"Yes"%"110.23 USD"
"2023//12//31"%"Shoes_New"%"Premium"%4,3%5%"Express"%"Yes"%"197.1 USD"
"2023//04//05"%"Jacket_New"%"Low"%4,63%4%"Standard"%"No"%"121.46 USD"
"2023//08//14"%"Dress_VeryGood"%"Low"%3,68%7%"Express"%"No"%"88.43 USD"
"2023//06//29"%"Shoes_VeryGood"%"Low"%4,24%15%"Standard"%"No"%"124.38 USD"
"2023//12//04"%"Shoes_Good"%"Low"%3,82%5%"Standard"%"No"%"55.83 USD"
"2023//10//06"%"Accessories_VeryGood"%"Mid"%4,09%38%"Economy"%"Yes"%"50.74 USD"
"2023//10//30"%"Dress_Good"%"Mid"%5%5%"Express"%"Yes"%"88.25 USD"
"2023//02//13"%"Accessories_Good"%"Low"%4,87%6%"Express"%"No"%"31.89 USD"
"2023//08//31"%"Jacket_VeryGood"%"Low"%5%6%"Economy"%"Yes"%"92.34 USD"
"2023//06//21"%"Jacket_Good"%"Mid"%4,63%15%"Standard"%"No"%"131.51 USD"
"2023//08//07"%"Shoes_Good"%"Low"%4,78%4%"Economy"%"No"%"71.61 USD"
"2023//06//29"%"Accessories_Good"%"Mid"%4,33%2%"Economy"%"Yes"%"33.78 USD"
"2023//09//17"%"Dress_Fair"%"Low"%4,74%4%"Economy"%"No"%"65.91 USD"
"2023//06//20"%"Shoes_New"%"Mid"%3,61%15%"Economy"%"No"%"141.6 USD"
"2023//12//11"%"Shoes_VeryGood"%"Low"%5%8%"Economy"%"No"%"114.29 USD"
"2023//05//14"%"Jacket_Good"%"Mid"%4,43%9%"Economy"%"Yes"%"95.54 USD"
"2023//10//16"%"Jacket_New"%"Low"%4,17%8%"Express"%"Yes"%"120.5 USD"
"2023//10//22"%"Dress_Fair"%"Premium"%4,34%10%"Standard"%"Yes"%"73.35 USD"
"2023//09//24"%"Jacket_VeryGood"%"Low"%4,01%23%"Standard"%"Yes"%"85.66 USD"
"2023//12//31"%"Accessories_Fair"%"Mid"%4,15%26%"Economy"%"No"%"5 USD"
"2023//09//30"%"Dress_Fair"%"Mid"%3,78%7%"Standard"%"Yes"%"67.09 USD"
"2023//03//15"%"Accessories_VeryGood"%"Low"%3,89%19%"Standard"%"Yes"%"5 USD"
"2023//08//20"%"Dress_New"%"Low"%4,86%2%"Economy"%"No"%"102.14 USD"
"2023//12//18"%"Jacket_New"%"Mid"%3,84%8%"Express"%"No"%"172.36 USD"
"2023//09//14"%"Accessories_Good"%"Low"%4,4%8%"Express"%"No"%"34.51 USD"
"2023//01//16"%"Shoes_Good"%"Mid"%4,19%20%"Express"%"No"%"95.37 USD"
"2023//10//27"%"Dress_Good"%"Mid"%4,74%7%"Express"%"Yes"%"92.51 USD"
"2023//06//09"%"Dress_VeryGood"%"Low"%5%18%"Economy"%"No"%"105.27 USD"
"2023//05//27"%"Jacket_Good"%"Low"%4,2%12%"Standard"%"No"%"89.74 USD"
"2023//01//05"%"Accessories_Good"%"Mid"%4,85%7%"Standard"%"No"%"55.94 USD"
