"TravelDate";"Destination";"Species";"TravelClass";"Duration";"PromoTokens";"Price"
"2024_02_20";"Venus_P";"Andromedan";"Luxury";14;4;1261,47
"2024_03_10";"Mars_P";"Venutian";"Economy";13;12;970,35
"2024_09_03";"Andromeda_P";"Human";"Business";1;2;1491,05
"2024_02_01";"Venus_P";"Saturnian";"Economy";7;1;885,42
"2024_11_05";"Andromeda_S";"Martian";"Luxury";9;7;709,29
"2024_02_24";"Saturn_S";"Saturnian";"Business";4;11;1074,74
"2024_03_20";"Andromeda_S";"Andromedan";"Luxury";11;4;590,1
"2024_08_02";"Saturn_S";"Jovian";"Business";6;9;899,31
"2024_06_11";"Saturn_S";"Human";"Economy";13;4;484,55
"2024_05_15";"Saturn_P";"Venutian";"Luxury";4;5;1262,06
"2024_11_19";"Saturn_S";"Martian";"Economy";7;8;508,35
"2024_07_03";"Andromeda_P";"Martian";"Business";6;1;1532,67
"2024_09_04";"Jupiter_P";"Martian";"Economy";2;5;871,97
"2024_04_24";"Venus_S";"Andromedan";"Economy";4;3;475,76
"2024_05_21";"Mars_P";"Human";"Economy";3;11;797,3
"2024_01_10";"Andromeda_P";"Andromedan";"Luxury";13;1;1273,98
"2024_04_21";"Mars_S";"Human";"Luxury";14;9;756,8
"2024_08_20";"Mars_S";"Jovian";"Luxury";4;5;714,5
"2024_06_17";"Jupiter_S";"Venutian";"Economy";3;3;458,56
"2024_07_22";"Venus_S";"Saturnian";"Luxury";11;12;705,89
"2024_09_19";"Saturn_S";"Jovian";"Economy";10;1;324,26
"2024_02_11";"Andromeda_S";"Andromedan";"Luxury";13;1;545,1
"2024_06_25";"Mars_P";"Saturnian";"Luxury";13;7;1019,25
"2024_02_05";"Venus_P";"Martian";"Luxury";7;10;1035,65
"2024_02_04";"Jupiter_S";"Venutian";"Luxury";2;6;661,15
"2024_09_10";"Andromeda_P";"Human";"Luxury";14;2;1266,83
"2024_06_07";"Mars_P";"Andromedan";"Luxury";11;9;1083,19
"2024_08_14";"Andromeda_S";"Jovian";"Economy";11;1;395,41
"2024_07_29";"Saturn_P";"Venutian";"Business";8;12;1473,97
"2024_04_12";"Venus_S";"Jovian";"Luxury";1;10;560,97
"2024_10_28";"Venus_P";"Martian";"Economy";1;3;952,93
"2024_02_16";"Jupiter_S";"Martian";"Luxury";5;2;630,35
"2024_02_16";"Saturn_P";"Saturnian";"Business";2;10;1529,51
"2024_06_22";"Mars_S";"Martian";"Luxury";12;1;534,45
"2024_07_05";"Andromeda_P";"Saturnian";"Business";4;13;1508,09
"2024_01_11";"Andromeda_S";"Saturnian";"Business";9;8;1131,83
"2024_04_26";"Mars_P";"Saturnian";"Luxury";10;4;1138,53
"2024_03_27";"Mars_S";"Saturnian";"Economy";4;5;589,54
"2024_09_16";"Andromeda_S";"Jovian";"Economy";13;2;417,01
"2024_06_10";"Saturn_S";"Martian";"Luxury";8;10;512,31
"2024_07_16";"Andromeda_P";"Saturnian";"Luxury";11;11;1007,98
"2024_11_13";"Saturn_S";"Venutian";"Economy";11;5;327,88
"2024_03_16";"Jupiter_S";"Venutian";"Economy";13;12;375,59
"2024_03_27";"Andromeda_P";"Saturnian";"Luxury";10;5;1164,79
"2024_10_31";"Mars_P";"Saturnian";"Economy";1;9;1012,02
"2024_09_17";"Jupiter_S";"Saturnian";"Luxury";11;8;631,28
"2024_07_20";"Mars_P";"Martian";"Luxury";11;6;1233,64
"2024_08_07";"Venus_P";"Jovian";"Luxury";5;2;1154,08
"2024_08_29";"Venus_S";"Saturnian";"Economy";9;7;515,3
"2024_11_08";"Mars_S";"Saturnian";"Luxury";2;2;537,31
"2024_05_18";"Mars_P";"Martian";"Economy";12;1;1023,96
"2024_06_10";"Andromeda_S";"Jovian";"Luxury";13;8;675,27
"2024_02_11";"Jupiter_P";"Jovian";"Economy";10;5;881,86
"2024_06_04";"Jupiter_S";"Martian";"Economy";3;5;548,95
"2024_09_20";"Mars_P";"Andromedan";"Economy";11;9;874,51
"2024_03_02";"Andromeda_S";"Saturnian";"Business";1;7;908,9
"2024_09_05";"Jupiter_P";"Jovian";"Luxury";6;6;1227,84
"2024_01_29";"Andromeda_S";"Andromedan";"Economy";8;4;448,96
"2024_01_13";"Saturn_S";"Andromedan";"Luxury";4;11;547,28
"2024_02_07";"Jupiter_P";"Venutian";"Economy";11;12;963,37
"2024_12_30";"Jupiter_S";"Human";"Business";8;10;966,97
"2024_09_25";"Andromeda_P";"Martian";"Economy";1;1;862,58
"2024_03_11";"Mars_P";"Jovian";"Luxury";2;10;1171,94
"2024_03_16";"Mars_P";"Martian";"Economy";5;11;914,08
"2024_06_13";"Saturn_P";"Martian";"Business";12;10;1609,47
"2024_10_08";"Mars_S";"Saturnian";"Business";12;5;931,9
"2024_08_19";"Mars_S";"Jovian";"Business";5;13;892,79
"2024_02_08";"Andromeda_S";"Human";"Business";11;10;1136,25
"2024_04_24";"Venus_S";"Martian";"Luxury";3;11;758,73
"2024_01_10";"Mars_S";"Andromedan";"Business";9;9;903,38
"2024_03_05";"Saturn_P";"Venutian";"Economy";5;3;843,82
"2024_05_10";"Jupiter_S";"Andromedan";"Economy";8;6;509,55
"2024_11_20";"Venus_P";"Saturnian";"Luxury";3;1;1166,72
"2024_06_29";"Mars_P";"Venutian";"Economy";13;8;810,77
"2024_10_04";"Mars_S";"Andromedan";"Luxury";10;11;501,32
"2024_05_03";"Saturn_P";"Venutian";"Economy";1;3;954,5
"2024_10_28";"Saturn_P";"Saturnian";"Luxury";3;7;1237,77
"2024_05_04";"Jupiter_S";"Saturnian";"Luxury";2;7;593,55
"2024_02_10";"Venus_S";"Jovian";"Business";2;8;1181,91
"2024_08_24";"Saturn_P";"Venutian";"Economy";4;8;833,58
"2024_07_08";"Andromeda_S";"Venutian";"Economy";7;7;506,21
"2024_09_12";"Andromeda_P";"Martian";"Luxury";12;10;1023,34
"2024_06_30";"Saturn_S";"Venutian";"Business";12;7;1176,98
"2024_04_28";"Mars_S";"Human";"Economy";6;10;409,45
"2024_11_23";"Saturn_P";"Human";"Luxury";10;2;1028,24
"2024_05_10";"Venus_S";"Venutian";"Luxury";3;3;733,38
"2024_05_06";"Mars_S";"Jovian";"Luxury";12;11;598,53
"2024_06_17";"Andromeda_P";"Andromedan";"Economy";3;13;934,54
"2024_03_05";"Mars_S";"Martian";"Economy";4;11;376,92
"2024_01_22";"Venus_P";"Venutian";"Luxury";4;3;1269,76
"2024_10_12";"Jupiter_P";"Venutian";"Business";14;6;1527,64
"2024_10_29";"Venus_S";"Andromedan";"Business";12;5;1172,98
"2024_11_19";"Andromeda_S";"Venutian";"Economy";12;1;354,85
"2024_02_11";"Venus_P";"Saturnian";"Business";6;9;1544,58
"2024_08_10";"Saturn_P";"Human";"Economy";10;4;890,86
"2024_09_28";"Venus_S";"Jovian";"Luxury";2;7;575,6
"2024_07_12";"Mars_S";"Martian";"Business";13;1;1018,56
"2024_05_09";"Jupiter_P";"Saturnian";"Luxury";9;2;1255,56
"2024_12_26";"Mars_S";"Venutian";"Luxury";4;5;521,82
"2024_05_26";"Venus_P";"Venutian";"Luxury";8;10;1020,77
"2024_02_05";"Jupiter_P";"Venutian";"Economy";3;2;994,53
"2024_12_06";"Venus_P";"Martian";"Business";6;9;1615,9
"2024_07_29";"Jupiter_P";"Human";"Luxury";7;12;1128,2
"2024_12_30";"Jupiter_P";"Venutian";"Economy";9;1;989,57
"2024_01_05";"Saturn_P";"Saturnian";"Luxury";1;8;1034,18
"2024_08_13";"Mars_S";"Martian";"Business";14;5;1012,29
"2024_10_20";"Andromeda_S";"Venutian";"Economy";14;9;379,86
"2024_10_17";"Andromeda_S";"Human";"Economy";1;4;425,83
"2024_03_31";"Jupiter_S";"Human";"Economy";2;3;369,03
"2024_12_24";"Mars_P";"Jovian";"Luxury";14;12;1188,85
"2024_06_27";"Saturn_S";"Human";"Economy";3;3;343,61
"2024_05_21";"Venus_P";"Jovian";"Business";7;11;1649,52
"2024_01_23";"Mars_P";"Saturnian";"Economy";1;1;858,96
"2024_03_28";"Mars_S";"Martian";"Luxury";6;11;621,85
"2024_12_09";"Mars_P";"Andromedan";"Economy";7;2;834,94
"2024_10_21";"Jupiter_P";"Martian";"Luxury";9;7;1214,62
"2024_03_27";"Venus_P";"Martian";"Business";14;5;1473,47
"2024_02_27";"Saturn_P";"Andromedan";"Business";4;9;1574,85
"2024_04_06";"Andromeda_S";"Human";"Economy";12;8;379,71
"2024_08_28";"Venus_S";"Human";"Business";14;1;949,42
"2024_05_26";"Mars_S";"Jovian";"Business";8;13;910,29
"2024_02_18";"Saturn_P";"Venutian";"Economy";8;13;849,12
"2024_07_04";"Mars_S";"Jovian";"Business";12;6;1067,65
"2024_09_03";"Andromeda_P";"Venutian";"Business";6;9;1485,67
"2024_04_24";"Venus_S";"Andromedan";"Economy";10;3;343,06
"2024_10_13";"Venus_P";"Saturnian";"Business";13;7;1630,38
"2024_03_09";"Mars_S";"Saturnian";"Economy";4;12;339,41
"2024_11_08";"Saturn_S";"Andromedan";"Business";10;1;1062,24
"2024_07_15";"Jupiter_S";"Jovian";"Economy";12;8;389,61
"2024_05_04";"Jupiter_S";"Jovian";"Economy";10;6;501,47
"2024_03_01";"Saturn_P";"Martian";"Business";8;3;1678,63
"2024_06_20";"Mars_P";"Jovian";"Economy";9;1;1035,46
"2024_02_13";"Mars_S";"Jovian";"Business";3;7;993,43
"2024_11_22";"Jupiter_P";"Martian";"Luxury";9;1;1288,76
"2024_07_21";"Jupiter_P";"Human";"Luxury";11;4;1137,77
"2024_09_12";"Andromeda_S";"Human";"Economy";13;11;309,46
"2024_02_06";"Andromeda_S";"Martian";"Business";2;13;1016,32
"2024_03_09";"Saturn_S";"Saturnian";"Economy";2;13;389,82
"2024_10_28";"Saturn_P";"Jovian";"Luxury";3;7;1233,08
"2024_07_02";"Venus_P";"Andromedan";"Economy";4;2;877,05
"2024_12_28";"Venus_P";"Venutian";"Luxury";7;1;1095,31
"2024_09_17";"Saturn_S";"Saturnian";"Economy";13;2;418,03
"2024_04_20";"Venus_S";"Human";"Business";4;9;1053,06
"2024_11_20";"Andromeda_P";"Human";"Business";9;2;1671,1
"2024_08_25";"Saturn_S";"Saturnian";"Luxury";3;6;527,48
"2024_09_06";"Jupiter_P";"Andromedan";"Business";2;11;1650,58
"2024_12_07";"Andromeda_P";"Saturnian";"Luxury";1;3;1067,08
"2024_06_17";"Andromeda_S";"Human";"Business";2;5;1037,28
"2024_05_22";"Mars_S";"Saturnian";"Luxury";1;3;759,94
"2024_11_02";"Venus_P";"Saturnian";"Luxury";10;6;1162,83
"2024_01_23";"Jupiter_S";"Andromedan";"Luxury";11;1;665,25
"2024_11_11";"Saturn_P";"Andromedan";"Business";7;8;1672,49
"2024_12_29";"Saturn_P";"Human";"Business";14;5;1672,96
"2024_11_26";"Saturn_P";"Saturnian";"Economy";9;6;920,59
"2024_08_27";"Mars_S";"Martian";"Economy";13;9;535,62
"2024_02_22";"Venus_S";"Martian";"Business";2;1;920,35
"2024_05_13";"Andromeda_S";"Jovian";"Economy";11;10;417,45
"2024_09_01";"Jupiter_S";"Martian";"Economy";8;8;306,43
"2024_12_05";"Jupiter_S";"Martian";"Luxury";14;6;704,56
"2024_03_29";"Saturn_S";"Human";"Luxury";10;3;776,1
"2024_10_31";"Andromeda_P";"Human";"Business";14;6;1685,58
"2024_08_26";"Jupiter_P";"Venutian";"Economy";3;12;822,28
"2024_09_11";"Mars_P";"Andromedan";"Economy";12;1;991,26
"2024_11_04";"Mars_S";"Human";"Economy";12;8;503,33
"2024_04_05";"Jupiter_P";"Jovian";"Business";3;2;1673,67
"2024_05_01";"Jupiter_S";"Andromedan";"Luxury";11;5;751,38
"2024_12_28";"Mars_P";"Andromedan";"Economy";3;1;816,58
"2024_09_02";"Mars_S";"Jovian";"Economy";6;5;344,01
"2024_11_24";"Venus_P";"Saturnian";"Business";11;11;1561,1
"2024_04_13";"Mars_P";"Venutian";"Business";12;5;1663,09
"2024_08_15";"Andromeda_P";"Human";"Economy";9;12;841,76
"2024_03_30";"Mars_S";"Human";"Luxury";8;9;711,91
"2024_02_29";"Mars_S";"Human";"Economy";4;11;288,86
"2024_01_18";"Mars_S";"Saturnian";"Business";5;13;1164,53
"2024_04_05";"Mars_P";"Andromedan";"Economy";13;6;811,3
"2024_02_27";"Jupiter_P";"Martian";"Economy";3;1;868,08
"2024_06_05";"Saturn_P";"Martian";"Business";12;7;1535,41
"2024_11_24";"Venus_S";"Human";"Luxury";1;12;595,87
"2024_11_17";"Venus_S";"Jovian";"Business";7;1;992,5
"2024_04_04";"Venus_P";"Saturnian";"Luxury";6;10;1117,39
"2024_08_23";"Mars_P";"Martian";"Luxury";2;1;1010,94
"2024_06_10";"Saturn_S";"Martian";"Business";5;10;1073,23
"2024_06_05";"Jupiter_P";"Venutian";"Economy";6;5;986,26
"2024_07_01";"Mars_S";"Jovian";"Luxury";9;8;546,49
"2024_02_01";"Venus_S";"Venutian";"Business";6;13;1069,04
"2024_02_18";"Venus_S";"Venutian";"Luxury";11;9;756,69
"2024_05_01";"Jupiter_P";"Venutian";"Luxury";10;7;1134,57
"2024_12_11";"Mars_S";"Saturnian";"Luxury";1;7;734,07
"2024_07_15";"Andromeda_S";"Andromedan";"Economy";1;8;494,52
"2024_05_09";"Venus_S";"Andromedan";"Business";2;5;942,92
"2024_10_15";"Andromeda_S";"Martian";"Economy";4;13;424,16
"2024_05_20";"Andromeda_S";"Jovian";"Business";1;4;937,51
"2024_04_30";"Mars_S";"Human";"Business";4;4;1026,44
"2024_11_23";"Andromeda_S";"Andromedan";"Business";5;3;1046,57
"2024_05_24";"Venus_P";"Human";"Economy";9;3;913,26
"2024_07_06";"Mars_S";"Jovian";"Economy";4;12;413,31
"2024_08_08";"Venus_P";"Andromedan";"Luxury";11;9;1138,98
"2024_11_24";"Jupiter_S";"Andromedan";"Business";1;9;1077,04
"2024_05_07";"Venus_P";"Human";"Business";6;12;1444,04
"2024_01_20";"Mars_P";"Andromedan";"Economy";2;11;1020,94
"2024_04_21";"Venus_P";"Saturnian";"Luxury";7;10;1047,88
"2024_02_29";"Jupiter_P";"Venutian";"Luxury";5;11;1268,91
"2024_04_07";"Saturn_S";"Saturnian";"Economy";11;7;323,63
"2024_06_19";"Saturn_P";"Saturnian";"Economy";3;7;1019,7
"2024_01_30";"Saturn_S";"Andromedan";"Economy";12;8;326,76
"2024_12_26";"Saturn_S";"Andromedan";"Luxury";12;2;672,1
"2024_11_25";"Saturn_S";"Human";"Business";3;11;962,25
"2024_10_01";"Mars_S";"Human";"Business";10;13;1071,55
"2024_10_24";"Andromeda_S";"Martian";"Business";7;13;1089,16
"2024_07_17";"Mars_S";"Andromedan";"Economy";7;10;443,69
"2024_05_30";"Andromeda_S";"Human";"Business";5;13;1021,9
"2024_06_01";"Mars_S";"Venutian";"Economy";3;11;300,16
"2024_04_20";"Andromeda_S";"Jovian";"Luxury";14;1;571,8
"2024_08_10";"Saturn_S";"Andromedan";"Luxury";2;6;703,18
"2024_01_22";"Saturn_P";"Martian";"Luxury";1;4;1038,88
"2024_09_19";"Venus_P";"Andromedan";"Economy";6;6;949,74
"2024_09_16";"Venus_S";"Human";"Business";13;5;1119,09
"2024_10_01";"Saturn_S";"Venutian";"Economy";11;10;420,7
"2024_09_30";"Jupiter_S";"Saturnian";"Business";10;5;989,26
"2024_11_30";"Venus_S";"Jovian";"Luxury";8;3;765,65
"2024_07_26";"Mars_P";"Human";"Business";13;12;1642,53
"2024_09_20";"Mars_S";"Human";"Luxury";7;13;573,33
"2024_10_25";"Mars_P";"Venutian";"Economy";12;1;1068,03
"2024_09_19";"Saturn_P";"Jovian";"Economy";13;7;922,06
"2024_12_06";"Jupiter_S";"Human";"Luxury";2;2;516,67
"2024_05_07";"Mars_P";"Martian";"Luxury";10;12;1136,46
"2024_01_10";"Mars_S";"Venutian";"Luxury";4;4;741,03
"2024_07_16";"Jupiter_P";"Martian";"Luxury";13;10;1008,55
"2024_05_23";"Saturn_S";"Andromedan";"Economy";4;7;416,1
"2024_05_01";"Andromeda_P";"Jovian";"Business";4;7;1441,39
"2024_05_28";"Saturn_P";"Martian";"Luxury";9;9;995,56
"2024_08_26";"Venus_S";"Andromedan";"Luxury";5;10;733,96
"2024_07_22";"Andromeda_S";"Venutian";"Luxury";12;11;532,08
"2024_05_30";"Jupiter_S";"Human";"Luxury";5;2;615,59
"2024_04_24";"Saturn_S";"Jovian";"Business";7;9;1063,35
"2024_05_18";"Jupiter_P";"Jovian";"Luxury";8;9;1034,24
"2024_10_14";"Venus_S";"Saturnian";"Business";1;11;934,09
"2024_05_26";"Mars_P";"Saturnian";"Business";12;1;1419,4
"2024_02_02";"Saturn_S";"Human";"Business";12;12;888,03
"2024_04_15";"Saturn_S";"Jovian";"Luxury";13;4;600,78
"2024_10_04";"Jupiter_S";"Saturnian";"Business";12;11;1109,21
"2024_07_10";"Jupiter_P";"Andromedan";"Economy";11;3;810,75
"2024_10_05";"Jupiter_S";"Saturnian";"Luxury";13;4;668,25
"2024_10_06";"Mars_S";"Andromedan";"Business";7;9;930,46
"2024_08_27";"Saturn_S";"Venutian";"Economy";4;7;304,37
"2024_08_28";"Andromeda_P";"Venutian";"Luxury";13;8;1212,37
"2024_07_08";"Mars_S";"Venutian";"Economy";9;7;408,59
"2024_04_22";"Jupiter_S";"Andromedan";"Business";13;13;1009,94
"2024_01_10";"Mars_P";"Saturnian";"Economy";13;7;1050,69
"2024_05_20";"Andromeda_S";"Venutian";"Business";13;2;928,89
"2024_01_14";"Saturn_P";"Saturnian";"Business";1;7;1643,86
"2024_02_06";"Andromeda_P";"Human";"Economy";6;9;836,04
"2024_05_18";"Venus_S";"Martian";"Economy";12;8;299,86
"2024_08_24";"Venus_S";"Andromedan";"Luxury";4;4;784,35
"2024_08_17";"Jupiter_S";"Jovian";"Luxury";3;7;649,16
"2024_04_28";"Venus_P";"Martian";"Luxury";7;3;1219,48
"2024_06_06";"Venus_S";"Andromedan";"Economy";14;5;588,69
"2024_07_20";"Mars_P";"Venutian";"Business";8;12;1584,86
"2024_11_13";"Jupiter_P";"Human";"Luxury";11;6;1253,51
"2024_07_09";"Venus_P";"Jovian";"Luxury";8;6;1179,29
"2024_03_29";"Venus_P";"Human";"Business";2;12;1544,29
"2024_03_30";"Saturn_S";"Human";"Business";10;4;1066,96
"2024_09_10";"Andromeda_P";"Venutian";"Economy";14;12;792,49
"2024_04_08";"Mars_P";"Andromedan";"Luxury";8;12;1261,48
"2024_03_11";"Jupiter_S";"Saturnian";"Economy";8;2;593,75
"2024_08_31";"Andromeda_P";"Jovian";"Luxury";9;13;1138,84
"2024_04_26";"Jupiter_S";"Saturnian";"Business";10;8;1030,56
"2024_06_14";"Venus_S";"Human";"Economy";1;9;423,59
"2024_04_15";"Andromeda_S";"Martian";"Business";14;11;959,5
"2024_09_02";"Andromeda_P";"Human";"Economy";12;1;851,07
"2024_12_07";"Andromeda_S";"Martian";"Economy";3;11;365,76
"2024_02_22";"Mars_S";"Human";"Business";3;10;1156,36
"2024_06_11";"Mars_P";"Venutian";"Luxury";12;2;1052,89
"2024_05_03";"Andromeda_S";"Human";"Luxury";5;2;656,58
"2024_11_20";"Andromeda_P";"Martian";"Economy";5;11;1066,87
"2024_01_07";"Jupiter_S";"Human";"Business";1;9;1134,02
"2024_09_18";"Andromeda_P";"Saturnian";"Luxury";6;10;1238,69
"2024_04_25";"Jupiter_P";"Martian";"Economy";3;8;939,94
"2024_01_10";"Jupiter_P";"Jovian";"Luxury";8;2;1197,67
"2024_10_21";"Mars_P";"Venutian";"Business";6;8;1471,57
"2024_12_21";"Andromeda_P";"Jovian";"Business";14;5;1642,27
"2024_02_14";"Mars_P";"Andromedan";"Luxury";11;4;1105,29
"2024_06_13";"Jupiter_P";"Jovian";"Business";13;4;1630,91
"2024_02_29";"Jupiter_P";"Jovian";"Economy";11;9;1001,83
"2024_08_25";"Mars_P";"Martian";"Luxury";13;6;1112,49
"2024_05_16";"Jupiter_P";"Jovian";"Economy";6;1;996,83
"2024_10_02";"Saturn_P";"Human";"Business";12;3;1474,18
"2024_02_16";"Mars_S";"Martian";"Business";1;10;1079,41
"2024_07_15";"Jupiter_P";"Saturnian";"Luxury";5;5;1096,01
"2024_05_06";"Andromeda_P";"Venutian";"Luxury";6;9;1235,43
"2024_04_01";"Saturn_P";"Venutian";"Luxury";13;10;1012,25
"2024_07_21";"Mars_S";"Jovian";"Economy";6;10;556,47
"2024_03_19";"Andromeda_P";"Jovian";"Luxury";7;9;1103,87
"2024_06_23";"Mars_S";"Jovian";"Economy";2;8;537,82
"2024_07_12";"Andromeda_P";"Saturnian";"Economy";14;1;931,92
"2024_05_07";"Mars_P";"Jovian";"Luxury";2;9;1144,74
"2024_04_07";"Jupiter_P";"Martian";"Economy";14;9;942,75
"2024_03_03";"Venus_P";"Andromedan";"Luxury";6;10;1060,62
"2024_08_08";"Mars_P";"Andromedan";"Luxury";6;5;1272,69
"2024_03_02";"Jupiter_S";"Saturnian";"Luxury";6;13;741,97
"2024_07_28";"Andromeda_P";"Saturnian";"Economy";12;1;1082,06
"2024_03_03";"Saturn_P";"Saturnian";"Economy";9;8;1061,24
"2024_06_21";"Jupiter_S";"Andromedan";"Business";4;9;953,7
"2024_10_23";"Andromeda_S";"Andromedan";"Luxury";6;6;656,92
"2024_11_18";"Saturn_S";"Venutian";"Luxury";3;13;517,49
"2024_12_05";"Venus_P";"Venutian";"Business";14;4;1661,77
"2024_08_18";"Saturn_P";"Jovian";"Economy";4;13;956,32
"2024_09_07";"Mars_S";"Andromedan";"Economy";2;1;359,91
"2024_02_06";"Jupiter_P";"Venutian";"Business";14;7;1459,76
"2024_12_01";"Venus_P";"Andromedan";"Business";8;4;1548,86
"2024_11_12";"Venus_P";"Andromedan";"Business";10;2;1663,36
"2024_07_24";"Andromeda_S";"Saturnian";"Business";5;12;1026,1
"2024_03_14";"Andromeda_S";"Saturnian";"Economy";8;13;473,99
"2024_09_14";"Mars_S";"Andromedan";"Luxury";2;13;623,87
"2024_05_18";"Mars_P";"Martian";"Economy";4;3;996,98
"2024_10_23";"Mars_P";"Andromedan";"Luxury";3;12;1203,91
"2024_04_27";"Andromeda_S";"Saturnian";"Economy";12;12;428,58
"2024_07_27";"Mars_P";"Venutian";"Business";3;10;1493,54
"2024_02_15";"Andromeda_S";"Jovian";"Business";2;2;1144,41
"2024_04_12";"Venus_S";"Martian";"Business";8;6;1004,96
"2024_05_10";"Andromeda_P";"Andromedan";"Business";1;3;1494,06
"2024_08_22";"Jupiter_S";"Venutian";"Luxury";10;10;575,21
"2024_04_10";"Saturn_P";"Martian";"Business";12;9;1430,5
"2024_12_29";"Jupiter_P";"Saturnian";"Economy";14;10;796,6
"2024_03_26";"Mars_P";"Saturnian";"Luxury";5;7;1116,12
"2024_03_07";"Venus_S";"Human";"Economy";5;13;475,44
"2024_11_17";"Jupiter_P";"Human";"Luxury";1;9;1000,9
"2024_08_01";"Jupiter_S";"Venutian";"Luxury";1;2;705,97
"2024_10_05";"Venus_P";"Jovian";"Economy";3;3;1010,63
"2024_11_18";"Andromeda_P";"Human";"Luxury";8;6;1058,94
"2024_12_11";"Venus_P";"Human";"Luxury";9;12;1100,87
"2024_12_05";"Mars_P";"Saturnian";"Luxury";10;9;1134,43
"2024_12_19";"Saturn_S";"Jovian";"Business";5;12;1077,04
"2024_11_27";"Saturn_S";"Martian";"Luxury";4;4;540,85
"2024_12_29";"Saturn_S";"Martian";"Luxury";12;5;771,39
"2024_07_13";"Andromeda_S";"Andromedan";"Luxury";6;2;525,62
"2024_01_07";"Saturn_P";"Saturnian";"Luxury";8;9;1188,32
"2024_04_27";"Mars_S";"Martian";"Business";7;12;1051,05
"2024_04_10";"Jupiter_S";"Martian";"Business";2;10;1015,35
"2024_03_03";"Saturn_S";"Andromedan";"Business";12;12;988,41
"2024_08_12";"Venus_S";"Saturnian";"Economy";1;6;312,92
"2024_04_11";"Mars_S";"Jovian";"Luxury";1;1;602,86
"2024_05_27";"Andromeda_P";"Human";"Economy";10;9;874,6
"2024_11_13";"Saturn_P";"Martian";"Luxury";6;11;1210,52
"2024_03_15";"Andromeda_P";"Saturnian";"Economy";4;6;1049,67
"2024_08_09";"Andromeda_S";"Venutian";"Luxury";12;8;664,31
"2024_04_08";"Venus_P";"Andromedan";"Economy";4;6;1015,09
"2024_07_19";"Jupiter_P";"Andromedan";"Luxury";10;8;1158,82
"2024_07_21";"Mars_P";"Martian";"Luxury";11;13;1202,21
"2024_09_04";"Andromeda_P";"Martian";"Economy";5;1;963,48
"2024_05_21";"Mars_P";"Andromedan";"Business";2;4;1617,62
"2024_08_13";"Jupiter_S";"Martian";"Luxury";1;8;582,61
"2024_02_05";"Jupiter_P";"Human";"Economy";2;11;1059,15
"2024_10_12";"Saturn_S";"Venutian";"Luxury";2;8;723,97
"2024_07_25";"Mars_S";"Jovian";"Business";10;2;1058,59
"2024_08_13";"Saturn_P";"Human";"Economy";3;8;795,19
"2024_05_11";"Saturn_P";"Human";"Business";10;2;1611,72
"2024_08_21";"Jupiter_S";"Martian";"Economy";9;4;588,7
"2024_10_12";"Mars_P";"Andromedan";"Economy";9;9;854,31
"2024_04_06";"Saturn_S";"Jovian";"Luxury";11;11;616,45
"2024_04_14";"Andromeda_P";"Venutian";"Luxury";8;5;1125,24
"2024_12_01";"Mars_S";"Human";"Luxury";2;12;506,31
"2024_01_04";"Saturn_S";"Venutian";"Business";9;12;1048,94
"2024_09_13";"Andromeda_S";"Saturnian";"Luxury";6;13;702,63
"2024_12_06";"Mars_S";"Jovian";"Economy";12;1;448,1
"2024_12_26";"Jupiter_S";"Andromedan";"Business";4;11;917,43
"2024_07_15";"Jupiter_P";"Human";"Business";6;8;1621,06
"2024_04_15";"Andromeda_S";"Saturnian";"Business";8;7;1146,96
"2024_06_15";"Andromeda_P";"Saturnian";"Business";8;3;1681,06
"2024_08_28";"Saturn_P";"Martian";"Luxury";13;8;1119,05
"2024_12_14";"Saturn_P";"Venutian";"Economy";11;8;852,21
"2024_09_28";"Jupiter_P";"Saturnian";"Luxury";13;9;1223,89
"2024_12_23";"Mars_P";"Andromedan";"Luxury";6;4;1137,82
"2024_09_02";"Mars_S";"Venutian";"Economy";11;4;359,06
"2024_07_13";"Saturn_S";"Venutian";"Economy";6;7;566,38
"2024_05_03";"Saturn_S";"Andromedan";"Luxury";5;12;639,19
"2024_09_13";"Jupiter_P";"Saturnian";"Economy";9;4;1001,03
"2024_10_23";"Venus_S";"Saturnian";"Business";3;1;1128,92
"2024_10_10";"Saturn_P";"Andromedan";"Luxury";1;5;1177,72
"2024_06_18";"Saturn_P";"Andromedan";"Luxury";3;6;1190,34
"2024_08_17";"Venus_P";"Jovian";"Business";8;3;1643,82
"2024_06_22";"Jupiter_S";"Jovian";"Economy";6;8;507,19
"2024_10_07";"Saturn_S";"Human";"Economy";6;13;288,95
"2024_09_05";"Mars_S";"Jovian";"Luxury";1;12;515,75
"2024_05_16";"Jupiter_P";"Jovian";"Luxury";3;5;1089,51
"2024_01_22";"Mars_S";"Andromedan";"Economy";5;8;413,81
"2024_03_14";"Mars_S";"Martian";"Economy";10;13;323,99
"2024_05_10";"Jupiter_S";"Jovian";"Business";8;3;976,68
"2024_06_22";"Saturn_S";"Venutian";"Luxury";6;1;636,37
"2024_03_20";"Venus_S";"Human";"Economy";14;13;288,81
"2024_05_17";"Jupiter_S";"Martian";"Business";3;13;894,56
"2024_08_10";"Jupiter_S";"Jovian";"Luxury";12;13;547,91
"2024_12_03";"Andromeda_S";"Human";"Business";9;6;928,35
"2024_04_05";"Jupiter_S";"Jovian";"Luxury";10;1;612,91
