no,location,nop,income,expend,alcohol,price
12577084,wies,3,757,1445,101,1.0324
12366081,wies,4,2747,2843,0,1.0324
12576084,wies,5,11132,3428,85,1.0324
22171081,wies,7,2656,3414,0,1.0324
12092084,wies,7,1987,2109,0,1.0324
22078081,wies,5,-4902,1604,0,1.0324
12033081,wies,5,3048,3929,0,1.0324
22065081,wies,7,5030,1966,0,1.0324
22164084,wies,3,1836,2204,87,1.0324
12278084,wies,7,2877,1806,0,1.0324
22133084,wies,2,1543,1357,0,1.0324
22052081,wies,4,1400,1635,0,1.0324
22006084,wies,4,973,821,0,1.0324
22220084,wies,3,207,1568,88,1.0324
22150084,wies,2,910,1006,58,1.0324
22139081,wies,2,1041,1570,0,1.0324
12129084,wies,3,5255,4922,0,1.0324
12129081,wies,4,917,1083,0,1.0324
22026084,wies,3,2585,948,0,1.0324
22185081,wies,2,1267,1424,0,1.0324
22172084,wies,3,2525,1854,115,1.0324
22203081,wies,2,1530,1448,0,1.0324
22211081,wies,4,1535,1730,0,1.0324
22022081,wies,4,6156,2962,0,1.0324
12159084,wies,2,2413,1455,0,1.0324
22013084,wies,5,512,1569,32,1.0324
22077081,wies,7,2009,2189,0,1.0324
11479081,-20t,2,941,725,0,1.0324
22105081,wies,3,750,1690,0,1.0324
22086081,wies,3,3384,3590,45,1.0324
22224084,wies,4,1842,2394,0,1.0324
22149084,wies,3,4564,1990,0,1.0324
12554081,wies,9,2492,2375,54,1.0324
12043084,wies,7,2577,1506,48,1.0324
22142084,wies,3,382,656,0,1.0324
12140081,wies,6,2222,3545,0,1.0324
22174084,wies,3,829,947,0,1.0324
22105084,wies,5,-569,1260,0,1.0324
22174081,wies,7,2550,2232,0,1.0324
22132084,wies,5,5400,1383,0,1.0324
12268084,wies,9,3198,2750,0,1.0324
20091084,500t+,3,1415,2803,115,1.0324
12512081,wies,2,523,1146,0,1.0324
21294084,-20t,1,832,725,0,1.0324
22022084,wies,4,4058,1474,0,1.0324
12386081,wies,4,602,889,43,1.0324
22102084,wies,2,761,890,0,1.0324
12435084,wies,5,2935,2506,0,1.0324
12073081,wies,2,1515,1358,0,1.0324
22026081,wies,4,744,1076,0,1.0324
12216081,wies,2,1277,1063,0,1.0324
12205081,wies,4,4473,2093,125,1.0324
12213081,wies,3,1189,2418,238,1.0324
12205084,wies,1,1240,849,0,1.0324
12055081,wies,5,1250,1644,0,1.0324
12216084,wies,5,4076,4534,0,1.0324
22009084,wies,4,1037,1272,0,1.0324
12396084,wies,4,2674,1943,44,1.0324
22069081,wies,4,1834,1496,212,1.0324
22094084,wies,4,4797,3357,0,1.0324
12392081,wies,3,1208,1233,164,1.0324
12276081,wies,3,2680,4098,55,1.0324
12126084,wies,3,1599,1839,54,1.0324
22031084,wies,5,2218,2209,0,1.0324
22214084,wies,7,212,3178,0,1.0324
22094081,wies,5,2325,2886,216,1.0324
22055084,wies,5,1389,1858,0,1.0324
22084081,wies,5,3769,2528,241,1.0324
22054084,wies,4,1117,1413,0,1.0324
12075084,wies,2,852,612,0,1.0324
12255084,wies,3,1044,1052,0,1.0324
12270081,wies,5,2282,3205,383,1.0324
22223081,wies,2,-559,1371,0,1.0324
22199084,wies,3,1454,1261,0,1.0324
12288084,wies,7,3719,1918,159,1.0324
22091084,wies,6,1718,4180,0,1.0324
12223084,wies,6,1077,2032,0,1.0324
12104081,wies,3,-1455,1076,0,1.0324
12247084,wies,3,1883,1123,68,1.0324
22049081,wies,5,1757,1044,0,1.0324
12467084,wies,4,2104,2029,0,1.0324
12057081,wies,3,2133,2223,0,1.0324
12571081,wies,4,1569,1351,70,1.0324
12573084,wies,7,-797,4723,63,1.0324
12132081,wies,6,1963,1877,0,1.0324
12199084,wies,5,3991,1502,0,1.0324
22175084,wies,8,1292,3309,0,1.0324
22028081,wies,4,4337,2594,47,1.0324
12214084,wies,8,1774,2032,0,1.0324
12443084,wies,5,12573,2728,119,1.0324
12073084,wies,1,971,779,0,1.0324
22128081,wies,6,2218,2111,144,1.0324
12510084,wies,3,3486,1250,0,1.0324
22169081,wies,2,1629,1357,0,1.0324
12177081,wies,2,1368,1235,171,1.0324
22039081,wies,4,1433,1394,0,1.0324
12362081,wies,6,1204,4021,0,1.0324
10257084,200t-500t,2,254,258,0,1.0336
11676084,20t-100t,6,3833,2500,162,1.0336
11663081,20t-100t,4,2260,2468,298,1.0336
20050081,200t-500t,4,2200,1944,0,1.0336
21175081,20t-100t,4,2998,2700,142,1.0336
11761084,100t-200t,4,3882,2827,0,1.0336
21215081,200t-500t,3,3345,4587,0,1.0336
22213084,wies,4,3124,1417,0,1.0336
20035084,200t-500t,2,1840,840,42,1.0336
11552084,20t-100t,2,2567,3749,0,1.0336
10098084,500t+,2,1340,1266,0,1.0336
12177084,wies,3,8334,7980,0,1.0336
11494084,-20t,4,2285,1655,0,1.0336
12581081,wies,3,2932,630,0,1.0336
12377081,wies,5,4495,2499,0,1.0336
11271084,100t-200t,6,3259,2948,0,1.0336
10067084,100t-200t,3,2976,2788,148,1.0336
11740084,20t-100t,3,1432,2099,166,1.0336
20086084,500t+,5,3350,2458,0,1.0336
20105081,500t+,4,1874,2283,101,1.0336
11665084,20t-100t,5,2413,1580,0,1.0336
11304081,20t-100t,4,1982,2000,0,1.0336
22075081,wies,6,2366,2174,24,1.0336
21289084,20t-100t,1,1150,1201,245,1.0336
22023081,wies,3,773,639,120,1.0336
21096081,-20t,3,3051,2902,0,1.0336
11478084,20t-100t,5,3000,2355,0,1.0336
11261084,20t-100t,3,1350,1673,139,1.0336
22122084,wies,5,1350,1583,342,1.0336
11406081,20t-100t,3,2294,1953,0,1.0336
21117081,-20t,5,2100,1993,0,1.0336
22115081,wies,4,2416,4471,0,1.0336
20017081,500t+,2,5500,2997,31,1.0336
10161081,500t+,3,2950,3121,271,1.0336
12440081,wies,4,4793,3479,0,1.0336
22140084,wies,3,2364,1623,0,1.0336
10261084,200t-500t,2,2800,1995,91,1.0336
11151081,-20t,3,2080,2300,158,1.0336
21107084,20t-100t,5,4500,2529,46,1.0336
21137081,20t-100t,5,1414,1492,0,1.0336
21129081,20t-100t,3,2628,1431,0,1.0336
12443081,wies,6,2000,2235,0,1.0336
10140084,500t+,4,9201,11382,92,1.0336
21239084,200t-500t,2,4800,2314,109,1.0336
12197084,wies,5,4435,3651,0,1.0336
11674081,20t-100t,4,4166,2429,0,1.0336
21172084,200t-500t,4,2246,2259,0,1.0336
11745081,20t-100t,2,1500,1438,0,1.0336
22068081,wies,3,4329,2102,168,1.0336
12171084,wies,2,2022,2002,0,1.0336
11647084,-20t,3,5727,790,0,1.0336
22189084,wies,4,5500,5380,0,1.0336
11294084,100t-200t,3,4240,2173,0,1.0336
11345081,100t-200t,3,2930,1976,62,1.0336
12249081,wies,3,1652,1044,0,1.0336
11333081,200t-500t,5,3331,4172,0,1.0336
21038081,100t-200t,4,4799,4664,0,1.0336
21269081,-20t,5,2908,1505,0,1.0336
10246084,200t-500t,1,1734,1280,151,1.0336
11244081,200t-500t,5,2600,2541,139,1.0336
20110084,500t+,3,1444,1828,0,1.0336
10002085,500t+,3,4920,3971,0,1.0336
20045081,200t-500t,5,2334,2777,0,1.0336
21116084,20t-100t,4,2380,2438,0,1.0336
11539081,20t-100t,4,5521,4205,0,1.0336
11331084,200t-500t,2,4300,3778,0,1.0336
10045081,200t-500t,4,1250,1984,0,1.0336
21120084,-20t,4,2006,4880,0,1.0336
21107081,20t-100t,4,4080,1727,0,1.0336
21106084,20t-100t,2,2509,2148,0,1.0336
11640084,-20t,1,1191,1206,0,1.0336
10118084,500t+,4,2718,3277,0,1.0336
11761081,100t-200t,10,2084,3049,0,1.0336
22167081,wies,3,6109,4637,0,1.0336
21207084,200t-500t,4,5266,3778,0,1.0336
12264084,wies,4,2065,5926,0,1.0336
10340081,500t+,4,2520,2740,0,1.0336
21074084,-20t,2,3385,6615,0,1.0336
21093084,20t-100t,3,1741,1763,0,1.0336
20014084,500t+,3,1710,1461,278,1.0336
20145084,500t+,4,6900,5639,0,1.0336
11244084,200t-500t,4,6233,5202,213,1.0336
10098081,500t+,1,454,504,31,1.0336
10109084,500t+,1,319,344,0,1.0336
12252084,wies,4,1555,2189,73,1.0336
10016084,500t+,2,2010,1747,0,1.0336
10149081,500t+,4,3501,1270,0,1.0336
11305081,20t-100t,3,2320,3340,154,1.0336
12566084,wies,4,2501,3180,0,1.0336
22197084,wies,4,734,909,0,1.0336
20007084,200t-500t,6,3003,2874,0,1.0336
20017084,500t+,4,8930,10002,0,1.0336
12193081,wies,3,6083,4035,0,1.0336
20008081,200t-500t,1,1577,1374,0,1.0336
11277084,20t-100t,3,2833,2142,0,1.0336
21119084,-20t,4,5000,5856,0,1.0336
11520081,20t-100t,4,3259,4365,0,1.0336
11323084,-20t,5,2476,1703,0,1.0336
20087081,500t+,4,4200,3439,0,1.0336
10117081,500t+,3,3600,1773,0,1.0336
12115081,wies,4,2390,2766,0,1.0336
22088084,wies,5,1334,920,0,1.0336
22037084,wies,4,4264,1662,0,1.0336
11607081,-20t,5,2693,2112,167,1.0336
22101084,wies,5,4987,3119,0,1.0336
22037081,wies,3,700,572,0,1.0336
11442081,-20t,3,1986,1480,164,1.0336
10072082,100t-200t,4,1288,1100,0,1.0336
21169081,200t-500t,4,2000,1932,0,1.0336
20151081,500t+,1,2625,11635,0,1.0336
21009084,20t-100t,5,2460,1816,64,1.0336
10099081,500t+,4,1249,2299,0,1.0336
20112081,500t+,4,1340,1665,0,1.0336
11056081,-20t,4,1382,1297,0,1.0336
12325081,wies,8,2750,2781,0,1.0336
11676081,20t-100t,3,2100,1437,50,1.0336
12248082,wies,3,1455,823,93,1.0336
11404084,20t-100t,4,7413,21680,0,1.0336
10127081,500t+,2,5333,6354,289,1.0336
22130081,wies,4,2878,2763,0,1.0336
10282081,200t-500t,4,4760,2717,0,1.0336
10050084,200t-500t,5,5133,5949,0,1.0336
10174084,500t+,4,3539,2390,0,1.0336
22151084,wies,5,2275,3069,0,1.0336
21111081,20t-100t,4,1922,2291,0,1.0336
12111081,wies,7,4287,3542,337,1.0336
21242084,100t-200t,5,1700,1815,0,1.0336
11019084,-20t,6,1161,1054,0,1.0336
20001081,200t-500t,4,2597,2080,178,1.0336
22125081,wies,3,1473,727,0,1.0336
21277081,-20t,4,3849,2500,0,1.0336
10277081,200t-500t,3,4450,2308,142,1.0336
21204081,100t-200t,4,2250,4957,0,1.0336
20022084,100t-200t,2,2278,1499,0,1.0336
20082084,500t+,3,5131,2704,0,1.0336
11663084,20t-100t,4,3730,3489,0,1.0336
11610084,-20t,4,1717,1566,0,1.0336
22165081,wies,5,2714,2568,0,1.0336
20039081,200t-500t,5,1830,1448,203,1.0336
12291085,wies,3,2267,1403,0,1.0336
22222084,wies,3,2048,1713,0,1.0336
10361081,200t-500t,3,4146,3959,0,1.0336
21041081,200t-500t,3,1844,1543,0,1.0336
11463081,-20t,1,860,858,0,1.0336
11598081,20t-100t,3,2315,1858,0,1.0336
10097084,500t+,2,2875,4431,0,1.0336
22175081,wies,5,3266,3067,64,1.0336
21148084,20t-100t,2,900,1119,0,1.0336
11077084,-20t,7,6130,4395,0,1.0336
21106081,20t-100t,5,2980,3255,0,1.0336
22035084,wies,2,1402,3166,0,1.0336
12352084,wies,6,2730,2967,0,1.0336
20073084,500t+,2,2313,2235,0,1.0336
11077081,-20t,3,2517,1685,0,1.0336
20111084,500t+,4,3327,2606,119,1.0336
11426084,-20t,5,4550,2680,0,1.0336
21055081,-20t,3,1713,1461,165,1.0336
22062081,wies,1,350,782,59,1.0336
11240084,200t-500t,3,3387,4981,0,1.0336
22017081,wies,5,1726,1165,0,1.0336
12566081,wies,2,1869,1300,0,1.0336
11648084,20t-100t,3,3314,1525,0,1.0336
10143084,500t+,3,1869,1891,0,1.0336
12270084,wies,3,1720,1473,147,1.0294
12083081,wies,2,2315,1494,78,1.0294
11749084,-20t,4,2928,2839,142,1.0294
22061081,wies,3,1975,1623,0,1.0294
10299081,200t-500t,2,2000,1178,0,1.0294
21258084,-20t,2,1639,1696,0,1.0294
12339081,wies,5,1824,1377,0,1.0294
21150081,20t-100t,2,863,947,0,1.0294
21268084,20t-100t,6,2164,1322,0,1.0294
22162084,wies,2,1487,1941,0,1.0294
20058084,500t+,1,1619,2309,0,1.0294
22179081,wies,4,2900,2662,0,1.0294
10112081,500t+,1,976,1458,0,1.0294
20063084,500t+,2,2213,2819,172,1.0294
11052081,-20t,3,2252,1928,0,1.0294
11014081,20t-100t,2,3979,2682,0,1.0294
12147084,wies,2,1192,1261,0,1.0294
22190084,wies,2,1631,1996,139,1.0294
10157081,500t+,2,2328,2349,58,1.0294
11399081,20t-100t,2,1676,1145,0,1.0294
11515081,20t-100t,2,1063,1178,0,1.0294
11598084,20t-100t,2,871,1456,96,1.0294
22048082,wies,2,2424,1633,0,1.0294
11266081,100t-200t,2,1700,1266,0,1.0294
22055081,wies,1,516,478,0,1.0294
20063081,500t+,1,1751,1739,0,1.0294
21030084,20t-100t,2,2232,2094,0,1.0294
10285084,200t-500t,1,529,661,0,1.0294
20043084,200t-500t,1,1750,2191,64,1.0294
20129081,200t-500t,2,2481,2406,94,1.0294
10327081,500t+,1,1643,1586,0,1.0294
11181084,-20t,2,1796,1547,0,1.0294
10252081,200t-500t,2,1763,1247,0,1.0294
11044084,20t-100t,1,1576,1658,116,1.0294
22072081,wies,2,966,671,62,1.0294
11222084,200t-500t,1,840,648,0,1.0294
11047084,20t-100t,2,1572,1273,0,1.0294
21192081,20t-100t,2,1917,1439,0,1.0294
20136081,200t-500t,2,1056,1271,333,1.0294
20023084,100t-200t,1,1368,1065,0,1.0294
20105084,500t+,1,1749,1330,0,1.0294
10156081,500t+,2,2095,1291,0,1.0294
22205084,wies,3,3190,1478,0,1.0294
21057081,20t-100t,1,1097,1869,0,1.0294
12125084,wies,2,1170,874,0,1.0294
22107081,wies,1,687,565,0,1.0294
21147081,20t-100t,2,3145,3027,90,1.0294
21275084,20t-100t,2,2512,2477,154,1.0294
10277084,200t-500t,2,1715,2152,0,1.0294
22163084,wies,6,1629,1525,0,1.0294
12127081,wies,1,418,590,0,1.0294
12244081,wies,2,1967,1685,0,1.0294
22025084,wies,2,1073,1911,0,1.0294
11153081,20t-100t,3,2000,1117,0,1.0294
22083084,wies,3,2299,1132,89,1.0294
20025081,200t-500t,1,1189,1042,0,1.0294
20014081,500t+,3,2214,1206,0,1.0294
20153084,500t+,1,1412,804,0,1.0294
22029081,wies,2,2292,1522,0,1.0294
21285084,-20t,4,3363,3857,210,1.0294
10072084,100t-200t,2,4488,3566,0,1.0294
10093084,500t+,1,1607,1838,0,1.0294
20015084,500t+,1,861,843,0,1.0294
10157084,500t+,1,784,998,0,1.0294
20067081,500t+,1,1361,1872,0,1.0294
22160084,wies,2,912,1352,0,1.0294
21067084,100t-200t,2,2399,2185,178,1.0294
11074084,20t-100t,3,3533,3408,0,1.0294
10158081,500t+,1,872,1061,0,1.0294
11665081,20t-100t,5,3162,3000,73,1.0294
20106081,500t+,1,1297,1740,0,1.0294
10249081,200t-500t,2,2049,1774,0,1.0294
12182081,wies,2,1312,1550,0,1.0294
22001084,wies,1,1009,705,0,1.0294
21127084,200t-500t,3,2363,1721,0,1.0294
20029081,200t-500t,4,2063,1789,105,1.0294
11766084,100t-200t,1,780,1079,0,1.0294
22004084,wies,5,2455,2170,0,1.0294
21097081,-20t,1,470,499,0,1.0294
22027081,wies,2,1356,986,0,1.0294
11338081,200t-500t,2,1937,2323,74,1.0294
11144081,20t-100t,7,2779,3239,0,1.0294
10345084,500t+,1,1087,552,0,1.0294
10008081,500t+,1,1089,1055,0,1.0294
11559081,20t-100t,2,1829,1748,0,1.0294
22007084,wies,3,283,1465,0,1.0294
10264084,200t-500t,2,1843,1404,0,1.0294
21085084,20t-100t,2,2167,1252,0,1.0294
22051084,wies,2,1251,766,0,1.0294
20047081,200t-500t,2,1615,3543,77,1.0294
11678084,-20t,2,771,892,0,1.0294
20102084,500t+,2,1577,1459,0,1.0294
12366084,wies,3,273,778,164,1.0294
12291081,wies,3,3234,3366,101,1.0294
20071084,500t+,1,1246,1752,0,1.0294
21040084,100t-200t,2,1580,1732,54,1.0294
22093081,wies,2,1506,1142,0,1.0294
10329084,500t+,2,2035,2052,0,1.0294
12604081,wies,2,1037,1281,43,1.0294
20050084,200t-500t,2,1442,1468,0,1.0294
20015081,500t+,3,1329,1393,0,1.0294
21176081,20t-100t,2,2130,2655,49,1.0294
22047084,wies,2,1721,1305,0,1.0294
22002084,wies,2,976,923,68,1.0294
10187081,500t+,1,1559,1338,80,1.0294
21117084,-20t,2,2458,2113,0,1.0294
21086084,20t-100t,2,2675,2304,0,1.0294
21222084,20t-100t,8,3762,3233,0,1.0294
11330084,200t-500t,2,1158,1457,0,1.0294
21224084,20t-100t,3,1850,2032,0,1.0294
21068081,100t-200t,1,964,607,0,1.0294
21258081,-20t,2,1318,1221,0,1.0294
21026081,100t-200t,3,1170,1074,4,1.0294
22060084,wies,2,2420,2651,0,1.0294
20097081,500t+,2,6285,2789,0,1.0294
11580084,20t-100t,2,2479,2066,0,1.0294
22021084,wies,1,623,577,0,1.0294
22025081,wies,3,2111,1679,24,1.0294
10194081,500t+,3,2519,2378,0,1.0294
21157084,-20t,3,1200,880,0,1.0294
12195081,wies,2,1577,1488,0,1.0294
21028081,100t-200t,2,1709,1866,0,1.0294
21188081,-20t,1,780,543,0,1.0294
21140081,20t-100t,1,1196,1849,0,1.0294
12428084,wies,2,1967,2242,0,1.0294
10238081,200t-500t,2,1418,1890,0,1.0294
22144084,wies,2,1664,3743,41,1.0294
11045084,20t-100t,2,1158,1145,0,1.0294
21044081,200t-500t,3,917,846,0,1.0294
12417084,wies,5,1786,1537,0,1.0294
10265084,200t-500t,1,812,957,0,1.0294
11746081,20t-100t,3,1523,3799,0,1.0294
11271081,100t-200t,4,2392,2676,0,1.0294
22161084,wies,2,3273,2046,59,1.0294
10262084,200t-500t,2,4470,2564,0,1.0294
10167081,500t+,2,2331,1822,0,1.0294
12006084,wies,2,1957,1127,0,1.0294
12510081,wies,3,1824,2189,0,1.0294
21265081,-20t,1,1267,1335,0,1.0294
21127081,200t-500t,1,1003,1434,0,1.0294
21297081,100t-200t,2,2187,2138,0,1.0294
21077081,20t-100t,1,1942,2486,0,1.0294
12080081,wies,2,1168,741,0,1.0294
10249084,200t-500t,3,1248,968,0,1.0294
12301081,wies,3,1849,20164,117,1.0294
22023084,wies,2,1137,577,0,1.0294
12285081,wies,7,2893,2191,0,1.0294
11349081,20t-100t,2,3400,2828,0,1.0294
12165081,wies,2,1509,1115,0,1.0294
11407084,20t-100t,2,2225,2435,0,1.0294
20134081,200t-500t,3,2850,5200,0,1.0294
11287084,20t-100t,2,2622,2293,0,1.0294
20065084,500t+,1,816,794,0,1.0294
21090081,-20t,3,1553,1548,0,1.0294
12060081,wies,2,1520,1100,567,1.0294
22020081,wies,2,-43,811,0,1.0294
10076084,500t+,3,3633,2931,0,1.0294
20139081,200t-500t,2,1060,1059,0,1.0294
20152084,500t+,1,3246,688,0,1.0294
21171084,200t-500t,1,1790,1287,0,1.0294
22215084,wies,2,1736,1443,91,1.0294
22148084,wies,3,93,1993,43,1.0294
21244081,-20t,3,1420,1440,0,1.0294
22119084,wies,5,3036,2579,128,1.0294
10058084,200t-500t,1,1806,1117,0,1.0294
11530081,-20t,4,1925,1126,0,1.0294
22051081,wies,2,1322,1269,0,1.0294
12561084,wies,6,2745,2970,307,1.0294
21261081,100t-200t,4,1553,1045,0,1.0294
11660084,20t-100t,2,2476,1779,0,1.0294
22110081,wies,3,1914,561,0,1.0294
11741084,-20t,6,1532,3689,0,1.0294
21241081,20t-100t,2,1528,1898,0,1.0294
20030081,200t-500t,2,2024,1452,0,1.0294
20115081,500t+,4,3578,3196,0,1.0294
11739084,-20t,2,1706,1436,0,1.0294
12454081,wies,1,1603,1851,0,1.0294
10358084,200t-500t,2,1486,1926,0,1.0294
21008081,-20t,1,852,1816,0,1.0294
22125084,wies,2,3600,2929,0,1.0294
22171084,wies,1,658,871,0,1.0294
20018084,500t+,3,1984,2643,0,1.0294
22085084,wies,6,3384,5260,41,1.0294
12357084,wies,2,1470,896,0,1.0294
21263084,20t-100t,3,1373,1873,0,1.0294
22015084,wies,5,1904,2057,0,1.0294
11085084,20t-100t,3,2866,4040,0,1.0294
10252084,200t-500t,1,720,619,0,1.0294
22083081,wies,6,3332,2272,0,1.0294
22110084,wies,3,631,1964,0,1.0294
11290084,100t-200t,1,1165,1035,0,1.0294
21194081,20t-100t,2,1996,1521,0,1.0294
22072084,wies,3,857,1300,0,1.0294
21171081,200t-500t,1,1514,2137,0,1.0294
11594081,-20t,3,1613,1364,0,1.0294
11038081,100t-200t,1,1141,1031,0,1.0294
11021084,-20t,2,1460,1691,0,1.0294
22053081,wies,2,1408,1767,0,1.0294
12397084,wies,1,526,1113,0,1.0294
11156081,20t-100t,1,649,758,0,1.0294
10283081,200t-500t,2,3260,2514,7,1.0294
12438084,wies,1,1086,547,0,1.0294
12149081,wies,1,692,792,0,1.0294
10371081,200t-500t,1,1628,2708,0,1.0294
21226081,20t-100t,2,1070,810,0,1.0294
10171081,500t+,1,2511,2141,0,1.0294
12348084,wies,1,694,379,0,1.0294
21277084,-20t,2,1767,1441,0,1.0294
10218084,100t-200t,2,2284,2327,190,1.0294
10033081,200t-500t,1,888,877,0,1.0294
12523084,wies,5,2446,1767,146,1.0294
12054084,wies,4,1523,1097,0,1.0294
21144081,20t-100t,1,956,786,0,1.0294
11769084,100t-200t,1,920,790,0,1.0294
11648081,20t-100t,2,1243,1089,33,1.0294
11552081,20t-100t,2,1757,2474,0,1.0294
10180084,500t+,1,902,3849,0,1.0294
11512084,200t-500t,2,1688,1405,0,1.0294
21131084,20t-100t,2,1714,1610,0,1.0294
22010084,wies,2,1158,1043,0,1.0294
21284084,20t-100t,2,2464,2705,0,1.0294
22153081,wies,2,1322,1789,0,1.0294
11343084,100t-200t,1,840,898,0,1.0294
22154081,wies,2,879,1618,71,1.0294
21123084,100t-200t,2,2495,2404,0,1.0294
20088081,500t+,2,2691,2315,0,1.0294
22050084,wies,3,3120,2261,0,1.0294
22050081,wies,5,1435,1126,162,1.0294
22150081,wies,2,1157,1118,0,1.0294
11345084,100t-200t,2,1460,2912,0,1.0294
11284081,200t-500t,2,2676,2225,0,1.0294
22113084,wies,2,1025,989,0,1.0294
12430084,wies,2,1964,1277,0,1.0294
10344084,500t+,2,2120,1673,0,1.0294
20140081,200t-500t,2,1916,2157,0,1.0294
12499081,wies,3,1756,3885,0,1.0294
12154081,wies,1,694,690,0,1.0294
10204084,500t+,2,2143,1354,72,1.0294
22087084,wies,4,3319,2333,0,1.0294
11004084,-20t,6,1383,1804,0,1.0294
12425081,wies,3,1600,1057,0,1.0294
11518081,20t-100t,3,1831,1401,0,1.0294
22006081,wies,8,1418,2132,132,1.0294
10120081,500t+,2,2002,2459,0,1.0294
21194084,20t-100t,2,1636,1603,0,1.0294
21102081,20t-100t,1,2548,984,0,1.0294
10201084,500t+,2,2682,2804,0,1.0294
12432081,wies,1,1021,954,0,1.0294
22167084,wies,2,1694,2476,46,1.0294
22137084,wies,2,2126,1114,100,1.0294
20085081,500t+,2,3138,2186,0,1.0294
10034084,200t-500t,2,1467,1826,0,1.0294
10140081,500t+,1,960,1441,0,1.0294
11563084,20t-100t,1,876,1037,0,1.0294
20134084,200t-500t,2,1204,916,0,1.0294
11078084,100t-200t,1,1110,1087,0,1.0294
11522084,-20t,5,6512,5836,152,1.0294
20142084,500t+,1,643,791,0,1.0294
12603084,wies,2,1249,841,0,1.0294
21140084,20t-100t,5,2434,1916,0,1.0294
10097081,500t+,3,2428,1937,197,1.0294
22119081,wies,5,2798,1794,108,1.0294
22212084,wies,2,1108,889,0,1.0294
21065081,100t-200t,2,3371,3491,30,1.0294
11705081,200t-500t,1,1801,1544,0,1.0294
22064081,wies,1,1350,808,57,1.0294
21298081,20t-100t,3,3277,2133,234,1.0294
12236081,wies,5,1717,1375,0,1.0294
20033081,200t-500t,4,2530,2907,55,1.0294
21182084,-20t,1,886,796,0,1.0294
22146081,wies,3,1252,1007,14,1.0294
20120084,500t+,1,1264,1249,0,1.0294
21084081,20t-100t,2,1749,1141,104,1.0294
12070084,wies,2,1176,1359,0,1.0294
21128084,200t-500t,1,894,436,0,1.0294
20023081,100t-200t,4,2408,1971,144,1.0294
20061081,500t+,1,1479,1752,0,1.0294
12199081,wies,2,1738,1623,0,1.0294
11181081,-20t,2,2035,4065,0,1.0294
10116081,500t+,1,1809,1028,0,1.0294
21269084,-20t,2,1188,1085,0,1.0294
21187081,-20t,2,1850,1732,0,1.0294
21023084,20t-100t,2,1860,1339,0,1.0294
12587084,wies,1,1000,726,0,1.0294
10059084,200t-500t,1,1226,2467,0,1.0294
22035081,wies,1,680,486,0,1.0294
12023084,wies,3,1922,1945,0,1.0294
21036084,-20t,2,1539,1334,0,1.0294
11051081,20t-100t,3,2380,5017,0,1.0294
11645084,20t-100t,2,1875,2193,0,1.0294
20151084,500t+,1,1201,830,0,1.0294
21050081,20t-100t,2,1782,752,0,1.0294
21238084,200t-500t,2,899,679,0,1.0294
20032081,200t-500t,1,1477,3284,0,1.0294
12078081,wies,2,1022,1145,0,1.0294
12429084,wies,3,1709,1384,111,1.0294
11415084,20t-100t,2,2050,1881,0,1.0294
21200081,200t-500t,2,1300,1099,148,1.0294
21113084,-20t,1,926,800,0,1.0294
21252084,20t-100t,1,943,1597,0,1.0294
12077081,wies,2,624,1050,32,1.0294
12590081,wies,1,855,827,0,1.0294
20018081,500t+,1,1393,3050,0,1.0294
21114081,20t-100t,2,2267,1375,0,1.0294
12386084,wies,1,755,634,0,1.0294
11670081,20t-100t,2,1942,2216,0,1.0294
11110081,20t-100t,3,2593,2711,0,1.0294
21216081,200t-500t,2,1310,1061,0,1.0294
21208084,200t-500t,1,1216,746,0,1.0294
21001084,20t-100t,4,2529,2019,0,1.0294
21052084,20t-100t,2,3010,3682,0,1.0294
21261084,100t-200t,4,4021,2857,265,1.0294
22024084,wies,2,1480,1374,0,1.0294
20068084,500t+,2,1858,1454,0,1.0294
11041084,100t-200t,4,4262,3948,0,1.0294
22100081,wies,2,1671,1491,0,1.0294
11714081,100t-200t,4,1420,1999,63,1.0294
12586084,wies,2,1816,1671,0,1.0294
12361081,wies,4,1455,1690,0,1.0294
21180081,-20t,2,2444,1500,0,1.0294
11071081,-20t,1,694,673,0,1.0294
22134081,wies,2,1910,1741,0,1.0294
10104081,500t+,1,735,727,0,1.0294
21166081,20t-100t,2,1822,1303,0,1.0294
11297081,100t-200t,2,2270,2200,0,1.0294
12311081,wies,4,2127,2304,0,1.0294
22071084,wies,1,947,892,0,1.0294
21251084,20t-100t,2,1193,964,113,1.0294
20043081,200t-500t,2,1666,1642,0,1.0294
21011081,20t-100t,1,911,977,0,1.0294
10353084,200t-500t,2,2648,2333,0,1.0294
21010081,-20t,2,483,1249,0,1.0294
21295081,-20t,4,1581,1619,0,1.0294
20148084,500t+,2,3012,2720,0,1.0294
11323081,-20t,2,2000,924,0,1.0294
20028081,200t-500t,1,1256,1211,114,1.0294
20065081,500t+,2,2535,2307,0,1.0294
21144084,20t-100t,2,751,686,0,1.0294
11583081,20t-100t,1,754,637,0,1.0294
10237081,200t-500t,1,984,797,0,1.0294
22121084,wies,2,1966,1087,92,1.0294
10080084,500t+,2,845,911,0,1.0294
21248081,20t-100t,2,1915,1323,17,1.0294
10026084,200t-500t,2,1714,1937,0,1.0294
11697084,100t-200t,3,2710,2583,0,1.0294
21201081,200t-500t,2,1598,1548,0,1.0294
20132084,200t-500t,1,708,714,0,1.0294
