"mode","income","alt","price","catch","chid","idx.chid","idx.alt"
FALSE, 7083.3317,"boat",100.332,0.1643, 617, 617,boat
FALSE, 7083.3317,"charter",129.332,0.5391, 617, 617,charter
TRUE, 7083.3317,"pier", 22.296,0.0789, 617, 617,pier
FALSE,12499.9980,"beach",581.072,0.5333, 618, 618,beach
TRUE,12499.9980,"boat", 37.896,0.2413, 618, 618,boat
FALSE,12499.9980,"charter", 72.896,1.0266, 618, 618,charter
FALSE,12499.9980,"pier",581.072,0.4522, 618, 618,pier
FALSE, 3749.9999,"beach", 67.712,0.1049, 619, 619,beach
TRUE, 3749.9999,"boat", 12.696,0.1574, 619, 619,boat
FALSE, 3749.9999,"charter", 36.696,0.4671, 619, 619,charter
FALSE, 3749.9999,"pier", 67.712,0.0451, 619, 619,pier
FALSE, 5416.6667,"beach", 93.312,0.1049, 620, 620,beach
TRUE, 5416.6667,"boat", 17.496,0.0238, 620, 620,boat
FALSE, 5416.6667,"charter", 41.496,0.0468, 620, 620,charter
FALSE, 5416.6667,"pier", 93.312,0.0451, 620, 620,pier
TRUE, 5416.6667,"beach", 93.312,0.2537, 621, 621,beach
FALSE, 5416.6667,"boat", 93.312,0.0233, 621, 621,boat
FALSE, 5416.6667,"charter",111.812,0.0219, 621, 621,charter
FALSE, 5416.6667,"pier", 93.312,0.1498, 621, 621,pier
FALSE, 3749.9999,"beach",220.064,0.5333, 622, 622,beach
FALSE, 3749.9999,"boat", 24.334,0.0156, 622, 622,boat
TRUE, 3749.9999,"charter", 59.334,0.0058, 622, 622,charter
FALSE, 3749.9999,"pier",220.064,0.4522, 622, 622,pier
FALSE, 2916.6666,"beach",178.464,0.5333, 623, 623,beach
FALSE, 2916.6666,"boat", 19.734,0.2413, 623, 623,boat
TRUE, 2916.6666,"charter", 54.734,1.0266, 623, 623,charter
FALSE, 2916.6666,"pier",178.464,0.4522, 623, 623,pier
FALSE,12499.9980,"beach",265.272,0.1049, 624, 624,beach
TRUE,12499.9980,"boat", 72.634,0.1574, 624, 624,boat
FALSE,12499.9980,"charter", 96.634,0.4671, 624, 624,charter
FALSE,12499.9980,"pier",265.272,0.0451, 624, 624,pier
FALSE, 9583.3357,"beach", 56.534,0.0678, 625, 625,beach
FALSE, 9583.3357,"boat", 73.740,0.1643, 625, 625,boat
FALSE, 9583.3357,"charter",102.740,0.5391, 625, 625,charter
TRUE, 9583.3357,"pier", 56.534,0.0789, 625, 625,pier
FALSE, 5416.6667,"beach",122.472,0.1049, 626, 626,beach
FALSE, 5416.6667,"boat", 33.534,0.0238, 626, 626,boat
TRUE, 5416.6667,"charter", 57.534,0.0468, 626, 626,charter
FALSE, 5416.6667,"pier",122.472,0.0451, 626, 626,pier
TRUE, 2083.3332,"beach", 15.134,0.0678, 627, 627,beach
FALSE, 2083.3332,"boat", 19.740,0.1643, 627, 627,boat
FALSE, 2083.3332,"charter", 48.740,0.5391, 627, 627,charter
FALSE, 2083.3332,"pier", 15.134,0.0789, 627, 627,pier
FALSE, 4583.3320,"beach",261.664,0.5333, 628, 628,beach
TRUE, 4583.3320,"boat", 28.934,0.0361, 628, 628,boat
FALSE, 4583.3320,"charter", 63.934,0.4216, 628, 628,charter
FALSE, 4583.3320,"pier",261.664,0.0069, 628, 628,pier
TRUE, 7083.3317,"beach", 42.734,0.0678, 629, 629,beach
FALSE, 7083.3317,"boat", 55.740,0.1643, 629, 629,boat
FALSE, 7083.3317,"charter", 84.740,0.5391, 629, 629,charter
FALSE, 7083.3317,"pier", 42.734,0.0789, 629, 629,pier
FALSE, 8750.0010,"beach",189.672,0.1049, 630, 630,beach
TRUE, 8750.0010,"boat", 51.934,0.0023, 630, 630,boat
FALSE, 8750.0010,"charter", 75.934,0.0046, 630, 630,charter
FALSE, 8750.0010,"pier",189.672,0.0451, 630, 630,pier
FALSE, 6250.0013,"beach",344.864,0.5333, 631, 631,beach
TRUE, 6250.0013,"boat", 38.134,0.2413, 631, 631,boat
FALSE, 6250.0013,"charter", 73.134,1.0266, 631, 631,charter
FALSE, 6250.0013,"pier",344.864,0.4522, 631, 631,pier
FALSE, 2916.6666,"beach", 54.912,0.1049, 632, 632,beach
TRUE, 2916.6666,"boat", 10.296,0.0023, 632, 632,boat
FALSE, 2916.6666,"charter", 34.296,0.0046, 632, 632,charter
FALSE, 2916.6666,"pier", 54.912,0.0451, 632, 632,pier
FALSE, 2916.6666,"beach",157.872,0.5333, 633, 633,beach
TRUE, 2916.6666,"boat", 10.296,0.0361, 633, 633,boat
FALSE, 2916.6666,"charter", 45.296,0.4216, 633, 633,charter
FALSE, 2916.6666,"pier",157.872,0.0069, 633, 633,pier
FALSE, 8750.0010,"beach",415.472,0.5333, 634, 634,beach
FALSE, 8750.0010,"boat", 27.096,0.0361, 634, 634,boat
TRUE, 8750.0010,"charter", 62.096,0.4216, 634, 634,charter
FALSE, 8750.0010,"pier",415.472,0.0069, 634, 634,pier
FALSE,12499.9980,"beach",581.072,0.5333, 635, 635,beach
TRUE,12499.9980,"boat", 37.896,0.0156, 635, 635,boat
FALSE,12499.9980,"charter", 72.896,0.0058, 635, 635,charter
FALSE,12499.9980,"pier",581.072,0.4522, 635, 635,pier
FALSE, 7916.6663,"beach",378.672,0.5333, 636, 636,beach
FALSE, 7916.6663,"boat", 24.696,0.1665, 636, 636,boat
TRUE, 7916.6663,"charter", 59.696,0.3975, 636, 636,charter
FALSE, 7916.6663,"pier",378.672,0.4522, 636, 636,pier
FALSE, 6250.0013,"beach", 19.896,0.0678, 637, 637,beach
TRUE, 6250.0013,"boat",106.112,0.0108, 637, 637,boat
FALSE, 6250.0013,"charter",141.112,0.2377, 637, 637,charter
FALSE, 6250.0013,"pier", 19.896,0.0025, 637, 637,pier
FALSE, 3749.9999,"beach", 67.712,0.1049, 638, 638,beach
FALSE, 3749.9999,"boat", 12.696,0.0238, 638, 638,boat
TRUE, 3749.9999,"charter", 36.696,0.0468, 638, 638,charter
FALSE, 3749.9999,"pier", 67.712,0.0451, 638, 638,pier
FALSE, 5416.6667,"beach", 17.496,0.0678, 639, 639,beach
FALSE, 5416.6667,"boat", 78.732,0.0499, 639, 639,boat
FALSE, 5416.6667,"charter",107.732,0.2421, 639, 639,charter
TRUE, 5416.6667,"pier", 17.496,0.0025, 639, 639,pier
FALSE, 9583.3357,"beach",452.272,0.5333, 640, 640,beach
TRUE, 9583.3357,"boat", 29.496,0.2413, 640, 640,boat
FALSE, 9583.3357,"charter", 64.496,1.0266, 640, 640,charter
FALSE, 9583.3357,"pier",452.272,0.4522, 640, 640,pier
FALSE, 5416.6667,"beach", 93.312,0.1049, 641, 641,beach
FALSE, 5416.6667,"boat", 17.496,0.0613, 641, 641,boat
TRUE, 5416.6667,"charter", 41.496,0.3087, 641, 641,charter
FALSE, 5416.6667,"pier", 93.312,0.0079, 641, 641,pier
FALSE, 3749.9999,"beach", 12.696,0.0678, 642, 642,beach
FALSE, 3749.9999,"boat", 57.132,0.1643, 642, 642,boat
FALSE, 3749.9999,"charter", 86.132,0.5391, 642, 642,charter
TRUE, 3749.9999,"pier", 12.696,0.0789, 642, 642,pier
FALSE,12499.9980,"beach",202.112,0.1049, 643, 643,beach
TRUE,12499.9980,"boat", 37.896,0.0023, 643, 643,boat
FALSE,12499.9980,"charter", 61.896,0.0046, 643, 643,charter
FALSE,12499.9980,"pier",202.112,0.0451, 643, 643,pier
FALSE,10416.6660,"beach",489.072,0.5333, 644, 644,beach
FALSE,10416.6660,"boat", 31.896,0.2413, 644, 644,boat
TRUE,10416.6660,"charter", 66.896,1.0266, 644, 644,charter
FALSE,10416.6660,"pier",489.072,0.4522, 644, 644,pier
FALSE, 2916.6666,"beach", 54.912,0.1049, 645, 645,beach
TRUE, 2916.6666,"boat", 10.296,0.0613, 645, 645,boat
FALSE, 2916.6666,"charter", 34.296,0.3087, 645, 645,charter
FALSE, 2916.6666,"pier", 54.912,0.0079, 645, 645,pier
FALSE, 1249.9998,"beach",  5.496,0.0678, 646, 646,beach
FALSE, 1249.9998,"boat", 24.732,0.0499, 646, 646,boat
FALSE, 1249.9998,"charter", 53.732,0.2421, 646, 646,charter
TRUE, 1249.9998,"pier",  5.496,0.0025, 646, 646,pier
FALSE, 2916.6666,"beach", 10.296,0.0678, 647, 647,beach
FALSE, 2916.6666,"boat", 54.912,0.0897, 647, 647,boat
TRUE, 2916.6666,"charter", 89.912,1.0905, 647, 647,charter
FALSE, 2916.6666,"pier", 10.296,0.0789, 647, 647,pier
FALSE, 3749.9999,"beach", 12.696,0.0678, 648, 648,beach
TRUE, 3749.9999,"boat", 67.712,0.0102, 648, 648,boat
FALSE, 3749.9999,"charter",102.712,0.0209, 648, 648,charter
FALSE, 3749.9999,"pier", 12.696,0.0789, 648, 648,pier
FALSE, 4583.3320,"beach",231.472,0.5333, 649, 649,beach
FALSE, 4583.3320,"boat", 15.096,0.0361, 649, 649,boat
TRUE, 4583.3320,"charter", 50.096,0.4216, 649, 649,charter
FALSE, 4583.3320,"pier",231.472,0.0069, 649, 649,pier
TRUE, 2916.6666,"beach", 10.296,0.0678, 650, 650,beach
FALSE, 2916.6666,"boat", 46.332,0.1643, 650, 650,boat
FALSE, 2916.6666,"charter", 75.332,0.5391, 650, 650,charter
FALSE, 2916.6666,"pier", 10.296,0.0789, 650, 650,pier
FALSE, 2083.3332,"beach", 42.112,0.1049, 651, 651,beach
TRUE, 2083.3332,"boat",  7.896,0.1574, 651, 651,boat
FALSE, 2083.3332,"charter", 31.896,0.4671, 651, 651,charter
FALSE, 2083.3332,"pier", 42.112,0.0451, 651, 651,pier
FALSE, 4583.3320,"beach",231.472,0.5333, 652, 652,beach
FALSE, 4583.3320,"boat", 15.096,0.1665, 652, 652,boat
TRUE, 4583.3320,"charter", 50.096,0.3975, 652, 652,charter
FALSE, 4583.3320,"pier",231.472,0.4522, 652, 652,pier
FALSE, 2083.3332,"beach",121.072,0.5333, 653, 653,beach
FALSE, 2083.3332,"boat",  7.896,0.0361, 653, 653,boat
TRUE, 2083.3332,"charter", 42.896,0.4216, 653, 653,charter
FALSE, 2083.3332,"pier",121.072,0.0069, 653, 653,pier
FALSE, 4583.3320,"beach",231.472,0.5333, 654, 654,beach
TRUE, 4583.3320,"boat", 15.096,0.0156, 654, 654,boat
FALSE, 4583.3320,"charter", 50.096,0.0058, 654, 654,charter
FALSE, 4583.3320,"pier",231.472,0.4522, 654, 654,pier
FALSE, 2916.6666,"beach", 10.296,0.0678, 655, 655,beach
FALSE, 2916.6666,"boat", 46.332,0.1643, 655, 655,boat
FALSE, 2916.6666,"charter", 75.332,0.5391, 655, 655,charter
TRUE, 2916.6666,"pier", 10.296,0.0789, 655, 655,pier
TRUE, 1249.9998,"beach",  5.496,0.0678, 656, 656,beach
FALSE, 1249.9998,"boat", 24.732,0.1643, 656, 656,boat
FALSE, 1249.9998,"charter", 53.732,0.5391, 656, 656,charter
FALSE, 1249.9998,"pier",  5.496,0.0789, 656, 656,pier
FALSE,12499.9980,"beach",202.112,0.1049, 657, 657,beach
TRUE,12499.9980,"boat", 37.896,0.0238, 657, 657,boat
FALSE,12499.9980,"charter", 61.896,0.0468, 657, 657,charter
FALSE,12499.9980,"pier",202.112,0.0451, 657, 657,pier
FALSE, 5416.6667,"beach", 78.732,0.0678, 658, 658,beach
FALSE, 5416.6667,"boat", 78.732,0.2601, 658, 658,boat
FALSE, 5416.6667,"charter",103.732,0.5391, 658, 658,charter
TRUE, 5416.6667,"pier", 78.732,0.0503, 658, 658,pier
FALSE, 5416.6667,"beach",268.272,0.5333, 659, 659,beach
TRUE, 5416.6667,"boat", 17.496,0.2413, 659, 659,boat
FALSE, 5416.6667,"charter", 52.496,1.0266, 659, 659,charter
FALSE, 5416.6667,"pier",268.272,0.4522, 659, 659,pier
TRUE, 2083.3332,"beach",  9.870,0.2537, 660, 660,beach
FALSE, 2083.3332,"boat", 32.900,0.2339, 660, 660,boat
FALSE, 2083.3332,"charter", 51.400,0.6288, 660, 660,charter
FALSE, 2083.3332,"pier",  9.870,0.1498, 660, 660,pier
FALSE, 9583.3357,"beach", 36.870,0.2537, 661, 661,beach
FALSE, 9583.3357,"boat",122.900,0.2339, 661, 661,boat
FALSE, 9583.3357,"charter",141.400,0.6288, 661, 661,charter
TRUE, 9583.3357,"pier", 36.870,0.1498, 661, 661,pier
FALSE,10416.6660,"beach",276.432,0.5333, 662, 662,beach
FALSE,10416.6660,"boat",212.640,0.0361, 662, 662,boat
TRUE,10416.6660,"charter",247.640,0.4216, 662, 662,charter
FALSE,10416.6660,"pier",276.432,0.0069, 662, 662,pier
FALSE, 2083.3332,"beach",100.016,0.0678, 663, 663,beach
FALSE, 2083.3332,"boat",  9.870,0.0732, 663, 663,boat
TRUE, 2083.3332,"charter", 39.370,0.1726, 663, 663,charter
FALSE, 2083.3332,"pier",100.016,0.0052, 663, 663,pier
FALSE, 7083.3317,"beach",193.232,0.5333, 664, 664,beach
FALSE, 7083.3317,"boat",148.640,0.2413, 664, 664,boat
TRUE, 7083.3317,"charter",183.640,1.0266, 664, 664,charter
FALSE, 7083.3317,"pier",193.232,0.4522, 664, 664,pier
FALSE, 2083.3332,"beach", 52.640,0.0678, 665, 665,beach
TRUE, 2083.3332,"boat",  9.870,0.0102, 665, 665,boat
FALSE, 2083.3332,"charter", 44.870,0.0209, 665, 665,charter
FALSE, 2083.3332,"pier", 52.640,0.0789, 665, 665,pier
FALSE, 4583.3320,"beach",191.216,0.0678, 666, 666,beach
TRUE, 4583.3320,"boat", 18.870,0.0143, 666, 666,boat
FALSE, 4583.3320,"charter", 48.370,0.0289, 666, 666,charter
FALSE, 4583.3320,"pier",191.216,0.0503, 666, 666,pier
TRUE,12499.9980,"beach", 47.370,0.2537, 667, 667,beach
FALSE,12499.9980,"boat",157.900,0.0233, 667, 667,boat
FALSE,12499.9980,"charter",176.400,0.0219, 667, 667,charter
FALSE,12499.9980,"pier", 47.370,0.1498, 667, 667,pier
FALSE, 2916.6666,"beach", 68.640,0.0678, 668, 668,beach
FALSE, 2916.6666,"boat", 12.870,0.0897, 668, 668,boat
TRUE, 2916.6666,"charter", 47.870,1.0905, 668, 668,charter
FALSE, 2916.6666,"pier", 68.640,0.0789, 668, 668,pier
FALSE,12499.9980,"beach",252.640,0.0678, 669, 669,beach
TRUE,12499.9980,"boat", 47.370,0.0102, 669, 669,boat
FALSE,12499.9980,"charter", 82.370,0.0209, 669, 669,charter
FALSE,12499.9980,"pier",252.640,0.0789, 669, 669,pier
FALSE, 4583.3320,"beach",191.216,0.0678, 670, 670,beach
TRUE, 4583.3320,"boat", 18.870,0.0143, 670, 670,boat
FALSE, 4583.3320,"charter", 48.370,0.0289, 670, 670,charter
FALSE, 4583.3320,"pier",191.216,0.0503, 670, 670,pier
FALSE, 2916.6666,"beach", 68.640,0.0678, 671, 671,beach
TRUE, 2916.6666,"boat", 12.870,0.0108, 671, 671,boat
FALSE, 2916.6666,"charter", 47.870,0.2377, 671, 671,charter
FALSE, 2916.6666,"pier", 68.640,0.0025, 671, 671,pier
FALSE, 3749.9999,"beach",160.816,0.0678, 672, 672,beach
TRUE, 3749.9999,"boat", 15.870,0.0143, 672, 672,boat
FALSE, 3749.9999,"charter", 45.370,0.0289, 672, 672,charter
FALSE, 3749.9999,"pier",160.816,0.0503, 672, 672,pier
FALSE, 7083.3317,"beach",148.640,0.0678, 673, 673,beach
TRUE, 7083.3317,"boat", 27.870,0.0559, 673, 673,boat
FALSE, 7083.3317,"charter", 62.870,0.6456, 673, 673,charter
FALSE, 7083.3317,"pier",148.640,0.0789, 673, 673,pier
FALSE, 3749.9999,"beach", 84.640,0.0678, 674, 674,beach
TRUE, 3749.9999,"boat", 15.870,0.0102, 674, 674,boat
FALSE, 3749.9999,"charter", 50.870,0.0209, 674, 674,charter
FALSE, 3749.9999,"pier", 84.640,0.0789, 674, 674,pier
FALSE, 8750.0010,"beach",180.640,0.0678, 675, 675,beach
FALSE, 8750.0010,"boat", 33.870,0.0102, 675, 675,boat
TRUE, 8750.0010,"charter", 68.870,0.0209, 675, 675,charter
FALSE, 8750.0010,"pier",180.640,0.0789, 675, 675,pier
TRUE, 2083.3332,"beach",  9.870,0.2537, 676, 676,beach
FALSE, 2083.3332,"boat", 32.900,0.2339, 676, 676,boat
FALSE, 2083.3332,"charter", 51.400,0.6288, 676, 676,charter
FALSE, 2083.3332,"pier",  9.870,0.1498, 676, 676,pier
FALSE, 4583.3320,"beach",100.640,0.0678, 677, 677,beach
FALSE, 4583.3320,"boat", 18.870,0.0897, 677, 677,boat
TRUE, 4583.3320,"charter", 53.870,1.0905, 677, 677,charter
FALSE, 4583.3320,"pier",100.640,0.0789, 677, 677,pier
FALSE, 7083.3317,"beach",148.640,0.0678, 678, 678,beach
TRUE, 7083.3317,"boat", 27.870,0.0102, 678, 678,boat
FALSE, 7083.3317,"charter", 62.870,0.0209, 678, 678,charter
FALSE, 7083.3317,"pier",148.640,0.0789, 678, 678,pier
FALSE, 7083.3317,"beach",148.640,0.0678, 679, 679,beach
TRUE, 7083.3317,"boat", 27.870,0.0102, 679, 679,boat
FALSE, 7083.3317,"charter", 62.870,0.0209, 679, 679,charter
FALSE, 7083.3317,"pier",148.640,0.0789, 679, 679,pier
FALSE, 4583.3320,"beach",191.216,0.0678, 680, 680,beach
TRUE, 4583.3320,"boat", 18.870,0.0143, 680, 680,boat
FALSE, 4583.3320,"charter", 48.370,0.0289, 680, 680,charter
FALSE, 4583.3320,"pier",191.216,0.0503, 680, 680,pier
FALSE, 2916.6666,"beach", 68.640,0.0678, 681, 681,beach
FALSE, 2916.6666,"boat", 12.870,0.0108, 681, 681,boat
TRUE, 2916.6666,"charter", 47.870,0.2377, 681, 681,charter
FALSE, 2916.6666,"pier", 68.640,0.0025, 681, 681,pier
FALSE, 4583.3320,"beach",100.640,0.0678, 682, 682,beach
TRUE, 4583.3320,"boat", 18.870,0.0102, 682, 682,boat
FALSE, 4583.3320,"charter", 53.870,0.0209, 682, 682,charter
FALSE, 4583.3320,"pier",100.640,0.0789, 682, 682,pier
FALSE, 4583.3320,"beach",191.216,0.0678, 683, 683,beach
TRUE, 4583.3320,"boat", 18.870,0.0143, 683, 683,boat
FALSE, 4583.3320,"charter", 48.370,0.0289, 683, 683,charter
FALSE, 4583.3320,"pier",191.216,0.0503, 683, 683,pier
FALSE, 6250.0013,"beach",132.640,0.0678, 684, 684,beach
FALSE, 6250.0013,"boat", 24.870,0.0897, 684, 684,boat
TRUE, 6250.0013,"charter", 59.870,1.0905, 684, 684,charter
FALSE, 6250.0013,"pier",132.640,0.0789, 684, 684,pier
FALSE, 1249.9998,"beach", 36.640,0.0678, 685, 685,beach
FALSE, 1249.9998,"boat",  6.870,0.0559, 685, 685,boat
TRUE, 1249.9998,"charter", 41.870,0.6456, 685, 685,charter
FALSE, 1249.9998,"pier", 36.640,0.0789, 685, 685,pier
FALSE, 2083.3332,"beach", 52.640,0.0678, 686, 686,beach
FALSE, 2083.3332,"boat",  9.870,0.0102, 686, 686,boat
TRUE, 2083.3332,"charter", 44.870,0.0209, 686, 686,charter
FALSE, 2083.3332,"pier", 52.640,0.0789, 686, 686,pier
TRUE, 2916.6666,"beach", 12.870,0.2537, 687, 687,beach
FALSE, 2916.6666,"boat", 42.900,0.2339, 687, 687,boat
FALSE, 2916.6666,"charter", 61.400,0.6288, 687, 687,charter
FALSE, 2916.6666,"pier", 12.870,0.1498, 687, 687,pier
FALSE,12499.9980,"beach", 47.370,0.2537, 688, 688,beach
FALSE,12499.9980,"boat",157.900,0.2339, 688, 688,boat
FALSE,12499.9980,"charter",176.400,0.6288, 688, 688,charter
TRUE,12499.9980,"pier", 47.370,0.1498, 688, 688,pier
TRUE, 7083.3317,"beach", 27.870,0.2537, 689, 689,beach
FALSE, 7083.3317,"boat", 92.900,0.2339, 689, 689,boat
FALSE, 7083.3317,"charter",111.400,0.6288, 689, 689,charter
FALSE, 7083.3317,"pier", 27.870,0.1498, 689, 689,pier
FALSE, 4583.3320,"beach", 18.870,0.2537, 690, 690,beach
FALSE, 4583.3320,"boat", 62.900,0.2339, 690, 690,boat
FALSE, 4583.3320,"charter", 81.400,0.6288, 690, 690,charter
TRUE, 4583.3320,"pier", 18.870,0.1498, 690, 690,pier
FALSE, 3749.9999,"beach",160.816,0.0678, 691, 691,beach
FALSE, 3749.9999,"boat", 15.870,0.0016, 691, 691,boat
TRUE, 3749.9999,"charter", 45.370,0.1176, 691, 691,charter
FALSE, 3749.9999,"pier",160.816,0.0503, 691, 691,pier
FALSE, 7916.6663,"beach",164.640,0.0678, 692, 692,beach
FALSE, 7916.6663,"boat", 30.870,0.0897, 692, 692,boat
TRUE, 7916.6663,"charter", 65.870,1.0905, 692, 692,charter
FALSE, 7916.6663,"pier",164.640,0.0789, 692, 692,pier
FALSE, 4583.3320,"beach",191.216,0.0678, 693, 693,beach
TRUE, 4583.3320,"boat", 18.870,0.0143, 693, 693,boat
FALSE, 4583.3320,"charter", 48.370,0.0289, 693, 693,charter
FALSE, 4583.3320,"pier",191.216,0.0503, 693, 693,pier
FALSE, 3749.9999,"beach", 84.640,0.0678, 694, 694,beach
TRUE, 3749.9999,"boat", 15.870,0.0102, 694, 694,boat
FALSE, 3749.9999,"charter", 50.870,0.0209, 694, 694,charter
FALSE, 3749.9999,"pier", 84.640,0.0789, 694, 694,pier
FALSE, 6250.0013,"beach", 24.870,0.2537, 695, 695,beach
FALSE, 6250.0013,"boat",172.432,0.6817, 695, 695,boat
TRUE, 6250.0013,"charter",197.432,2.3014, 695, 695,charter
FALSE, 6250.0013,"pier", 24.870,0.1498, 695, 695,pier
TRUE, 2916.6666,"beach", 12.870,0.2537, 696, 696,beach
FALSE, 2916.6666,"boat", 42.900,0.0082, 696, 696,boat
FALSE, 2916.6666,"charter", 61.400,0.0044, 696, 696,charter
FALSE, 2916.6666,"pier", 12.870,0.1498, 696, 696,pier
FALSE, 5416.6667,"beach",116.640,0.0678, 697, 697,beach
TRUE, 5416.6667,"boat", 21.870,0.0897, 697, 697,boat
FALSE, 5416.6667,"charter", 56.870,1.0905, 697, 697,charter
FALSE, 5416.6667,"pier",116.640,0.0789, 697, 697,pier
FALSE, 8750.0010,"beach", 33.870,0.2537, 698, 698,beach
FALSE, 8750.0010,"boat",112.900,0.2339, 698, 698,boat
FALSE, 8750.0010,"charter",131.400,0.6288, 698, 698,charter
TRUE, 8750.0010,"pier", 33.870,0.1498, 698, 698,pier
FALSE, 6250.0013,"beach",252.016,0.0678, 699, 699,beach
TRUE, 6250.0013,"boat", 24.870,0.0016, 699, 699,boat
FALSE, 6250.0013,"charter", 54.370,0.1176, 699, 699,charter
FALSE, 6250.0013,"pier",252.016,0.0503, 699, 699,pier
FALSE, 6250.0013,"beach",252.016,0.0678, 700, 700,beach
TRUE, 6250.0013,"boat", 24.870,0.0143, 700, 700,boat
FALSE, 6250.0013,"charter", 54.370,0.0289, 700, 700,charter
FALSE, 6250.0013,"pier",252.016,0.0503, 700, 700,pier
FALSE, 6250.0013,"beach", 24.870,0.2537, 701, 701,beach
FALSE, 6250.0013,"boat", 82.900,0.2339, 701, 701,boat
FALSE, 6250.0013,"charter",101.400,0.6288, 701, 701,charter
TRUE, 6250.0013,"pier", 24.870,0.1498, 701, 701,pier
FALSE, 4583.3320,"beach",100.640,0.0678, 702, 702,beach
TRUE, 4583.3320,"boat", 18.870,0.0559, 702, 702,boat
FALSE, 4583.3320,"charter", 53.870,0.6456, 702, 702,charter
FALSE, 4583.3320,"pier",100.640,0.0789, 702, 702,pier
FALSE, 4583.3320,"beach",100.640,0.0678, 703, 703,beach
FALSE, 4583.3320,"boat", 18.870,0.0559, 703, 703,boat
TRUE, 4583.3320,"charter", 53.870,0.6456, 703, 703,charter
FALSE, 4583.3320,"pier",100.640,0.0789, 703, 703,pier
FALSE, 4583.3320,"beach",100.640,0.0678, 704, 704,beach
TRUE, 4583.3320,"boat", 18.870,0.0559, 704, 704,boat
FALSE, 4583.3320,"charter", 53.870,0.6456, 704, 704,charter
FALSE, 4583.3320,"pier",100.640,0.0789, 704, 704,pier
FALSE, 1249.9998,"beach",  6.870,0.2537, 705, 705,beach
FALSE, 1249.9998,"boat", 22.900,0.0233, 705, 705,boat
FALSE, 1249.9998,"charter", 41.400,0.0219, 705, 705,charter
TRUE, 1249.9998,"pier",  6.870,0.1498, 705, 705,pier
FALSE, 3749.9999,"beach", 15.870,0.2537, 706, 706,beach
FALSE, 3749.9999,"boat", 68.770,0.0233, 706, 706,boat
FALSE, 3749.9999,"charter", 87.270,0.0219, 706, 706,charter
TRUE, 3749.9999,"pier", 15.870,0.1498, 706, 706,pier
FALSE, 4583.3320,"beach",221.408,0.0678, 707, 707,beach
TRUE, 4583.3320,"boat", 18.870,0.0143, 707, 707,boat
FALSE, 4583.3320,"charter", 48.370,0.0289, 707, 707,charter
FALSE, 4583.3320,"pier",221.408,0.0503, 707, 707,pier
TRUE, 7083.3317,"beach", 27.870,0.2537, 708, 708,beach
FALSE, 7083.3317,"boat",120.770,0.0233, 708, 708,boat
FALSE, 7083.3317,"charter",139.270,0.0219, 708, 708,charter
FALSE, 7083.3317,"pier", 27.870,0.1498, 708, 708,pier
TRUE, 2083.3332,"beach",  9.870,0.2537, 709, 709,beach
FALSE, 2083.3332,"boat", 42.770,0.0233, 709, 709,boat
FALSE, 2083.3332,"charter", 61.270,0.0219, 709, 709,charter
FALSE, 2083.3332,"pier",  9.870,0.1498, 709, 709,pier
FALSE, 2083.3332,"beach",  9.870,0.2537, 710, 710,beach
FALSE, 2083.3332,"boat", 42.770,0.2339, 710, 710,boat
FALSE, 2083.3332,"charter", 61.270,0.6288, 710, 710,charter
TRUE, 2083.3332,"pier",  9.870,0.1498, 710, 710,pier
FALSE, 3749.9999,"beach", 15.870,0.2537, 711, 711,beach
FALSE, 3749.9999,"boat", 68.770,0.0233, 711, 711,boat
FALSE, 3749.9999,"charter", 87.270,0.0219, 711, 711,charter
TRUE, 3749.9999,"pier", 15.870,0.1498, 711, 711,pier
TRUE, 4583.3320,"beach", 18.870,0.2537, 712, 712,beach
FALSE, 4583.3320,"boat", 81.770,0.2339, 712, 712,boat
FALSE, 4583.3320,"charter",100.270,0.6288, 712, 712,charter
FALSE, 4583.3320,"pier", 18.870,0.1498, 712, 712,pier
FALSE, 5416.6667,"beach",116.640,0.0678, 713, 713,beach
FALSE, 5416.6667,"boat", 21.870,0.0102, 713, 713,boat
TRUE, 5416.6667,"charter", 56.870,0.0209, 713, 713,charter
FALSE, 5416.6667,"pier",116.640,0.0789, 713, 713,pier
TRUE, 5416.6667,"beach", 21.870,0.2537, 714, 714,beach
FALSE, 5416.6667,"boat", 72.900,0.2339, 714, 714,boat
FALSE, 5416.6667,"charter", 91.400,0.6288, 714, 714,charter
FALSE, 5416.6667,"pier", 21.870,0.1498, 714, 714,pier
FALSE, 2916.6666,"beach", 12.870,0.2537, 715, 715,beach
FALSE, 2916.6666,"boat", 42.900,0.2339, 715, 715,boat
FALSE, 2916.6666,"charter", 61.400,0.6288, 715, 715,charter
TRUE, 2916.6666,"pier", 12.870,0.1498, 715, 715,pier
FALSE, 2916.6666,"beach", 12.870,0.2537, 716, 716,beach
FALSE, 2916.6666,"boat", 42.900,0.0233, 716, 716,boat
FALSE, 2916.6666,"charter", 61.400,0.0219, 716, 716,charter
TRUE, 2916.6666,"pier", 12.870,0.1498, 716, 716,pier
FALSE, 5416.6667,"beach",116.640,0.0678, 717, 717,beach
FALSE, 5416.6667,"boat", 21.870,0.0897, 717, 717,boat
TRUE, 5416.6667,"charter", 56.870,1.0905, 717, 717,charter
FALSE, 5416.6667,"pier",116.640,0.0789, 717, 717,pier
