mode,price,crate,dbeach,dpier,dprivate,dcharter,pbeach,ppier,pprivate,pcharter,qbeach,qpier,qprivate,qcharter,income
charter,335.314,1.0266,0,0,0,1,578.04797,578.04797,300.314,335.314,.53329998,.4522,.2413,1.0266,8.750001
charter,138.114,.46709999,0,0,0,1,138.996,138.996,114.114,138.114,.1049,.0451,.1574,.46709999,2.9166665
charter,77.900002,.42160001,0,0,0,1,197.34,197.34,42.900002,77.900002,.53329998,.0068999999,.0361,.42160001,2.9166665
private,68.769997,.0156,0,0,1,0,233.81799,233.81799,68.769997,103.77,.53329998,.4522,.0156,.0057999999,3.75
charter,158.77,.2421,0,0,0,1,133.77,133.77,133.77,158.77,.0678,.0052,.14910001,.2421,7.9166665
pier,94.769997,.078900002,0,1,0,0,94.769997,94.769997,94.769997,123.77,.0678,.078900002,.16429999,.53909999,5.4166665
charter,158.77,.0029,0,0,0,1,133.77,133.77,133.77,158.77,.0678,.050299998,.0276,.0029,7.9166665
private,81.769997,.061299998,0,0,1,0,127.058,127.058,81.769997,105.77,.1049,.0078999996,.061299998,.3087,4.5833321
charter,58.349998,.3087,0,0,0,1,47.174,47.174,34.349998,58.349998,.1049,.0078999996,.061299998,.3087,1.2499998
beach,109.35,.0678,1,0,0,0,109.35,109.35,121.014,150.01401,.0678,.078900002,.16429999,.53909999,5.4166665
private,154.214,.26010001,0,0,1,0,154.214,154.214,154.214,179.214,.0678,.050299998,.26010001,.53909999,7.0833316
charter,208.35001,.3087,0,0,0,1,253.174,253.174,184.35001,208.35001,.1049,.0078999996,.061299998,.3087,9.5833359
charter,89.054001,1.0266,0,0,0,1,181.896,181.896,54.054001,89.054001,.53329998,.4522,.2413,1.0266,2.9166665
private,54.054001,.0023000001,0,0,1,0,78.935997,78.935997,54.054001,78.054001,.1049,.0451,.0023000001,.0046000001,2.9166665
private,127.666,.0014,0,0,1,0,104.454,104.454,127.666,156.666,.0678,.078900002,.0014,.0029,6.2500014
charter,107.952,1.0266,0,0,0,1,373.04999,373.04999,72.952003,107.952,.53329998,.4522,.2413,1.0266,6.2500014
private,45.473999,.14910001,0,0,1,0,45.473999,45.473999,45.473999,70.473999,.0678,.0052,.14910001,.2421,2.9166665
pier,45.473999,.078900002,0,1,0,0,45.473999,45.473999,45.473999,74.473999,.0678,.078900002,.16429999,.0041,2.9166665
charter,92.769997,.0046000001,0,0,0,1,106.858,106.858,68.769997,92.769997,.1049,.0451,.0023000001,.0046000001,3.75
private,68.769997,.0361,0,0,1,0,233.81799,233.81799,68.769997,103.77,.53329998,.0068999999,.0361,.42160001,3.75
private,94.769997,.0023000001,0,0,1,0,147.258,147.258,94.769997,118.77,.1049,.0451,.0023000001,.0046000001,5.4166665
private,94.769997,.023800001,0,0,1,0,147.258,147.258,94.769997,118.77,.1049,.0451,.023800001,.046799999,5.4166665
charter,90.769997,1.0266,0,0,0,1,189.618,189.618,55.77,90.769997,.53329998,.4522,.2413,1.0266,2.9166665
charter,66.769997,.3087,0,0,0,1,66.458,66.458,42.77,66.769997,.1049,.0078999996,.061299998,.3087,2.0833333
private,81.769997,.1665,0,0,1,0,278.01801,278.01801,81.769997,116.77,.53329998,.4522,.1665,.39750001,4.5833321
charter,103.77,.0057999999,0,0,0,1,233.81799,233.81799,68.769997,103.77,.53329998,.4522,.0156,.0057999999,3.75
charter,66.769997,.046799999,0,0,0,1,66.458,66.458,42.77,66.769997,.1049,.0451,.023800001,.046799999,2.0833333
charter,116.77,.42160001,0,0,0,1,278.01801,278.01801,81.769997,116.77,.53329998,.0068999999,.0361,.42160001,4.5833321
charter,80.769997,.2421,0,0,0,1,55.77,55.77,55.77,80.769997,.0678,.0052,.14910001,.2421,2.9166665
pier,68.769997,.078900002,0,1,0,0,68.769997,68.769997,68.769997,97.769997,.0678,.078900002,.16429999,.53909999,3.75
private,166.21201,.089699998,0,0,1,0,42.282001,42.282001,166.21201,201.21201,.0678,.078900002,.089699998,1.0905,5.4166665
private,36.481998,.16429999,0,0,1,0,36.481998,36.481998,36.481998,65.482002,.0678,.078900002,.16429999,.53909999,4.5833321
charter,38.282001,.53909999,0,0,0,1,13.282,13.282,13.282,38.282001,.0678,.050299998,.26010001,.53909999,1.2499998
private,24.882,.0023000001,0,0,1,0,97.811996,97.811996,24.882,48.882,.1049,.0451,.0023000001,.0046000001,2.9166665
private,36.481998,.049899999,0,0,1,0,36.481998,36.481998,36.481998,65.482002,.0678,.0024999999,.049899999,.2421,4.5833321
charter,38.282001,.1648,0,0,0,1,13.282,13.282,13.282,38.282001,.0678,.050299998,.023,.1648,1.2499998
charter,174.65601,.64560002,0,0,0,1,108.974,108.974,139.65601,174.65601,.0678,.078900002,.0559,.64560002,3.75
charter,123.374,.42160001,0,0,0,1,216.216,216.216,88.374001,123.374,.53329998,.0068999999,.0361,.42160001,2.9166665
private,108.974,.1574,0,0,1,0,139.65601,139.65601,108.974,132.974,.1049,.0451,.1574,.46709999,3.75
charter,112.374,.0046000001,0,0,0,1,113.256,113.256,88.374001,112.374,.1049,.0451,.0023000001,.0046000001,2.9166665
pier,129.57401,.078900002,0,1,0,0,129.57401,129.57401,147.186,176.186,.0678,.078900002,.16429999,.53909999,4.5833321
charter,84.349998,.42160001,0,0,0,1,146.73399,146.73399,49.349998,84.349998,.53329998,.0068999999,.0361,.42160001,2.0833333
beach,87.814003,.0678,1,0,0,0,87.814003,87.814003,87.814003,112.814,.0678,.050299998,.26010001,.53909999,3.75
charter,174.35001,1.0266,0,0,0,1,414.33401,414.33401,139.35001,174.35001,.53329998,.4522,.2413,1.0266,7.0833316
private,104.414,.16429999,0,0,1,0,94.349998,94.349998,104.414,133.414,.0678,.078900002,.16429999,.53909999,4.5833321
beach,66.653999,.0678,1,0,0,0,66.653999,66.653999,81.466003,110.466,.0678,.078900002,.16429999,.53909999,3.75
charter,79.666,.53909999,0,0,0,1,41.453999,41.453999,50.666,79.666,.0678,.078900002,.16429999,.53909999,2.0833333
private,104.454,.0156,0,0,1,0,351.496,351.496,104.454,139.45399,.53329998,.4522,.0156,.0057999999,6.2500014
pier,41.453999,.0024999999,0,1,0,0,41.453999,41.453999,50.666,79.666,.0678,.0024999999,.049899999,.2421,2.0833333
pier,91.853996,.078900002,0,1,0,0,91.853996,91.853996,112.266,141.26601,.0678,.078900002,.0014,.0029,5.4166665
charter,103.254,.3087,0,0,0,1,115.736,115.736,79.253998,103.254,.1049,.0078999996,.061299998,.3087,4.5833321
charter,95.536003,.64560002,0,0,0,1,41.453999,41.453999,60.535999,95.536003,.0678,.078900002,.0559,.64560002,2.0833333
charter,90.036003,.1726,0,0,0,1,50.666,50.666,60.535999,90.036003,.0678,.0052,.073200002,.1726,2.0833333
charter,76.454002,.0057999999,0,0,0,1,139.496,139.496,41.453999,76.454002,.53329998,.4522,.0156,.0057999999,2.0833333
charter,139.45399,.42160001,0,0,0,1,351.496,351.496,104.454,139.45399,.53329998,.0068999999,.0361,.42160001,6.2500014
pier,54.054001,.078900002,0,1,0,0,54.054001,54.054001,66.066002,95.066002,.0678,.078900002,.16429999,.53909999,2.9166665
charter,89.054001,1.0266,0,0,0,1,181.896,181.896,54.054001,89.054001,.53329998,.4522,.2413,1.0266,2.9166665
charter,64.265999,.2421,0,0,0,1,28.854,28.854,35.265999,64.265999,.0678,.0024999999,.049899999,.2421,1.2499998
pier,23.736,.1498,0,1,0,0,23.736,23.736,23.736,42.236,.25369999,.1498,.0233,.0219,.41666669
charter,51.254002,.0057999999,0,0,0,1,54.695999,54.695999,16.254,51.254002,.53329998,.4522,.0156,.0057999999,.41666669
private,35.265999,.0014,0,0,1,0,28.854,28.854,35.265999,64.265999,.0678,.078900002,.0014,.0029,1.2499998
charter,127.046,.0209,0,0,0,1,56.074001,56.074001,92.045998,127.046,.0678,.078900002,.0102,.0209,3.75
charter,101.674,.0057999999,0,0,0,1,260.40601,260.40601,66.674004,101.674,.53329998,.4522,.0156,.0057999999,4.5833321
charter,112.274,.39750001,0,0,0,1,301.806,301.806,77.274002,112.274,.53329998,.4522,.1665,.39750001,5.4166665
private,44.085999,.097099997,0,0,1,0,34.874001,34.874001,44.085999,73.085999,.0678,.078900002,.097099997,.1648,2.0833333
charter,80.073997,.046799999,0,0,0,1,92.045998,92.045998,56.074001,80.073997,.1049,.0451,.023800001,.046799999,3.75
private,98.473999,.2413,0,0,1,0,384.60599,384.60599,98.473999,133.474,.53329998,.4522,.2413,1.0266,7.0833316
charter,101.674,.0057999999,0,0,0,1,260.40601,260.40601,66.674004,101.674,.53329998,.4522,.0156,.0057999999,4.5833321
pier,34.874001,.078900002,0,1,0,0,34.874001,34.874001,44.085999,73.085999,.0678,.078900002,.0014,.0029,2.0833333
beach,97.685997,.0678,1,0,0,0,97.685997,97.685997,97.685997,122.686,.0678,.0052,.14910001,.2421,5.4166665
beach,44.085999,.0678,1,0,0,0,44.085999,44.085999,44.085999,69.085999,.0678,.050299998,.26010001,.53909999,2.0833333
charter,48.674,.0057999999,0,0,0,1,53.405998,53.405998,13.674,48.674,.53329998,.4522,.0156,.0057999999,.41666669
charter,202.606,.0052,0,0,0,1,74.646004,74.646004,177.606,202.606,.25369999,.1498,.053100001,.0052,2.9166665
pier,144.246,.1498,0,1,0,0,144.246,144.246,144.246,162.746,.25369999,.1498,.0233,.0219,6.2500014
charter,244.006,2.3013999,0,0,0,1,92.045998,92.045998,219.006,244.006,.25369999,.1498,.68169999,2.3013999,3.75
pier,136.20599,.4522,0,1,0,0,136.20599,136.20599,34.874001,69.874001,.53329998,.4522,.1665,.39750001,2.0833333
private,87.874001,.0023000001,0,0,1,0,144.246,144.246,87.874001,111.874,.1049,.0451,.0023000001,.0046000001,6.2500014
beach,56.074001,.0678,1,0,0,0,56.074001,56.074001,70.886002,99.886002,.0678,.078900002,.16429999,.53909999,3.75
charter,240.586,.53909999,0,0,0,1,167.37399,167.37399,211.586,240.586,.0678,.078900002,.16429999,.53909999,12.499998
charter,69.874001,.42160001,0,0,0,1,136.20599,136.20599,34.874001,69.874001,.53329998,.0068999999,.0361,.42160001,2.0833333
charter,101.674,1.0266,0,0,0,1,260.40601,260.40601,66.674004,101.674,.53329998,.4522,.2413,1.0266,4.5833321
private,87.874001,.1665,0,0,1,0,343.20599,343.20599,87.874001,122.874,.53329998,.4522,.1665,.39750001,6.2500014
charter,202.606,2.3013999,0,0,0,1,74.646004,74.646004,177.606,202.606,.25369999,.1498,.68169999,2.3013999,2.9166665
private,68.769997,.2413,0,0,1,0,233.81799,233.81799,68.769997,103.77,.53329998,.4522,.2413,1.0266,3.75
charter,122.874,1.0266,0,0,0,1,343.20599,343.20599,87.874001,122.874,.53329998,.4522,.0051000002,1.0266,6.2500014
charter,91.073997,1.0266,0,0,0,1,219.006,219.006,56.074001,91.073997,.53329998,.4522,.2413,1.0266,3.75
pier,87.874001,.0024999999,0,1,0,0,87.874001,87.874001,111.086,140.086,.0678,.0024999999,.049899999,.2421,6.2500014
charter,80.473999,.0057999999,0,0,0,1,177.606,177.606,45.473999,80.473999,.53329998,.4522,.0156,.0057999999,2.9166665
private,70.603996,.1574,0,0,1,0,104.048,104.048,70.603996,94.603996,.1049,.0451,.1574,.46709999,7.0833316
charter,67.603996,.0057999999,0,0,0,1,151.008,151.008,32.604,67.603996,.53329998,.4522,.0156,.0057999999,2.9166665
charter,241.64,.1648,0,0,0,1,101.004,101.004,212.64,241.64,.0678,.078900002,.097099997,.1648,10.416666
charter,60.004002,1.0266,0,0,0,1,115.808,115.808,25.004,60.004002,.53329998,.4522,.2413,1.0266,2.0833333
charter,77.734001,1.0266,0,0,0,1,386.46399,386.46399,42.734001,77.734001,.53329998,.4522,.2413,1.0266,7.0833316
private,47.334,.0361,0,0,1,0,428.064,428.064,47.334,82.334,.53329998,.0068999999,.0361,.42160001,7.9166665
charter,43.734001,.0046000001,0,0,0,1,72.071999,72.071999,19.733999,43.734001,.1049,.0451,.0023000001,.0046000001,2.9166665
charter,48.334,.3087,0,0,0,1,88.872002,88.872002,24.334,48.334,.1049,.0078999996,.061299998,.3087,3.75
private,19.896,.0361,0,0,1,0,305.07199,305.07199,19.896,54.896,.53329998,.0068999999,.0361,.42160001,6.2500014
private,19.896,.0361,0,0,1,0,305.07199,305.07199,19.896,54.896,.53329998,.0068999999,.0361,.42160001,6.2500014
private,10.296,.061299998,0,0,1,0,54.911999,54.911999,10.296,34.296001,.1049,.0078999996,.061299998,.3087,2.9166665
private,10.296,.0361,0,0,1,0,157.87199,157.87199,10.296,45.296001,.53329998,.0068999999,.0361,.42160001,2.9166665
private,17.496,.2413,0,0,1,0,268.272,268.272,17.496,52.495998,.53329998,.4522,.2413,1.0266,5.4166665
charter,40.495998,1.0266,0,0,0,1,84.272003,84.272003,5.4959998,40.495998,.53329998,.4522,.2413,1.0266,1.2499998
pier,10.534,.078900002,0,1,0,0,10.534,10.534,13.74,42.740002,.0678,.078900002,.16429999,.53909999,1.2499998
pier,24.334,.0024999999,0,1,0,0,24.334,24.334,31.74,60.740002,.0678,.0024999999,.049899999,.2421,3.75
beach,15.134,.0678,1,0,0,0,15.134,15.134,19.74,48.740002,.0678,.078900002,.16429999,.53909999,2.0833333
private,24.334,.0023000001,0,0,1,0,88.872002,88.872002,24.334,48.334,.1049,.0451,.0023000001,.0046000001,3.75
pier,38.133999,.0024999999,0,1,0,0,38.133999,38.133999,49.740002,78.739998,.0678,.0024999999,.049899999,.2421,6.2500014
private,24.334,.1574,0,0,1,0,88.872002,88.872002,24.334,48.334,.1049,.0451,.1574,.46709999,3.75
charter,43.734001,.0046000001,0,0,0,1,72.071999,72.071999,19.733999,43.734001,.1049,.0451,.0023000001,.0046000001,2.9166665
charter,45.296001,.0057999999,0,0,0,1,157.87199,157.87199,10.296,45.296001,.53329998,.4522,.0156,.0057999999,2.9166665
private,37.896,.2413,0,0,1,0,581.07202,581.07202,37.896,72.896004,.53329998,.4522,.2413,1.0266,12.499998
charter,57.296001,.42160001,0,0,0,1,341.87201,341.87201,22.296,57.296001,.53329998,.0068999999,.0361,.42160001,7.0833316
charter,52.495998,.0057999999,0,0,0,1,268.272,268.272,17.496,52.495998,.53329998,.4522,.0156,.0057999999,5.4166665
charter,57.296001,.39750001,0,0,0,1,341.87201,341.87201,22.296,57.296001,.53329998,.4522,.1665,.39750001,7.0833316
beach,17.496,.0678,1,0,0,0,17.496,17.496,78.732002,107.732,.0678,.078900002,.0014,.0029,5.4166665
charter,47.695999,1.0266,0,0,0,1,194.672,194.672,12.696,47.695999,.53329998,.4522,.0051000002,1.0266,3.75
private,12.696,.00019999999,0,0,1,0,67.711998,67.711998,12.696,36.695999,.1049,.0451,.00019999999,.0020999999,3.75
private,12.696,.061299998,0,0,1,0,67.711998,67.711998,12.696,36.695999,.1049,.0078999996,.061299998,.3087,3.75
private,7.8959999,.0023000001,0,0,1,0,42.112,42.112,7.8959999,31.896,.1049,.0451,.0023000001,.0046000001,2.0833333
private,10.296,.2413,0,0,1,0,157.87199,157.87199,10.296,45.296001,.53329998,.4522,.2413,1.0266,2.9166665
pier,12.696,.078900002,0,1,0,0,12.696,12.696,57.132,86.132004,.0678,.078900002,.16429999,.53909999,3.75
beach,89.531998,.0678,1,0,0,0,89.531998,89.531998,89.531998,114.532,.0678,.050299998,.023,.1648,6.2500014
private,46.332001,.14910001,0,0,1,0,46.332001,46.332001,46.332001,71.332001,.0678,.0052,.14910001,.2421,2.9166665
private,19.896,.0023000001,0,0,1,0,106.112,106.112,19.896,43.896,.1049,.0451,.0023000001,.0046000001,6.2500014
pier,22.296,.078900002,0,1,0,0,22.296,22.296,100.332,129.332,.0678,.078900002,.16429999,.53909999,7.0833316
charter,42.896,1.0266,0,0,0,1,121.072,121.072,7.8959999,42.896,.53329998,.4522,.2413,1.0266,2.0833333
charter,42.896,.39750001,0,0,0,1,121.072,121.072,7.8959999,42.896,.53329998,.4522,.1665,.39750001,2.0833333
private,17.496,.1574,0,0,1,0,93.311996,93.311996,17.496,41.495998,.1049,.0451,.1574,.46709999,5.4166665
private,10.296,.0023000001,0,0,1,0,54.911999,54.911999,10.296,34.296001,.1049,.0451,.0023000001,.0046000001,2.9166665
private,15.096,.061299998,0,0,1,0,80.512001,80.512001,15.096,39.096001,.1049,.0078999996,.061299998,.3087,4.5833321
private,12.696,.0023000001,0,0,1,0,67.711998,67.711998,12.696,36.695999,.1049,.0451,.0023000001,.0046000001,3.75
charter,34.296001,.3087,0,0,0,1,54.911999,54.911999,10.296,34.296001,.1049,.0078999996,.061299998,.3087,2.9166665
private,27.096001,.0156,0,0,1,0,415.47198,415.47198,27.096001,62.096001,.53329998,.4522,.0156,.0057999999,8.750001
charter,45.534,.42160001,0,0,0,1,95.264,95.264,10.534,45.534,.53329998,.0068999999,.0361,.42160001,1.2499998
beach,37.896,.0678,1,0,0,0,37.896,37.896,170.532,199.532,.0678,.078900002,.0014,.0029,12.499998
charter,42.896,.42160001,0,0,0,1,121.072,121.072,7.8959999,42.896,.53329998,.0068999999,.0361,.42160001,2.0833333
charter,34.296001,.0046000001,0,0,0,1,54.911999,54.911999,10.296,34.296001,.1049,.0451,.0023000001,.0046000001,2.9166665
charter,52.495998,.42160001,0,0,0,1,268.272,268.272,17.496,52.495998,.53329998,.0068999999,.0361,.42160001,5.4166665
private,10.296,.0051000002,0,0,1,0,157.87199,157.87199,10.296,45.296001,.53329998,.4522,.0051000002,1.0266,2.9166665
private,10.296,.0156,0,0,1,0,157.87199,157.87199,10.296,45.296001,.53329998,.4522,.0156,.0057999999,2.9166665
private,15.096,.1574,0,0,1,0,80.512001,80.512001,15.096,39.096001,.1049,.0451,.1574,.46709999,4.5833321
beach,10.296,.0678,1,0,0,0,10.296,10.296,46.332001,75.332001,.0678,.078900002,.16429999,.53909999,2.9166665
charter,330.07199,.0052,0,0,0,1,106.112,106.112,305.07199,330.07199,.25369999,.1498,.053100001,.0052,6.2500014
charter,45.296001,.39750001,0,0,0,1,157.87199,157.87199,10.296,45.296001,.53329998,.4522,.1665,.39750001,2.9166665
private,106.112,.0143,0,0,1,0,89.531998,89.531998,106.112,135.612,.0678,.050299998,.0143,.028899999,6.2500014
private,10.296,.0023000001,0,0,1,0,54.911999,54.911999,10.296,34.296001,.1049,.0451,.0023000001,.0046000001,2.9166665
private,15.096,.0156,0,0,1,0,231.472,231.472,15.096,50.096001,.53329998,.4522,.0156,.0057999999,4.5833321
private,17.496,.0361,0,0,1,0,268.272,268.272,17.496,52.495998,.53329998,.0068999999,.0361,.42160001,5.4166665
charter,53.495998,.0046000001,0,0,0,1,157.312,157.312,29.496,53.495998,.1049,.0451,.0023000001,.0046000001,9.5833359
charter,42.896,.42160001,0,0,0,1,121.072,121.072,7.8959999,42.896,.53329998,.0068999999,.0361,.42160001,2.0833333
charter,50.096001,.42160001,0,0,0,1,231.472,231.472,15.096,50.096001,.53329998,.0068999999,.0361,.42160001,4.5833321
private,22.296,.0361,0,0,1,0,341.87201,341.87201,22.296,57.296001,.53329998,.0068999999,.0361,.42160001,7.0833316
private,15.096,.1574,0,0,1,0,80.512001,80.512001,15.096,39.096001,.1049,.0451,.1574,.46709999,4.5833321
charter,73.134003,1.0266,0,0,0,1,344.86401,344.86401,38.133999,73.134003,.53329998,.4522,.2413,1.0266,6.2500014
charter,59.334,.0057999999,0,0,0,1,220.064,220.064,24.334,59.334,.53329998,.4522,.0156,.0057999999,3.75
charter,57.534,.3087,0,0,0,1,122.472,122.472,33.534,57.534,.1049,.0078999996,.061299998,.3087,5.4166665
charter,43.734001,.0046000001,0,0,0,1,72.071999,72.071999,19.733999,43.734001,.1049,.0451,.0023000001,.0046000001,2.9166665
beach,5.934,.0678,1,0,0,0,5.934,5.934,7.7399998,36.740002,.0678,.078900002,.0014,.0029,.41666669
charter,50.133999,.0057999999,0,0,0,1,136.864,136.864,15.134,50.133999,.53329998,.4522,.0156,.0057999999,2.0833333
charter,50.133999,.0057999999,0,0,0,1,136.864,136.864,15.134,50.133999,.53329998,.4522,.0156,.0057999999,2.0833333
private,15.134,.2413,0,0,1,0,136.864,136.864,15.134,50.133999,.53329998,.4522,.2413,1.0266,2.0833333
charter,45.534,.42160001,0,0,0,1,95.264,95.264,10.534,45.534,.53329998,.0068999999,.0361,.42160001,1.2499998
private,61.133999,.061299998,0,0,1,0,223.272,223.272,61.133999,85.134003,.1049,.0078999996,.061299998,.3087,10.416666
private,42.734001,.0361,0,0,1,0,386.46399,386.46399,42.734001,77.734001,.53329998,.0068999999,.0361,.42160001,7.0833316
charter,68.533997,1.0266,0,0,0,1,303.26401,303.26401,33.534,68.533997,.53329998,.4522,.2413,1.0266,5.4166665
beach,24.334,.0678,1,0,0,0,24.334,24.334,31.74,60.740002,.0678,.078900002,.16429999,.53909999,3.75
charter,43.734001,.3087,0,0,0,1,72.071999,72.071999,19.733999,43.734001,.1049,.0078999996,.061299998,.3087,2.9166665
private,72.634003,.061299998,0,0,1,0,265.272,265.272,72.634003,96.634003,.1049,.0078999996,.061299998,.3087,12.499998
private,19.733999,.2413,0,0,1,0,178.464,178.464,19.733999,54.734001,.53329998,.4522,.2413,1.0266,2.9166665
charter,34.296001,.46709999,0,0,0,1,54.911999,54.911999,10.296,34.296001,.1049,.0451,.1574,.46709999,2.9166665
pier,22.296,.078900002,0,1,0,0,22.296,22.296,100.332,129.332,.0678,.078900002,.16429999,.53909999,7.0833316
private,37.896,.2413,0,0,1,0,581.07202,581.07202,37.896,72.896004,.53329998,.4522,.2413,1.0266,12.499998
private,12.696,.1574,0,0,1,0,67.711998,67.711998,12.696,36.695999,.1049,.0451,.1574,.46709999,3.75
private,17.496,.023800001,0,0,1,0,93.311996,93.311996,17.496,41.495998,.1049,.0451,.023800001,.046799999,5.4166665
beach,93.311996,.25369999,1,0,0,0,93.311996,93.311996,93.311996,111.812,.25369999,.1498,.0233,.0219,5.4166665
charter,59.334,.0057999999,0,0,0,1,220.064,220.064,24.334,59.334,.53329998,.4522,.0156,.0057999999,3.75
charter,54.734001,1.0266,0,0,0,1,178.464,178.464,19.733999,54.734001,.53329998,.4522,.2413,1.0266,2.9166665
private,72.634003,.1574,0,0,1,0,265.272,265.272,72.634003,96.634003,.1049,.0451,.1574,.46709999,12.499998
pier,56.534,.078900002,0,1,0,0,56.534,56.534,73.739998,102.74,.0678,.078900002,.16429999,.53909999,9.5833359
charter,57.534,.046799999,0,0,0,1,122.472,122.472,33.534,57.534,.1049,.0451,.023800001,.046799999,5.4166665
beach,15.134,.0678,1,0,0,0,15.134,15.134,19.74,48.740002,.0678,.078900002,.16429999,.53909999,2.0833333
private,28.934,.0361,0,0,1,0,261.664,261.664,28.934,63.933998,.53329998,.0068999999,.0361,.42160001,4.5833321
beach,42.734001,.0678,1,0,0,0,42.734001,42.734001,55.740002,84.739998,.0678,.078900002,.16429999,.53909999,7.0833316
private,51.933998,.0023000001,0,0,1,0,189.672,189.672,51.933998,75.933998,.1049,.0451,.0023000001,.0046000001,8.750001
private,38.133999,.2413,0,0,1,0,344.86401,344.86401,38.133999,73.134003,.53329998,.4522,.2413,1.0266,6.2500014
private,10.296,.0023000001,0,0,1,0,54.911999,54.911999,10.296,34.296001,.1049,.0451,.0023000001,.0046000001,2.9166665
private,10.296,.0361,0,0,1,0,157.87199,157.87199,10.296,45.296001,.53329998,.0068999999,.0361,.42160001,2.9166665
charter,62.096001,.42160001,0,0,0,1,415.47198,415.47198,27.096001,62.096001,.53329998,.0068999999,.0361,.42160001,8.750001
private,37.896,.0156,0,0,1,0,581.07202,581.07202,37.896,72.896004,.53329998,.4522,.0156,.0057999999,12.499998
charter,59.695999,.39750001,0,0,0,1,378.672,378.672,24.695999,59.695999,.53329998,.4522,.1665,.39750001,7.9166665
private,106.112,.0108,0,0,1,0,19.896,19.896,106.112,141.112,.0678,.0024999999,.0108,.2377,6.2500014
charter,36.695999,.046799999,0,0,0,1,67.711998,67.711998,12.696,36.695999,.1049,.0451,.023800001,.046799999,3.75
pier,17.496,.0024999999,0,1,0,0,17.496,17.496,78.732002,107.732,.0678,.0024999999,.049899999,.2421,5.4166665
private,29.496,.2413,0,0,1,0,452.272,452.272,29.496,64.496002,.53329998,.4522,.2413,1.0266,9.5833359
charter,41.495998,.3087,0,0,0,1,93.311996,93.311996,17.496,41.495998,.1049,.0078999996,.061299998,.3087,5.4166665
pier,12.696,.078900002,0,1,0,0,12.696,12.696,57.132,86.132004,.0678,.078900002,.16429999,.53909999,3.75
private,37.896,.0023000001,0,0,1,0,202.112,202.112,37.896,61.896,.1049,.0451,.0023000001,.0046000001,12.499998
charter,66.896004,1.0266,0,0,0,1,489.07199,489.07199,31.896,66.896004,.53329998,.4522,.2413,1.0266,10.416666
private,10.296,.061299998,0,0,1,0,54.911999,54.911999,10.296,34.296001,.1049,.0078999996,.061299998,.3087,2.9166665
pier,5.4959998,.0024999999,0,1,0,0,5.4959998,5.4959998,24.732,53.731998,.0678,.0024999999,.049899999,.2421,1.2499998
charter,89.912003,1.0905,0,0,0,1,10.296,10.296,54.911999,89.912003,.0678,.078900002,.089699998,1.0905,2.9166665
private,67.711998,.0102,0,0,1,0,12.696,12.696,67.711998,102.712,.0678,.078900002,.0102,.0209,3.75
charter,50.096001,.42160001,0,0,0,1,231.472,231.472,15.096,50.096001,.53329998,.0068999999,.0361,.42160001,4.5833321
beach,10.296,.0678,1,0,0,0,10.296,10.296,46.332001,75.332001,.0678,.078900002,.16429999,.53909999,2.9166665
private,7.8959999,.1574,0,0,1,0,42.112,42.112,7.8959999,31.896,.1049,.0451,.1574,.46709999,2.0833333
charter,50.096001,.39750001,0,0,0,1,231.472,231.472,15.096,50.096001,.53329998,.4522,.1665,.39750001,4.5833321
charter,42.896,.42160001,0,0,0,1,121.072,121.072,7.8959999,42.896,.53329998,.0068999999,.0361,.42160001,2.0833333
private,15.096,.0156,0,0,1,0,231.472,231.472,15.096,50.096001,.53329998,.4522,.0156,.0057999999,4.5833321
pier,10.296,.078900002,0,1,0,0,10.296,10.296,46.332001,75.332001,.0678,.078900002,.16429999,.53909999,2.9166665
beach,5.4959998,.0678,1,0,0,0,5.4959998,5.4959998,24.732,53.731998,.0678,.078900002,.16429999,.53909999,1.2499998
private,37.896,.023800001,0,0,1,0,202.112,202.112,37.896,61.896,.1049,.0451,.023800001,.046799999,12.499998
pier,78.732002,.050299998,0,1,0,0,78.732002,78.732002,78.732002,103.732,.0678,.050299998,.26010001,.53909999,5.4166665
private,17.496,.2413,0,0,1,0,268.272,268.272,17.496,52.495998,.53329998,.4522,.2413,1.0266,5.4166665
beach,9.8699999,.25369999,1,0,0,0,9.8699999,9.8699999,32.900002,51.400002,.25369999,.1498,.2339,.62879997,2.0833333
pier,36.869999,.1498,0,1,0,0,36.869999,36.869999,122.9,141.39999,.25369999,.1498,.2339,.62879997,9.5833359
charter,247.64,.42160001,0,0,0,1,276.43201,276.43201,212.64,247.64,.53329998,.0068999999,.0361,.42160001,10.416666
charter,39.369999,.1726,0,0,0,1,100.016,100.016,9.8699999,39.369999,.0678,.0052,.073200002,.1726,2.0833333
charter,183.64,1.0266,0,0,0,1,193.23199,193.23199,148.64,183.64,.53329998,.4522,.2413,1.0266,7.0833316
private,9.8699999,.0102,0,0,1,0,52.639999,52.639999,9.8699999,44.869999,.0678,.078900002,.0102,.0209,2.0833333
private,18.870001,.0143,0,0,1,0,191.216,191.216,18.870001,48.369999,.0678,.050299998,.0143,.028899999,4.5833321
beach,47.369999,.25369999,1,0,0,0,47.369999,47.369999,157.89999,176.39999,.25369999,.1498,.0233,.0219,12.499998
charter,47.869999,1.0905,0,0,0,1,68.639999,68.639999,12.87,47.869999,.0678,.078900002,.089699998,1.0905,2.9166665
