rns,rns80,mrt,mrt80,smsa,smsa80,med,iq,kww,year,age,age80,s,s80,expr,expr80,tenure,tenure80,lw,lw80,_Iyear_67,_Iyear_68,_Iyear_69,_Iyear_70,_Iyear_71,_Iyear_73
0,0,0,1,1,1,9,107,30,70,23,33,16,16,.81599998,9.2950001,1,8,6.1960001,6.8280001,0,0,0,1,0,0
0,0,1,1,1,0,12,105,22,69,19,30,12,12,.37799999,11.284,1,9,5.7069998,6.5809999,0,0,1,0,0,0
0,0,1,1,0,0,12,114,25,71,22,31,12,12,5.302,15.198,5,14,5.8410001,6.7030001,0,0,0,0,1,0
0,0,1,1,0,0,8,116,36,69,27,38,12,12,9.3780003,20.344,1,2,5.6630001,6.3969998,0,0,1,0,0,0
0,0,1,1,1,1,11,104,41,66,23,37,12,12,5.25,17.882,4,7,5.1820002,7.0029998,0,0,0,0,0,0
0,0,0,1,1,1,9,85,48,66,21,35,12,12,3.5829999,17.570999,5,19,5.704,6.9640002,0,0,0,0,0,0
0,0,0,1,1,1,9,93,46,68,18,30,12,12,2.8329999,14.786,1,1,5.835,6.869,0,1,0,0,0,0
0,0,1,1,0,0,8,100,40,66,23,37,10,12,0,5.1329999,1,9,5.8460002,6.0710001,0,0,0,0,0,0
0,0,0,0,1,1,12,88,36,71,23,32,16,16,.43399999,9.2770004,1,10,5.9000001,7.256,0,0,0,0,1,0
0,0,1,1,0,1,12,93,32,73,21,29,12,12,4.4439998,11.327,0,9,6.184,6.908,0,0,0,0,0,1
0,0,0,1,0,0,12,98,26,68,20,32,12,13,1.795,13.712,1,5,5.1529999,6.2150002,0,1,0,0,0,0
0,0,1,1,0,1,12,110,35,73,20,28,14,14,1.892,8.2989998,3,5,5.2979999,6.6849999,0,0,0,0,0,1
0,0,0,1,0,0,11,94,38,67,20,33,14,14,.63499999,11.92,1,10,4.605,6.6199999,1,0,0,0,0,0
0,0,1,1,0,0,8,77,36,66,23,37,12,12,1.201,15.116,2,2,5.2199998,6.3099999,0,0,0,0,0,0
0,0,0,1,1,1,12,102,44,71,21,30,12,12,3.142,11.945,1,10,5.8049998,6.5830002,0,0,0,0,1,0
0,0,1,1,1,1,16,113,49,73,26,34,14,14,5.369,12.376,1,8,6.1399999,6.9460001,0,0,0,0,0,1
1,1,1,1,1,1,12,103,38,73,24,32,10,10,5.434,11.317,7,15,5.704,5.2979999,0,0,0,0,0,1
1,1,1,1,1,1,12,96,31,66,21,35,11,11,3.3329999,17.413,1,1,5.0110002,6.3540001,0,0,0,0,0,0
1,1,1,1,1,1,12,97,35,66,23,37,11,11,5.3330002,16.094999,1,5,5.2199998,6.7449999,0,0,0,0,0,0
1,1,1,1,1,1,15,89,39,66,23,37,12,12,2.3169999,10.611,3,4,5.6939998,7.0580001,0,0,0,0,0,0
1,1,1,1,1,1,16,104,34,73,23,31,16,16,.89499998,7.757,0,4,6.23,7.1469998,0,0,0,0,0,1
1,1,1,1,1,1,11,116,36,71,24,33,14,16,0,5.3769999,1,3,5.4159999,5.8579998,0,0,0,0,1,0
1,1,0,1,1,1,12,104,47,66,23,37,14,15,0,14.256,1,11,5.5570002,7.2880001,0,0,0,0,0,0
1,1,0,1,1,1,12,114,37,70,18,28,12,13,.54100001,9.0640001,1,2,5.1929998,6.6209998,0,0,0,1,0,0
0,1,1,1,0,1,12,103,40,73,23,31,16,17,1.553,5.3109999,0,3,5.7709999,6.1900001,0,0,0,0,0,1
1,1,1,1,1,1,6,92,34,66,22,36,12,12,1.25,15.115,2,5,5.5650001,7.244,0,0,0,0,0,0
1,1,1,1,1,1,8,98,41,73,23,31,18,18,4.7059999,9.8610001,0,7,6.0009999,6.8460002,0,0,0,0,0,1
1,1,1,1,1,1,12,114,48,66,23,37,13,13,1.4170001,15.433,2,16,5.8200002,6.7639999,0,0,0,0,0,0
1,1,1,1,1,1,12,110,37,66,24,38,12,12,1.9170001,15.847,3,17,5.0500002,5.8470001,0,0,0,0,0,0
1,1,1,1,1,1,8,132,39,73,25,33,17,17,1.113,8.1359997,2,1,6.6149998,7.2740002,0,0,0,0,0,1
1,1,1,1,0,0,8,112,37,73,24,32,16,16,5.9320002,12.681,0,2,5.2979999,6.3280001,0,0,0,0,0,1
1,1,1,1,1,1,12,99,42,66,22,36,9,12,2.5,16.959999,2,11,5.4809999,6.3099999,0,0,0,0,0,0
1,1,0,1,1,1,12,106,45,66,24,38,13,13,3.3329999,16.054001,5,2,5.572,6.5279999,0,0,0,0,0,0
1,1,1,1,1,1,18,128,43,73,25,33,15,16,.30899999,7.2329998,0,1,6.2150002,7.1869998,0,0,0,0,0,1
1,1,0,0,1,1,8,80,30,73,22,30,12,12,3.4860001,7.7189999,2,0,5.8940001,6.0320001,0,0,0,0,0,1
1,1,1,1,1,1,6,71,24,71,23,32,11,11,2.043,9.4610004,1,0,5.704,6.1570001,0,0,0,0,1,0
1,1,0,1,1,1,12,127,45,71,23,32,18,18,.792,9.7530003,1,3,6.3990002,7.4260001,0,0,0,0,1,0
1,1,0,0,1,1,8,114,43,73,23,31,16,16,0,.76899999,2,9,6.1090002,6.9460001,0,0,0,0,0,1
1,1,0,1,1,1,7,102,30,69,19,30,13,13,.65399998,12.512,1,11,5.4809999,7.131,0,0,1,0,0,0
1,1,0,1,1,1,12,88,34,68,19,31,12,12,.46200001,12.115,3,15,5.2309999,6.6329999,0,1,0,0,0,0
1,1,0,1,1,1,12,88,32,68,17,29,12,12,1,13.55,1,12,5.8579998,7.0510001,0,1,0,0,0,0
1,0,1,1,1,1,14,110,45,66,23,37,15,15,1.916,14.225,2,1,5.5489998,7.3790002,0,0,0,0,0,0
0,0,0,1,1,1,8,130,39,73,22,30,16,16,0,5.3909998,0,3,6.1760001,6.763,0,0,0,0,0,1
1,1,1,1,1,1,12,101,36,66,21,35,11,12,3.378,16.076,1,1,5.112,6.908,0,0,0,0,0,0
1,1,0,1,1,1,9,89,36,66,18,32,10,10,.333,13.244,1,9,4.9559999,6.7480001,0,0,0,0,0,0
1,0,1,1,1,1,12,80,25,66,21,35,10,12,1.3329999,15.618,2,14,5.2199998,6.6459999,0,0,0,0,0,0
0,0,1,1,1,1,12,72,20,73,26,34,12,12,9.0579996,15.949,0,9,6.3969998,6.908,0,0,0,0,0,1
0,0,1,1,1,1,12,115,56,71,27,36,18,18,1.189,10.072,2,5,5.4120002,7.1919999,0,0,0,0,1,0
1,1,1,1,1,1,12,115,48,70,27,37,16,16,.79799998,10.479,5,4,6.3150001,7.428,0,0,0,1,0,0
1,1,0,0,1,1,8,93,27,66,24,38,12,12,3.2950001,17.247999,1,7,5.3709998,6.5289998,0,0,0,0,0,0
1,1,0,0,1,1,12,92,42,73,24,32,15,16,2.9159999,9.8140001,3,11,6.0229998,7.131,0,0,0,0,0,1
1,1,0,0,1,1,5,115,40,73,20,28,13,13,1.164,7.0900002,2,7,6.1630001,6.3969998,0,0,0,0,0,1
1,1,1,1,1,1,12,93,26,71,20,29,11,11,1.975,10.625,1,0,5.4720001,6.908,0,0,0,0,1,0
1,1,0,1,1,1,8,91,39,66,22,36,12,12,.653,14.589,1,15,5.4070001,6.8959999,0,0,0,0,0,0
1,1,1,1,1,1,9,90,35,66,20,34,10,10,4.5,19.209,1,10,5.165,6.1690001,0,0,0,0,0,0
1,1,1,1,1,0,9,104,47,66,20,34,12,12,3.1819999,16.400999,4,1,5.1700001,7.3460002,0,0,0,0,0,0
1,1,1,1,1,1,12,100,42,66,18,32,12,12,1.848,15.764,2,14,4.9419999,6.908,0,0,0,0,0,0
1,1,0,1,1,0,15,129,40,73,28,36,18,18,0,4.3189998,0,5,4.8899999,6.4380002,0,0,0,0,0,1
0,0,0,1,1,1,12,112,39,67,22,35,16,16,.71700001,13.649,1,14,5.7270002,7.2049999,1,0,0,0,0,0
1,1,1,1,0,0,11,98,38,71,27,36,11,11,6.717,16.659,7,16,6.1550002,7.0910001,0,0,0,0,1,0
1,1,1,1,1,1,12,132,45,73,24,32,17,18,4.0190001,13.083,1,8,6.5669999,7.0229998,0,0,0,0,0,1
1,1,0,1,1,1,13,110,36,69,21,32,13,14,0,9.5419998,0,4,5.7270002,6.2280002,0,0,1,0,0,0
1,0,0,1,1,1,11,127,44,73,21,29,12,12,1.191,6.599,0,1,5.9640002,7.3559999,0,0,0,0,0,1
1,1,1,1,1,1,8,94,39,66,22,36,13,13,3.6199999,17.538,4,18,6.1090002,7.3990002,0,0,0,0,0,0
0,0,1,1,1,1,16,97,48,73,24,32,16,16,0,3.727,0,1,6.3870001,7.1560001,0,0,0,0,0,1
0,0,1,1,1,1,11,109,42,71,24,33,15,15,.255,7.4689999,1,8,5.652,7.0900002,0,0,0,0,1,0
1,1,0,1,0,0,3,89,21,67,18,31,12,12,0,5.619,1,6,4.9050002,6.7509999,1,0,0,0,0,0
1,1,0,1,0,0,11,90,33,66,23,37,12,12,5.3779998,18.254999,6,7,5.46,6.9590001,0,0,0,0,0,0
1,1,0,1,0,0,12,105,39,69,17,28,12,12,0,10.536,2,4,5.0749998,6.908,0,0,1,0,0,0
1,0,0,0,1,1,8,100,27,68,22,34,12,12,5.2750001,18.132,1,5,5.6900001,6.802,0,1,0,0,0,0
1,1,1,1,0,0,16,111,40,71,22,31,16,16,.958,9.8690004,1,10,5.4720001,7.3790002,0,0,0,0,1,0
1,1,0,1,0,1,16,125,44,71,22,31,17,17,0,8.5200005,1,2,5.9910002,6.2309999,0,0,0,0,1,0
1,1,0,1,0,0,12,124,20,73,21,29,16,16,0,5.7529998,0,6,5.4159999,7.3130002,0,0,0,0,0,1
1,1,1,1,1,1,12,107,41,73,24,32,14,14,7.934,14.87,2,9,6.1360002,7.428,0,0,0,0,0,1
1,1,0,1,1,1,12,110,45,71,26,35,12,13,3.9909999,13.387,1,1,5.2979999,6.6199999,0,0,0,0,1,0
1,1,0,1,0,0,16,102,32,73,21,29,13,14,1.455,8.3540001,0,7,5.4809999,6.737,0,0,0,0,0,1
1,1,1,1,0,0,12,81,36,71,25,34,12,12,7.3330002,17.264999,6,15,6.0229998,6.9120002,0,0,0,0,1,0
1,1,0,1,0,0,12,99,36,71,21,30,12,12,3.7839999,12.553,3,10,5.4159999,6.4770002,0,0,0,0,1,0
1,1,1,1,1,0,12,102,35,69,19,30,13,13,0,8.4139996,1,2,5.7839999,7.6669998,0,0,1,0,0,0
1,1,1,1,1,1,12,95,44,66,24,38,12,12,0,14.079,7,21,5.421,6.6350002,0,0,0,0,0,0
1,1,0,0,1,1,11,98,37,69,24,35,16,16,.76899999,8.3210001,1,3,5.9910002,6.645,0,0,1,0,0,0
1,1,1,1,0,1,4,109,41,71,22,31,16,16,.55599999,8.8760004,1,3,5.9790001,6.895,0,0,0,0,1,0
1,1,1,1,0,0,8,82,41,66,24,38,12,12,6.6550002,20.549,2,1,5.7329998,7.8239999,0,0,0,0,0,0
1,1,0,0,0,1,12,105,22,68,20,32,13,14,0,6.4429998,0,1,5.0749998,7.0009999,0,1,0,0,0,0
1,1,1,1,0,0,12,95,36,66,24,38,12,12,0,5.855,2,16,5.493,7.0999999,0,0,0,0,0,0
1,1,1,1,1,1,12,123,43,73,24,32,16,16,1.872,8.8009996,4,12,5.8410001,7.3130002,0,0,0,0,0,1
1,1,0,1,0,1,12,86,24,69,19,30,12,12,0,8.9469995,1,1,5.3889999,6.369,0,0,1,0,0,0
1,1,0,1,1,1,8,87,41,66,24,38,12,12,0,12.404,2,13,5.2150002,6.8509998,0,0,0,0,0,0
0,1,1,1,0,1,12,117,39,71,22,31,16,16,.55299997,8.6389999,1,3,6.2919998,7.2740002,0,0,0,0,1,0
1,1,0,1,1,1,12,112,50,66,24,38,16,16,1.128,13.661,2,8,5.7589998,7.1950002,0,0,0,0,0,0
1,0,0,0,1,1,12,119,41,70,23,33,15,15,0,8.3920002,1,5,6.3099999,7.3130002,0,0,0,1,0,0
1,1,0,1,0,1,6,81,33,69,21,32,12,13,.38499999,10.626,1,5,5.2470002,6.8800001,0,0,1,0,0,0
1,1,1,1,0,1,10,124,48,70,22,32,17,18,.38499999,9.9090004,1,8,5.8080001,7.6789999,0,0,0,1,0,0
1,1,1,1,0,0,7,89,38,66,22,36,12,12,0,10.327,2,7,5.4380002,6.6810002,0,0,0,0,0,0
1,1,1,1,1,1,12,106,41,73,21,29,16,16,1.189,8.1969995,2,9,6.3969998,7.4640002,0,0,0,0,0,1
1,1,0,1,0,0,11,103,30,66,18,32,13,15,.333,14.378,1,2,5.3800001,6.4450002,0,0,0,0,0,0
1,1,0,1,0,0,6,91,40,67,19,32,12,12,.37799999,11.01,1,4,5.2930002,6.0970001,1,0,0,0,0,0
1,1,1,1,1,1,12,101,34,73,23,31,16,16,5.4060001,12.283,2,9,5.829,6.4920001,0,0,0,0,0,1
1,1,0,0,1,1,12,83,32,66,22,36,12,12,2.25,8.71,2,1,5.0430002,5.9320002,0,0,0,0,0,0
1,1,1,1,1,1,12,102,54,73,24,32,17,17,.161,6.7529998,5,13,6.1760001,7.0229998,0,0,0,0,0,1
1,1,0,1,1,0,7,94,34,68,18,30,12,12,.42300001,8.901,1,2,5.1929998,6.1160002,0,1,0,0,0,0
1,1,1,1,1,1,12,97,38,66,23,37,10,10,3.4749999,17.371,1,9,5.46,7.2340002,0,0,0,0,0,0
1,1,0,1,1,1,12,115,38,73,23,31,17,17,0,6.7210002,2,9,6.0910001,7.3390002,0,0,0,0,0,1
1,1,0,1,1,1,17,117,38,69,24,35,16,16,.37799999,11.274,1,12,5.9860001,7.0510001,0,0,1,0,0,0
1,1,1,1,1,1,8,105,45,67,24,37,12,14,5.756,14.839,1,2,5.5570002,6.869,1,0,0,0,0,0
1,1,0,0,1,1,8,113,36,73,30,38,16,16,.53299999,7.6170001,5,1,5.829,6.5819998,0,0,0,0,0,1
0,1,1,1,1,1,10,83,37,73,29,37,12,12,5.974,8.8409996,0,3,6.1939998,6.1739998,0,0,0,0,0,1
1,1,1,1,1,0,17,101,44,71,29,38,18,18,.40599999,8.2110004,4,9,6.4070001,6.6939998,0,0,0,0,1,0
1,1,1,1,1,1,12,113,36,66,22,36,12,13,0,13.954,6,8,5.7930002,7.2740002,0,0,0,0,0,0
1,0,1,1,1,1,12,88,31,66,23,37,12,13,.62800002,13.135,2,4,5.4159999,6.9949999,0,0,0,0,0,0
1,1,1,1,1,1,16,113,27,71,21,30,16,16,.54100001,9.3520002,4,13,5.7779999,6.9330001,0,0,0,0,1,0
1,1,1,1,1,1,12,106,38,70,20,30,14,15,0,5.2280002,1,1,6.8439999,7.1950002,0,0,0,1,0,0
1,0,1,1,1,1,10,114,36,66,23,37,12,12,2.1659999,16.988001,1,9,5.4510002,6.8189998,0,0,0,0,0,0
1,1,0,0,1,1,11,119,32,73,22,30,16,16,2.1129999,9.0039997,2,10,6.2930002,7.0079999,0,0,0,0,0,1
1,1,1,1,1,1,1,89,40,66,24,38,12,12,5.5799999,17.25,2,8,5.3610001,6.908,0,0,0,0,0,0
1,1,0,1,1,1,12,97,28,68,18,30,13,13,.37799999,12.365,1,5,5.8200002,6.8340001,0,1,0,0,0,0
1,1,0,1,1,1,12,83,51,71,24,33,13,13,.52700001,9.474,1,10,6.0570002,7.1240001,0,0,0,0,1,0
1,1,1,1,1,1,12,97,40,71,27,36,11,12,11.444,21.035999,1,10,6.3189998,6.9710002,0,0,0,0,1,0
1,1,1,1,1,1,12,98,37,68,18,30,12,12,0,5.1859999,1,3,5.6170001,5.9990001,0,1,0,0,0,0
1,1,0,1,0,0,8,84,24,67,18,31,12,12,1.045,13.656,1,10,5.1529999,6.4310002,1,0,0,0,0,0
1,1,0,1,0,0,8,74,24,70,20,30,12,12,1.964,12.022,1,11,5.257,6.0879998,0,0,0,1,0,0
1,1,1,1,0,0,6,93,32,66,22,36,12,12,2.128,16.063,3,5,4.7449999,6.5879998,0,0,0,0,0,0
1,1,1,1,1,1,17,113,41,73,26,34,17,17,1.1339999,8.0819998,2,2,6.5250001,6.908,0,0,0,0,0,1
1,1,0,1,1,1,8,92,37,66,24,38,12,12,1.145,15.078,2,16,5.342,5.973,0,0,0,0,0,0
1,1,0,0,0,0,9,127,44,73,20,28,12,12,2.1110001,8.2659998,0,3,5.6869998,6.3969998,0,0,0,0,0,1
1,1,1,1,0,0,6,109,44,66,23,37,12,12,6.25,20.702,5,12,5.829,6.869,0,0,0,0,0,0
1,1,0,1,0,0,10,97,42,66,20,34,12,12,1.206,15.074,2,4,5.4159999,6.869,0,0,0,0,0,0
1,0,1,1,1,1,0,66,30,73,22,30,11,11,4.5250001,10.473,0,7,5.2360001,6.763,0,0,0,0,0,1
0,1,1,1,1,1,16,109,46,71,26,35,16,16,.96200001,9.8699999,7,3,6.3940001,7.0510001,0,0,0,0,1,0
1,1,1,1,1,0,4,109,43,70,24,34,16,16,.27700001,10.188,1,11,6.0710001,7.2340002,0,0,0,1,0,0
1,1,1,1,0,1,8,85,44,69,23,34,12,13,0,4.2160001,1,9,5.2199998,6.763,0,0,1,0,0,0
1,1,0,1,0,0,8,81,26,68,19,31,12,12,1.154,13.147,1,13,5.1929998,6.5510001,0,1,0,0,0,0
1,1,1,1,0,0,5,87,12,71,28,37,9,9,10.609,19.795,1,10,6.0640001,6.882,0,0,0,0,1,0
0,1,0,1,1,1,12,78,40,67,20,33,13,13,.96799999,11.729,1,3,5.5209999,7.1700001,1,0,0,0,0,0
0,1,0,1,1,1,12,54,37,69,20,31,13,14,1,11.722,1,3,5.3470001,6.802,0,0,1,0,0,0
0,0,1,1,1,1,8,98,33,66,22,36,12,12,1.233,15.143,1,15,5.4159999,6.7199998,0,0,0,0,0,0
0,1,0,1,1,1,12,98,34,66,22,36,12,12,2.25,16.672001,3,13,5.652,6.908,0,0,0,0,0,0
0,0,0,1,1,1,16,105,29,73,22,30,16,16,.60299999,7.4980001,1,8,5.8049998,6.7179999,0,0,0,0,0,1
0,1,0,1,1,1,12,87,25,68,19,31,12,13,0,5.454,1,2,5.1059999,6.2150002,0,1,0,0,0,0
0,0,1,1,1,1,12,117,25,73,20,28,13,13,2.6500001,9.4239998,0,1,6.2150002,7.052,0,0,0,0,0,1
0,0,0,0,1,1,12,85,30,73,21,29,14,15,0,8.3540001,0,3,5.2979999,6.8559999,0,0,0,0,0,1
0,0,0,1,1,1,8,82,35,70,20,30,13,13,1.817,10.294,1,4,5.4159999,6.5510001,0,0,0,1,0,0
0,0,1,1,1,1,12,114,39,73,24,32,18,18,1.381,6.9650002,0,6,6.5240002,7.4439998,0,0,0,0,0,1
0,0,1,1,1,1,12,105,48,73,26,34,18,18,3.3199999,9.5710001,2,0,7.0510001,7.6030002,0,0,0,0,0,1
0,0,1,1,1,1,7,92,20,73,24,32,14,14,2.4489999,9.3039999,1,8,5.9910002,6.7909999,0,0,0,0,0,1
0,0,0,1,1,1,12,107,23,69,18,29,12,13,0,11.022,1,4,5.829,8.0319996,0,0,1,0,0,0
0,0,0,1,1,1,12,111,41,69,26,37,17,17,0,10.094,2,13,5.927,7.3390002,0,0,1,0,0,0
0,0,0,0,1,0,16,119,49,71,26,35,16,17,4.3629999,13.306,1,9,6.1360002,7.211,0,0,0,0,1,0
0,0,1,1,1,1,12,97,40,66,24,38,12,12,7.1279998,21.091,8,8,6.3559999,7.0409999,0,0,0,0,0,0
0,0,1,1,1,1,10,110,34,66,19,33,12,12,2.3329999,15.656,1,8,5.6659999,6.869,0,0,0,0,0,0
0,0,1,1,1,1,12,96,32,66,24,38,12,12,5.2010002,19.063,6,20,5.9429998,7.131,0,0,0,0,0,0
0,0,1,1,1,0,12,102,31,66,23,37,10,12,3.3329999,16.546,4,4,5.7199998,6.8080001,0,0,0,0,0,0
0,0,1,1,1,1,0,64,22,66,24,38,12,12,5.3779998,17.955999,6,0,5.198,6.8309999,0,0,0,0,0,0
0,0,0,1,1,1,8,103,32,66,20,34,12,12,3,16.593,1,10,4.605,7.3520002,0,0,0,0,0,0
0,0,1,1,1,1,12,118,39,73,24,32,10,10,9.4980001,14.233,0,4,5.323,7.1789999,0,0,0,0,0,1
0,0,1,1,1,1,13,118,41,73,23,31,17,18,0,1,2,9,5.697,6.7789998,0,0,0,0,0,1
0,1,1,1,1,1,12,75,37,71,29,38,13,13,6.7199998,13.64,1,1,5.704,6.6849999,0,0,0,0,1,0
0,0,1,1,1,0,12,112,45,68,20,32,13,14,0,5.8119998,1,10,5.8860002,6.9559999,0,1,0,0,0,0
0,0,0,0,1,0,12,95,20,71,21,30,12,12,1.712,4.473,1,1,5.2979999,6.3099999,0,0,0,0,1,0
0,0,1,1,1,1,12,119,38,73,26,34,16,17,0,3.9200001,4,2,6.1939998,7.0819998,0,0,0,0,0,1
0,0,1,1,1,0,12,94,35,68,25,37,14,14,.37799999,10.458,1,6,5.704,6.369,0,1,0,0,0,0
0,0,0,1,1,1,6,103,27,68,18,30,12,14,0,4.652,1,2,5.165,7.0900002,0,1,0,0,0,0
0,0,1,1,1,1,14,90,36,68,21,33,16,16,.38499999,10.514,1,5,5.6170001,6.6810002,0,1,0,0,0,0
0,0,1,1,0,0,16,128,50,73,28,36,17,18,1.145,8.0410004,5,13,6.7059999,7.223,0,0,0,0,0,1
0,0,0,1,1,1,12,84,40,69,19,30,12,12,.37799999,11.213,1,12,6.04,7.1469998,0,0,1,0,0,0
0,0,1,1,1,1,8,97,38,66,22,36,12,12,2.3329999,16.118,2,1,6.1360002,7.513,0,0,0,0,0,0
0,0,0,1,1,1,12,102,34,66,19,33,12,12,1.3329999,14.206,1,5,5.704,6.8119998,0,0,0,0,0,0
0,0,1,1,1,1,12,131,41,71,24,33,17,18,.484,9.4139996,1,10,6.3839998,7.4650002,0,0,0,0,1,0
0,0,1,1,1,1,12,126,23,73,22,30,16,16,.977,7.8509998,1,1,5.7069998,6.2529998,0,0,0,0,0,1
0,0,1,1,1,0,12,107,32,73,21,29,16,16,.39700001,6.4499998,0,7,5.9910002,6.6950002,0,0,0,0,0,1
0,0,1,1,1,1,12,108,45,70,26,36,16,16,.85000002,10.674,2,2,6.7859998,7.6669998,0,0,0,1,0,0
0,0,1,1,1,1,12,108,40,73,28,36,15,16,0,4.0359998,0,1,6.04,6.836,0,0,0,0,0,1
0,0,0,1,1,1,12,115,46,68,22,34,16,16,.37799999,10.515,1,3,5.2979999,6.6999998,0,1,0,0,0,0
0,0,1,1,1,1,12,111,44,66,21,35,14,14,1.75,16.483,2,14,5.5009999,6.7639999,0,0,0,0,0,0
0,0,1,1,1,1,12,115,47,66,22,36,12,12,1.462,14.469,2,9,5.2729998,7.2740002,0,0,0,0,0,0
0,0,1,1,1,0,11,101,31,67,19,32,13,14,1,11.936,2,0,5.0500002,6.2150002,1,0,0,0,0,0
0,0,1,1,1,1,12,114,48,68,25,37,18,18,.34599999,12.263,1,2,6.1220002,7.2329998,0,1,0,0,0,0
0,0,0,1,1,1,12,116,40,73,22,30,17,18,0,5.1570001,2,9,5.421,6.2690001,0,0,0,0,0,1
0,0,1,1,1,0,12,90,41,66,22,36,12,12,0,4.382,2,14,5.3800001,6.7810001,0,0,0,0,0,0
0,0,0,1,1,1,14,125,33,69,17,28,12,12,0,10.853,1,11,5.4640002,6.9330001,0,0,1,0,0,0
0,0,0,0,1,1,12,98,26,69,17,28,12,12,.33700001,11.34,1,12,5.638,7.0999999,0,0,1,0,0,0
0,0,1,1,1,0,10,111,42,73,21,29,15,15,1.374,7.605,4,5,5.849,7.3899999,0,0,0,0,0,1
0,0,1,1,1,1,12,109,38,70,22,32,15,16,.80599999,10.708,3,2,6.0380001,7.5190001,0,0,0,1,0,0
0,0,0,1,1,1,12,124,36,68,25,37,16,16,.37799999,12.343,1,2,5.743,7.3790002,0,1,0,0,0,0
0,0,1,1,1,1,8,121,35,73,25,33,13,13,.35800001,6.0440001,4,1,6.3969998,6.908,0,0,0,0,0,1
0,0,0,1,1,1,10,103,37,69,19,30,12,12,0,6.671,1,4,5.5209999,6.6030002,0,0,1,0,0,0
0,1,0,0,1,1,12,96,19,68,17,29,12,12,1,9.7019997,1,1,5.598,7.4380002,0,1,0,0,0,0
0,0,1,1,1,1,12,100,40,66,19,33,12,12,0,10.881,2,9,6.0209999,7.4380002,0,0,0,0,0,0
0,0,1,1,1,1,11,112,38,66,24,38,10,12,0,11.58,8,5,5.9990001,7.0089998,0,0,0,0,0,0
0,0,0,1,1,1,12,73,24,66,17,31,10,11,0,.96200001,1,1,5.3709998,6.4380002,0,0,0,0,0,0
0,0,0,1,1,1,11,101,39,70,19,29,12,13,0,1,1,7,5.6279998,6.579,0,0,0,1,0,0
0,0,0,1,1,1,12,99,44,66,22,36,12,12,4.3330002,19.089001,4,10,5.4809999,6.7509999,0,0,0,0,0,0
0,0,0,1,1,1,12,95,23,67,19,32,12,12,.46200001,12.084,1,2,4.8280001,7.131,1,0,0,0,0,0
0,0,1,1,0,0,18,109,40,70,28,38,16,18,0,3.829,3,13,6.125,7.0300002,0,0,0,1,0,0
0,0,0,0,1,1,13,110,35,70,18,28,12,12,0,6.1420002,1,1,5.6729999,6.802,0,0,0,1,0,0
0,0,1,1,1,1,4,98,49,69,27,38,17,17,0,6.368,1,7,6.2820001,7.5619998,0,0,1,0,0,0
0,0,1,1,1,1,12,112,46,73,29,37,15,15,2.0369999,7.5079999,0,2,6.6199999,6.869,0,0,0,0,0,1
0,0,1,1,1,1,11,90,28,68,18,30,12,12,0,5.395,1,3,6.6199999,7.3610001,0,1,0,0,0,0
0,0,1,1,0,1,12,102,46,73,28,36,14,14,5.2820001,11.063,0,7,6.3330002,6.8460002,0,0,0,0,0,1
0,0,1,1,1,0,12,119,39,73,22,30,16,16,.65799999,7.5339999,2,9,6.052,6.802,0,0,0,0,0,1
0,0,1,1,0,0,8,96,34,66,17,31,12,12,.333,14.677,1,13,5.553,6.7820001,0,0,0,0,0,0
0,0,1,1,1,1,12,118,40,69,27,38,18,18,1.1799999,12.112,1,12,6.4629998,7.4439998,0,0,1,0,0,0
0,0,1,1,0,0,9,79,39,66,23,37,11,12,5.3779998,19.33,1,15,5.6630001,7.1389999,0,0,0,0,0,0
0,0,1,1,0,0,10,96,42,68,26,38,12,12,0,8.7329998,8,7,5.9580002,6.6209998,0,1,0,0,0,0
0,0,0,1,0,0,12,80,27,69,17,28,11,11,1.006,11.996,1,12,5.7779999,7,0,0,1,0,0,0
0,0,0,1,0,0,12,137,36,70,23,33,13,13,.79799998,10.801,1,11,5.8140001,6.9089999,0,0,0,1,0,0
0,0,0,0,0,0,12,116,42,69,23,34,15,15,.46200001,11.261,1,12,5.9640002,7.0510001,0,0,1,0,0,0
0,0,1,1,1,1,12,69,31,66,21,35,11,12,1.317,15.168,2,16,6.0310001,6.908,0,0,0,0,0,0
0,0,0,1,1,1,6,78,36,66,19,33,12,12,1.961,15.9,1,3,5.6059999,7.131,0,0,0,0,0,0
0,1,1,1,1,1,8,99,41,71,29,38,12,12,11.11,17.914,4,3,5.994,6.7540002,0,0,0,0,1,0
0,0,0,1,1,1,16,92,33,67,18,31,12,12,.37799999,13.406,3,3,5.3520002,7.099,1,0,0,0,0,0
0,0,0,1,1,1,16,113,23,73,21,29,16,16,0,11.995,6,7,6.0430002,6.8429999,0,0,0,0,0,1
0,0,0,1,1,1,12,98,29,71,24,33,13,13,0,6.5669999,1,1,5.434,6.8070002,0,0,0,0,1,0
0,0,1,1,1,1,12,115,30,73,21,29,15,15,.39199999,7.355,3,4,6.1719999,6.7709999,0,0,0,0,0,1
0,0,0,1,1,1,6,117,41,69,24,35,16,17,0,1,1,9,5.6630001,7.1399999,0,0,1,0,0,0
0,0,1,1,1,1,8,96,38,66,21,35,12,12,0,13.921,4,2,5.6589999,6.8559999,0,0,0,0,0,0
0,0,0,1,1,1,10,108,46,73,21,29,12,12,1.783,8.6899996,0,3,5.5209999,4.7490001,0,0,0,0,0,1
