taxableinc,federaltax,hsiblings,hfathereduc,hmothereduc,siblings,lfp,hours,kidsl6,kids618,age,educ,wage,wage76,hhours,hage,heduc,hwage,faminc,mtr,mothereduc,fathereduc,unemployment,largecity,exper
10300,1120,4,10,9,1,1,1960,0,1,31,12,3.1633,3.1800001,2875,35,12,5.0783,20800,.69150001,12,12,7.5,0,13
25600,3371,2,12,10,2,1,444,0,0,46,12,2.7026999,0,2340,49,12,.51279998,2400,.80150002,10,16,7.5,1,24
12800,875,1,7,3,4,1,384,0,3,36,14,1.6927,0,3060,43,17,5.402,32650,.58149999,10,10,14,1,1
18100,2636,0,7,9,0,1,1170,1,2,39,13,.2137,0,1920,47,12,7.8646002,16370,.72149998,12,16,11,1,1
36525,6873,1,12,12,1,1,1330,0,2,36,17,6.7669001,4.5,3390,38,12,6.0531001,35500,.55150002,7,7,14,0,3
28000,4440,3,7,7,3,1,1350,0,4,37,8,1.7407,2.0999999,2400,41,12,5,15100,.75150001,7,7,3,0,4
21200,3070,2,7,7,5,1,480,0,4,39,12,2.5,0,1640,40,11,7.6829,14100,.75150001,7,9,3,0,21
9100,381,1,7,10,1,1,1984,1,3,36,11,4.4858999,3.26,1656,38,8,6.0386,19600,.72149998,7,3,14,0,10
16221,1648,3,3,7,1,1,1944,0,2,49,12,2.572,2.7,1920,53,16,5.8509998,19434,.72149998,7,7,5,1,13
20967,2572,1,10,12,4,1,50,1,1,45,12,3.46,5,1780,46,10,6.7416,23882,.72149998,7,7,9.5,1,9
17165,1618,0,3,7,0,1,460,2,0,32,17,4.7825999,0,1850,31,17,8.1080999,17300,.72149998,7,7,7.5,0,14
35700,6931,3,7,12,0,1,680,0,5,36,10,2.3118,0,3430,43,12,5.3060999,19772,.72149998,7,7,7.5,0,2
34550,5998,3,16,12,1,1,2450,0,1,40,12,5.3060999,6.5,2008,40,8,7.2708998,35641,.62150002,7,7,5,1,21
16100,1825,2,7,7,0,1,2144,0,2,43,13,5.8674998,0,2140,43,11,8.1775999,34220,.58149999,7,7,7.5,1,22
7000,190,3,12,7,2,1,1760,0,1,33,12,3.4091001,3.21,3380,34,12,7.1005998,30000,.58149999,12,16,11,1,14
24000,3237,1,7,12,1,1,490,0,1,30,12,4.0816002,2.46,2430,33,11,6.5844002,18000,.69150001,12,12,7.5,1,7
18500,2285,2,17,16,1,0,0,0,1,49,12,0,0,2550,54,15,7.8529,21025,.66149998,14,12,7.5,1,2
13700,1381,6,7,7,1,0,0,2,0,30,16,0,0,1928,34,16,11.929,23600,.66149998,14,7,9.5,1,5
38350,7131,2,7,12,0,0,0,1,0,30,12,0,0,1100,39,17,18,22800,.66149998,12,12,7.5,0,12
9400,0,3,3,7,8,0,0,0,4,41,12,0,0,3193,40,16,10.022,35910,.58149999,7,7,7.5,1,1
15000,2011,4,14,7,3,0,0,0,1,45,12,0,0,2250,46,16,9.3332996,21700,.66149998,7,7,5,1,12
15000,1816,3,7,7,5,0,0,0,5,43,12,0,0,2012,44,13,6.085,21823,.75150001,7,7,7.5,1,4
17149,1422,2,7,7,1,0,0,0,1,42,13,0,0,3856,46,15,5.7054,31000,.66149998,10,7,11,1,9
21650,3392,4,7,7,3,0,0,0,0,60,12,0,0,1645,58,12,9.1184998,15300,.72149998,7,7,7.5,1,9
29800,4924,1,7,14,0,0,0,0,0,57,12,0,0,1554,57,12,7.2072001,12925,.72149998,9,3,7.5,1,6
15875,2159,6,7,7,2,0,0,0,2,38,10,0,0,2352,41,8,5.3146,15830,.75150001,12,7,5,0,5
20960,2789,5,7,7,8,0,0,0,0,56,12,0,0,1980,58,12,8.2827997,30200,.69150001,12,12,7.5,1,5
6740,1,2,3,9,8,0,0,0,3,32,12,0,0,2352,37,7,7.0577998,16600,.72149998,10,7,5,0,8
19772,1921,3,7,7,6,0,0,0,1,49,7,0,0,1784,58,6,6.1659002,11000,.75150001,7,7,7.5,1,2
14800,1779,8,7,3,5,0,0,0,0,55,12,0,0,2500,58,12,2.7,15000,.72149998,7,10,3,0,6
12200,1299,0,7,10,2,0,0,1,1,36,9,0,0,2088,39,14,7.6627998,20528,.72149998,7,7,11,0,0
12900,1623,5,7,7,1,0,0,0,3,44,12,0,0,4640,50,12,1.8491,13126,.75150001,9,9,14,0,3
3305,0,8,7,7,8,0,0,0,1,44,10,0,0,3900,60,12,3.8462,15550,.72149998,7,14,7.5,1,7
18550,2720,2,7,10,2,0,0,1,2,35,14,0,0,1988,34,17,9.0543003,18010,.72149998,3,12,7.5,1,3
30800,5192,1,16,12,1,0,0,2,3,44,14,0,0,1920,45,10,9.375,18874,.72149998,10,10,14,0,10
27100,4206,1,7,7,0,0,0,0,1,45,12,0,0,2400,45,12,8.3332996,24800,.66149998,12,12,14,1,3
17748,2335,3,7,10,2,0,0,1,0,34,12,0,0,1867,38,12,9.3732996,17500,.69150001,12,17,5,1,2
14000,1436,1,7,12,1,0,0,2,0,30,17,0,0,3570,32,17,4.4818001,16150,.72149998,12,12,7.5,1,12
17870,2573,4,7,7,3,0,0,0,1,39,8,0,0,2805,44,12,5.3476,15189,.72149998,7,3,3,0,15
10400,622,5,12,9,4,0,0,0,2,36,12,0,0,1110,39,15,3.2026999,6000,.78149998,7,7,14,0,5
14697,434,5,7,0,3,0,0,0,2,38,17,0,0,2695,42,16,12.801,37250,.55150002,10,12,9.5,1,4
7220,373,0,7,12,1,0,0,0,0,53,12,0,0,1950,54,16,6.9102998,27760,.62150002,10,10,7.5,1,10
15740,2141,7,7,7,2,0,0,0,2,36,12,0,0,2128,42,12,4.2293,9090,.77149999,7,7,3,0,1
13509,1160,2,3,3,1,0,0,1,1,32,12,0,0,3260,31,12,4.4478998,14500,.72149998,12,7,7.5,1,8
12160,1475,0,7,14,5,0,0,0,3,51,9,0,0,1987,51,12,8.0523005,19700,.72149998,7,7,14,1,20
26800,4135,3,7,7,5,0,0,0,0,38,11,0,0,2185,46,11,7.5057001,16788,.69150001,10,7,14,1,4
12060,1266,7,3,3,8,0,0,2,0,33,12,0,0,2475,36,12,7.4747,18520,.69150001,10,10,11,1,7
19350,2453,2,7,12,1,0,0,0,0,54,12,0,0,2610,53,12,6.3218002,20950,.69150001,16,10,9.5,1,10
26400,3801,7,12,7,2,0,0,0,3,38,9,0,0,1920,44,12,2.1354001,7574,.80150002,7,3,11,0,3
10180,737,2,7,12,6,0,0,2,2,30,11,0,0,2352,31,14,4.2091999,10027,.77149999,7,7,3,0,5
22000,3020,5,7,7,8,0,0,2,3,34,12,0,0,3160,30,12,.75950003,5000,.94150001,12,12,7.5,0,10
20460,3119,5,7,7,2,0,0,0,1,34,9,0,0,1040,37,13,4.8077002,7040,.79149997,12,7,3,0,0
14800,1584,3,7,3,1,0,0,0,2,50,12,0,0,3120,49,12,12.788,40800,.52149999,10,7,7.5,1,3
25500,4309,1,7,12,1,0,0,2,0,30,17,0,0,2240,30,16,7.1429,16050,.72149998,12,12,11,0,10
5380,226,4,7,3,2,0,0,0,2,38,12,0,0,1980,42,16,15.152,33100,.58149999,10,7,11,1,2
21700,2421,4,7,12,5,0,0,0,0,54,14,0,0,1960,58,14,7.9081998,33856,.72149998,12,12,9.5,1,10
25900,3442,5,7,12,2,0,0,1,2,30,12,0,3,2940,31,17,6.9727998,20500,.69150001,12,12,7.5,1,4
16000,1806,0,10,12,2,0,0,0,0,55,12,0,0,2467,56,11,4.9180999,28600,.58149999,7,7,5,1,0
50750,11486,1,17,16,2,0,0,0,1,51,10,0,0,2256,56,12,8.3112001,18750,.69150001,10,10,11,0,10
23000,3481,2,12,9,2,0,0,0,1,44,12,0,0,1680,46,12,7.1429,20300,.72149998,7,7,9.5,1,5
65000,18155,4,7,10,1,0,0,0,0,53,12,0,0,2250,55,12,5.6889,13420,.72149998,7,7,5,0,0
20500,2705,1,7,12,4,0,0,0,2,42,10,0,0,2400,49,9,7.0833001,18400,.72149998,3,3,5,0,0
30000,5247,1,16,16,2,0,0,0,2,38,12,0,0,2196,42,11,5.6922002,16682,.72149998,10,7,7.5,0,19
19800,2993,3,10,12,5,0,0,1,3,38,13,0,0,2400,40,12,11.4,32685,.62150002,7,7,7.5,1,2
17100,2426,3,10,12,4,0,0,1,4,41,12,0,0,3825,41,11,1.4152,7050,.80150002,3,3,9.5,1,12
32300,5603,2,16,16,3,0,0,0,3,35,8,0,0,2860,44,9,2.7507,10867,.78149998,12,7,9.5,1,5
31000,5810,5,7,7,4,0,0,1,2,33,12,0,2.75,2750,34,12,6.6181998,18220,.72149998,12,12,9.5,1,5
16860,1954,5,7,12,1,0,0,0,0,48,13,0,0,2103,50,16,9.2725,26613,.69150001,7,7,7.5,0,5
23000,3481,8,7,7,2,0,0,0,0,47,12,0,0,1880,51,12,12.287,25000,.62150002,12,10,7.5,1,10
12700,1205,0,10,10,6,0,0,0,5,34,12,0,0,3185,41,13,2.8548999,15700,.75150001,7,7,7.5,1,0
16000,1806,1,7,10,0,0,0,2,1,33,13,0,0,2677,37,17,7.9709001,40250,.52149999,12,10,5,1,4
28550,4574,3,7,7,2,0,0,3,1,31,13,0,0,3600,36,17,19.444,73600,.44150001,12,16,11,0,3
37996,6724,2,7,10,0,0,0,0,0,58,8,0,0,4334,58,8,1.4806,10592,.75150001,12,7,7.5,1,2
21100,3049,4,16,12,2,0,0,0,0,49,12,0,0,2874,52,8,1.8918,8000,.75150001,7,7,3,0,1
18300,2461,8,3,7,3,0,0,0,1,55,8,0,0,1936,56,9,6.9215002,13400,.72149998,7,3,7.5,1,0
25700,3395,3,7,7,8,0,0,0,0,44,14,0,1.5,1964,49,8,10.692,23700,.66149998,12,12,14,1,1
6719,445,3,7,7,3,0,0,0,0,44,9,0,0,1900,48,8,9.9474001,18900,.69150001,7,7,11,1,1
14000,1271,4,7,7,1,0,0,0,3,36,16,0,0,2500,37,17,19,48300,.46149999,7,12,9.5,1,6
40800,8942,3,14,7,0,0,0,0,3,38,12,0,0,3173,46,14,7.4882002,24470,.66149998,14,14,9.5,1,12
11431,984,7,7,7,1,0,0,0,3,37,16,0,0,2916,38,17,9.2589998,28630,.62150002,16,7,7.5,1,6
52600,12588,3,10,12,2,0,0,0,0,47,12,0,0,2208,51,12,11.322,25320,.62150002,12,7,5,1,9
17500,1888,3,7,7,3,0,0,0,3,47,12,0,0,2094,47,10,6.447,13530,.75150001,12,10,7.5,1,14
6634,428,3,9,9,3,0,0,1,1,32,12,0,0,2250,33,12,6.5777998,14800,.72149998,7,7,9,1,13
45420,10574,4,16,10,1,0,0,1,2,43,12,0,0,2000,46,12,6.0999999,17400,.75150001,12,7,7.5,0,8
15800,1964,0,7,3,4,0,0,1,4,42,11,0,0,2600,48,10,4.2308002,15980,.78149998,10,10,3,0,0
10400,642,3,12,7,2,0,0,0,0,56,12,0,0,4368,57,8,2.217,16576,.72149998,7,7,7.5,0,1
26201,3994,2,7,7,3,0,0,0,5,38,13,0,2.25,3068,40,16,6.5188999,21850,.69150001,12,7,11,1,3
14319,1657,4,7,7,2,0,0,0,2,52,12,0,0,2218,51,11,6.4923,14600,.72149998,7,7,14,1,13
13120,1465,5,7,7,0,0,0,0,0,50,12,0,0,1848,56,12,11.364,21600,.66149998,12,12,7.5,1,3
24885,3905,3,7,12,2,0,0,0,0,33,16,0,0,2430,33,17,9.8765001,24000,.66149998,12,12,7.5,1,8
35200,6180,2,7,12,1,0,0,0,2,44,16,0,0,2640,44,17,7.6575999,20883,.69150001,7,7,7.5,1,8
9200,562,4,7,14,2,0,0,0,1,41,12,0,0,2108,42,16,8.3016996,19500,.69150001,7,7,14,0,18
15370,1482,5,7,12,2,0,0,0,1,45,12,0,0,1998,45,12,14.114,42800,.62150002,14,12,11,1,2
16302,2258,6,7,7,6,0,0,0,0,53,14,0,0,2500,55,16,16,41500,.52149999,7,7,7.5,0,3
24000,3957,4,7,7,5,0,0,0,0,53,14,0,0,1665,56,17,11.291,18965,.69150001,12,12,14,1,5
23450,3097,1,7,12,2,0,0,0,1,42,12,0,0,2990,46,12,2.3395,16100,.72149998,12,10,9.5,1,2
16486,1880,7,7,7,2,0,0,2,0,32,13,0,0,1795,35,16,7.7993999,14700,.72149998,12,17,7.5,1,10
25503,4309,3,7,7,3,0,0,0,0,56,12,0,0,2500,53,12,6,18800,.72149998,7,7,7.5,1,30
15250,1658,6,7,7,1,0,0,1,3,37,11,0,0,2205,40,11,6.6893001,14750,.75150001,10,7,11,1,1
35000,8688,2,7,12,6,0,0,1,2,40,12,0,0,2460,42,14,8.5366001,21000,.69150001,12,7,14,1,5
31875,5461,3,7,7,2,0,0,0,3,54,15,0,0,1880,55,16,13.83,35400,.62150002,0,7,7.5,1,8
16225,2038,8,7,7,5,0,0,0,0,53,7,0,0,3481,53,9,1.48,10700,.75150001,7,7,7.5,0,0
30100,5004,2,7,7,2,0,0,0,1,48,12,0,0,2450,51,12,8.5713997,24500,.66149998,7,7,9.5,1,4
42700,9774,2,14,16,4,0,0,1,2,36,12,0,0,2062,38,14,8.2299004,17045,.72149998,7,7,9.5,1,2
18200,2018,0,14,7,2,0,0,0,0,57,12,0,0,2146,52,14,8.3877001,18800,.69150001,7,7,7.5,1,30
9600,466,8,7,9,6,0,0,0,0,51,12,0,0,1575,49,7,7.3650999,14000,.72149998,10,7,14,1,25
12900,1623,6,9,9,6,0,0,0,4,33,13,0,0,3096,37,12,3.4414999,18214,.72149998,7,0,3,0,3
15700,1946,1,7,16,0,0,0,0,0,52,12,0,0,3280,49,11,3.3536999,20177,.75150001,7,7,7.5,1,20
25633,3853,2,12,12,1,0,0,0,0,56,10,0,0,1680,60,8,2.9762001,8300,.78149998,0,7,7.5,1,20
22200,2626,2,12,12,1,0,0,1,2,36,12,0,0,2625,38,11,5.1810002,14200,.75150001,14,9,7.5,1,0
7534,270,1,9,16,1,0,0,1,0,36,14,0,0,1846,50,16,10.293,21768,.69150001,12,12,7.5,0,15
15495,2085,2,7,7,0,0,0,0,1,46,12,0,0,2178,47,10,13.243,29553,.58149999,10,7,14,1,10
34550,6568,0,16,16,1,0,0,0,3,31,10,0,0,960,33,9,3.6458001,4350,.94150001,7,7,7.5,0,4
48000,11549,1,7,12,1,0,0,0,0,52,11,0,0,2210,51,12,10.407,24000,.66149998,7,7,11,1,3
20495,2467,2,12,10,2,0,0,0,2,46,12,0,0,2192,55,12,8.2117004,18300,.69150001,7,7,7.5,1,10
14640,1937,8,7,3,3,0,0,2,0,35,12,0,0,1960,44,16,8.6735001,17200,.72149998,7,3,7.5,1,9
11306,1138,1,7,12,6,0,0,0,0,59,12,0,0,1920,56,10,8.3207998,16476,.69150001,7,7,14,0,7
36550,7542,2,7,12,2,0,0,0,1,36,8,0,0,2286,40,12,4.2870002,13400,.75150001,0,0,14,0,12
31800,6051,3,7,7,0,0,0,1,3,51,7,0,0,2000,52,7,10.5,44988,.52149999,3,3,14,0,0
20000,2164,3,7,12,3,0,0,1,0,31,16,0,0,2256,31,12,7.9787002,18200,.69150001,12,12,9,1,16
7400,565,5,7,7,3,0,0,0,2,31,14,0,0,2370,36,17,11.814,28000,.62150002,12,12,14,1,4
34000,6117,3,12,10,2,0,0,1,1,32,12,0,0,1800,39,13,6.1111002,11550,.75150001,12,12,7.5,1,7
12590,1173,7,7,9,6,0,0,1,2,35,16,0,0,2250,38,16,12.578,28450,.62150002,12,7,14,1,7
12000,725,6,7,12,5,0,0,0,3,40,12,0,4.0999999,1080,43,12,11.244,15096,.75150001,7,10,7.5,1,14
14350,1114,8,7,17,6,0,0,1,2,33,10,0,0,2840,38,12,2.7407999,8009,.78149998,7,7,14,0,2
12800,875,5,10,10,5,0,0,0,0,54,7,0,0,2250,52,11,4.4443998,10040,.75150001,0,0,3,1,20
18000,1784,1,12,12,3,0,0,1,1,36,12,0,0,2746,37,12,5.8267002,16700,.72149998,12,12,7.5,1,5
24400,3089,1,16,14,3,0,0,0,1,50,10,0,0,2300,60,8,2.3478,8400,.78149998,12,7,3,0,10
16500,2093,5,14,7,3,0,0,0,0,54,8,0,0,2860,49,8,4.4755001,13000,.72149998,0,0,3,0,20
23500,3599,3,12,7,3,0,0,0,1,48,11,0,0,1765,49,12,8.4986,17970,.72149998,7,7,7.5,1,10
30750,5436,3,7,14,3,0,0,0,4,41,15,0,0,2520,42,16,7.1824999,18450,.72149998,14,17,5,0,8
17700,2120,7,7,7,8,0,0,0,4,50,12,0,0,2208,53,12,10.87,31000,.66149998,12,7,14,1,11
33000,4181,1,12,7,3,0,0,0,2,46,12,0,0,2119,51,8,7.1222,24135,.72149998,10,7,7.5,1,3
25000,3952,5,3,3,1,0,0,0,1,42,13,0,0,2580,47,17,10.6592,31700,.58149999,12,12,7.5,0,6
10000,351,5,7,7,3,0,0,1,2,31,9,0,0,1984,34,12,3.2762001,10190,.79149997,3,3,14,0,4
6114,346,4,7,7,5,0,0,0,0,53,12,0,0,1880,58,8,7.7521,21574,.72149998,10,10,14,0,4
36200,7088,3,12,12,8,0,0,0,1,51,12,0,0,2185,57,12,11.945,26680,.62150002,3,3,7.5,1,9
31850,5751,8,10,10,5,0,0,0,1,47,12,0,0,2080,57,12,4.6153998,17700,.75150001,7,9,11,1,10
21152,2831,2,7,12,2,0,0,0,1,50,12,0,0,1920,50,12,13.021,29400,.62150002,12,12,14,1,3
16000,1611,3,12,10,8,0,0,0,1,37,6,0,0,3000,52,5,2.6666999,22159,.75150001,7,7,7.5,0,2
14700,1178,3,10,10,2,0,0,2,2,30,12,0,0,2100,31,12,8.8332996,35000,.58149999,12,12,11,0,2
19394,2236,6,10,10,8,0,0,0,0,49,12,0,0,1690,39,12,2.3669,8630,.79149997,16,16,5,1,0
30000,4977,1,14,14,2,0,0,0,2,52,12,0,0,2600,49,16,5,17080,.75150001,7,0,14,1,8
11520,1003,7,7,7,5,0,0,0,2,47,12,0,0,1984,49,16,7.4597001,32500,.72149998,10,7,14,1,6
26450,3801,1,7,14,3,0,0,0,0,49,12,0,0,2064,53,12,7.7519002,16000,.72149998,7,7,11,1,15
18180,1999,4,16,10,1,0,0,0,4,44,12,0,0,2553,31,16,5.4053998,18850,.75150001,12,10,14,1,15
57500,14995,7,7,3,4,0,0,0,0,53,8,0,0,2776,59,9,6.1238999,17500,.69150001,9,9,9.5,1,9
22900,3698,5,7,0,4,0,0,1,0,30,12,0,0,2315,31,13,8.3368998,19392,.69150001,7,12,14,0,8
30700,5436,1,14,12,1,0,0,0,2,54,12,0,0,1880,55,12,7.1276999,14450,.72149998,7,10,7.5,1,18
34700,6928,8,12,9,2,0,0,1,1,47,7,0,0,2160,51,7,6.1204,21800,.69150001,0,0,7.5,1,3
29090,4194,1,7,7,3,0,0,0,0,56,15,0,0,900,56,12,3.1111,7700,.75150001,7,7,14,1,10
13200,1289,3,7,7,3,0,0,0,1,49,12,0,0,2467,52,16,12.161,31800,.58149999,7,7,11,0,6
26100,4180,5,9,7,1,0,0,0,0,48,6,0,0,1820,55,12,5.3846002,17258,.75150001,7,7,9.5,1,20
37000,7350,5,9,10,2,0,0,0,1,49,12,0,0,2223,53,10,3.9837999,13399,.75150001,10,12,9.5,0,8
13000,1080,8,7,7,5,0,0,0,1,56,12,0,0,2142,60,12,7.4696999,16073,.72149998,12,16,11,0,3
28200,5034,5,3,7,2,0,0,0,0,46,12,0,0,1928,46,11,11.411,23260,.66149998,7,7,7.5,1,4
19700,2972,8,7,7,4,0,0,0,2,45,12,0,0,2783,49,17,12.936,37300,.55150002,12,12,14,1,13
38300,7453,2,7,12,1,0,0,0,2,32,12,0,0,1960,35,12,5.6121998,11000,.75150001,12,7,11,1,4
90800,30285,3,16,12,4,0,0,1,1,43,12,0,2.7,1920,41,12,6.8098998,13075,.75150001,7,7,14,1,17
27200,3989,3,9,3,2,0,0,1,1,34,12,0,0,1587,39,12,8.5066004,13700,.72149998,7,7,9.5,1,4
39100,7716,2,12,14,1,0,0,1,1,30,12,0,0,2496,51,10,5.5079999,25100,.66149998,7,10,5,0,0
24500,3354,2,10,10,3,0,0,2,0,38,17,0,4.8000002,2280,39,12,7.2284999,18600,.69150001,12,16,5,1,15
38700,7584,1,14,14,1,0,0,1,1,33,16,0,0,2750,36,17,9.4545002,29000,.62150002,16,16,9.5,0,11
10400,310,5,3,3,8,0,0,0,0,52,12,0,0,2115,55,12,8.9834995,19237,.69150001,7,7,9.5,1,23
22000,3020,0,7,12,3,0,0,0,3,43,11,0,0,2590,45,12,5.9846001,19855,.72149998,12,14,7.5,1,1
11000,1253,6,3,7,1,0,0,1,1,33,12,0,0,2372,34,12,3.9628999,9450,.75150001,12,7,9.5,0,5
22679,3387,1,7,10,6,0,0,0,0,45,10,0,0,2295,48,12,7.0574999,30000,.58149999,7,7,7.5,0,1
28900,4952,2,12,12,4,0,0,2,1,36,10,0,0,2096,38,12,7.1564999,15000,.72149998,10,10,14,1,5
19625,2516,1,7,12,8,0,0,1,1,34,12,0,0,3315,39,17,4.0145001,24701,.66149998,12,12,9.5,1,3
28500,4574,2,7,14,0,0,0,0,2,37,14,0,0,1777,50,16,3.8829,15900,.72149998,10,14,11,0,3
24400,3331,1,3,7,2,0,0,0,1,46,10,0,0,1880,51,12,7.9787002,16240,.72149998,7,7,11,0,19
16310,2056,4,12,10,3,0,0,0,0,47,12,0,0,2184,55,10,5.0366001,21100,.75150001,12,12,9.5,1,20
43500,9549,5,7,3,3,0,0,2,1,31,16,0,0,3250,32,16,7.0769,23000,.66149998,12,12,7.5,1,5
13900,1828,1,7,3,8,0,0,0,0,57,5,0,0,1520,58,5,3.6184001,6340,.77149999,7,7,14,0,0
12500,1354,2,7,7,1,0,0,1,1,30,12,0,0,3119,30,13,13.466,42250,.49149999,10,10,5,1,3
21800,2978,0,10,10,6,0,0,0,0,30,12,0,0,640,43,17,14.531,14694,.72149998,12,10,11,1,3
22275,2845,8,7,7,4,0,0,0,3,44,12,0,0,2250,45,12,6.8000002,21417,.72149998,12,12,9.5,1,7
15000,1816,1,7,16,3,0,0,0,0,53,13,0,0,3000,53,13,6.6666999,20200,.66149998,7,12,7.5,1,7
15700,2141,1,7,9,6,0,0,0,0,51,8,0,0,2028,54,8,5.9172001,12090,.72149998,7,7,9.5,1,1
15762,1946,4,7,7,3,0,0,1,3,39,12,0,0,2412,36,14,10.24,24760,.66149998,12,7,5,1,13
14090,1631,4,7,12,1,0,0,0,0,52,8,0,0,2452,54,12,8.1566,23000,.69150001,7,3,3,0,0
23000,3721,1,7,9,1,0,0,0,4,46,8,0,0,2304,50,12,6.6774998,19365,.72149998,3,3,11,1,0
20100,2839,6,7,3,6,0,0,0,5,47,12,0,0,3120,49,12,.96149999,5550,.94150001,7,7,3,0,12
23600,3382,1,12,14,3,0,0,0,2,52,8,0,0,1670,54,8,16.907,68035,.44150001,7,3,7.5,1,0
35100,6749,2,17,14,2,0,0,0,2,45,12,0,0,2137,46,15,13.57,29300,.62150002,10,14,7.5,1,5
23150,3745,2,7,3,3,0,0,0,0,60,11,0,0,2071,52,11,8.9329004,18500,.69150001,7,7,7.5,1,45
32700,6024,8,7,7,2,0,0,0,2,41,13,0,0,1960,54,7,4.7371998,22582,.72149998,17,7,11,0,10
31800,5751,3,16,7,1,0,0,0,3,39,8,0,0,2068,45,12,8.5106001,21500,.72149998,7,7,7.5,1,2
78000,23943,8,14,12,1,0,0,0,1,49,12,0,0,2190,51,12,5.2511001,28070,.75150001,7,7,7.5,0,3
38500,7841,2,7,7,5,0,0,1,1,32,15,0,0,2295,37,13,21.785999,50300,.44150001,12,12,14,1,1
34700,6928,2,7,12,1,0,0,1,3,33,12,0,0,2970,34,13,7.9124999,23500,.66149998,12,12,14,1,5
42000,8343,1,12,10,1,0,0,0,4,36,10,0,0,2068,37,8,7.1083002,15500,.75150001,7,9,14,0,10
21800,2542,8,3,12,2,0,0,3,3,37,13,0,0,2419,39,14,5.0433998,13440,.77149999,7,0,5,0,4
20130,3056,6,7,3,1,0,0,1,2,30,12,0,0,2150,34,11,2.2442,8100,.78149998,12,12,11,0,7
24000,3471,3,7,3,2,0,0,1,1,44,11,0,0,1152,37,10,8.5068998,9800,.75150001,7,12,9.5,1,9
12039,1093,6,7,9,1,0,0,0,1,48,12,0,0,2640,49,12,7.5757999,20300,.69150001,7,12,5,1,5
30000,4977,2,10,10,2,0,0,0,4,40,11,0,0,2550,45,11,5.8824,15000,.75150001,7,7,14,1,4
42000,9020,0,16,7,1,0,0,0,0,47,13,0,0,1360,49,16,40.441002,56100,.44150001,9,9,5,1,11
9380,935,5,7,7,5,0,0,0,2,36,12,0,0,2420,40,12,6.2339001,22846,.72149998,12,7,5,1,9
26800,3653,5,16,12,2,0,0,0,2,40,11,0,0,2205,42,14,9.2971001,22225,.69150001,7,12,5,1,4
21600,3392,4,7,7,4,0,0,0,1,46,12,0,0,3268,46,12,.70380002,17635,.94150001,12,7,7.5,1,2
42045,9020,1,12,7,3,0,0,0,0,52,12,0,0,3672,54,12,2.5425,18500,.69150001,3,12,7.5,0,23
22762,3411,7,7,7,4,0,0,0,1,44,12,0,0,1800,45,12,5.0833001,13390,.75150001,12,12,11,0,3
24100,3500,3,12,14,1,0,0,0,1,45,10,0,0,1926,46,14,7.6842999,15150,.72149998,7,7,7.5,1,15
28000,4980,1,7,7,3,0,0,2,1,30,7,0,0,1920,35,7,4.0625,16200,.78149998,7,3,7.5,0,8
21180,2831,2,14,12,2,0,0,1,3,40,12,0,0,2080,44,12,6.5106001,33920,.66149998,12,12,14,1,3
23100,3505,2,7,7,4,0,0,0,1,43,12,0,0,2856,43,12,2.951,14000,.72149998,7,12,7.5,0,25
16000,865,2,7,7,2,0,0,0,2,49,12,0,0,2115,53,10,5.6738,16736,.75150001,12,3,11,1,2
26220,4496,1,7,7,4,0,0,1,4,46,12,0,3.45,1880,48,12,12.766,30650,.66149998,12,12,11,1,0
19900,3014,6,7,7,1,0,0,0,0,52,11,0,0,2000,52,12,6,12400,.75150001,7,7,11,0,19
28000,4177,6,7,3,2,0,0,1,1,31,12,0,0,2044,33,15,9.2954998,19022,.69150001,7,10,9.5,1,3
62500,17500,2,10,12,2,0,0,1,1,42,10,0,0,1677,47,11,5.1324,11203,.75150001,7,7,5,0,7
26800,4657,1,12,7,1,0,0,0,3,33,11,0,0,2184,38,8,9.0658998,19876,.69150001,7,14,7.5,1,1
19500,2930,8,7,12,3,0,0,0,0,57,16,0,0,3185,57,13,11.931,57000,.44150001,7,12,14,1,9
15500,2104,4,7,3,8,0,0,0,0,49,10,0,0,2680,51,10,6.7164001,18290,.69150001,10,10,11,1,3
18107,2419,3,7,7,1,0,0,0,1,45,14,0,0,3615,47,14,4.5851002,20220,.69150001,14,12,11,1,8
36000,6922,3,10,10,1,0,0,0,0,56,11,0,0,2139,56,12,9.2566996,22150,.69150001,7,7,14,1,0
29000,4979,0,7,10,8,0,0,1,3,41,12,0,0,3080,43,12,8.5656004,30623,.62150002,10,10,7.5,1,5
33552,6566,3,10,12,1,0,0,0,0,56,5,0,0,1261,53,6,6.7406998,9380,.75150001,3,3,14,1,20
24600,3378,1,10,12,2,0,0,0,1,48,10,0,0,2227,48,10,9.8788004,22000,.69150001,7,7,5,1,3
24200,3284,4,7,12,1,0,0,0,2,52,16,0,0,1920,53,16,9.375,23675,.66149998,12,10,7.5,1,12
37300,7448,2,7,12,3,0,0,0,0,51,12,0,0,2350,55,12,6.277,33671,.72149998,7,7,14,1,5
23300,3792,3,9,9,4,0,0,0,3,35,11,0,0,1785,39,10,6.4240999,12367,.75150001,7,7,7.5,0,1
16640,1917,5,7,7,8,0,0,0,0,45,12,0,0,2598,51,12,8.3718004,21950,.66149998,7,7,5,0,0
19175,2846,3,10,12,2,0,0,0,0,54,12,0,0,2455,58,17,12.22,32000,.58149999,7,7,9.5,1,7
